Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
2857,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
2858,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
2859,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Grassland
2860,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
2861,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
2862,Bareland,Bareland,Water,Water,Water,Water,Water,Water
2863,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2864,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2865,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2866,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2867,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2868,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2869,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2870,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2871,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2872,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2873,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2874,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
2875,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2876,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2877,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
2878,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
2879,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
2880,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2881,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Bareland
2882,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
2883,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2884,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2885,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2886,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2887,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2888,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2889,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2890,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2891,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2892,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2893,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2894,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2895,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2896,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2897,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2898,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2899,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Water
2900,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2901,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2902,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2903,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2904,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2905,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2906,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2907,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2908,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2909,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2910,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2911,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
2912,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2913,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2914,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2915,Bareland,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
2916,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
2917,Bareland,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2918,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2919,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2920,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2921,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2922,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2923,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2924,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2925,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2926,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2927,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2928,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
2929,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
2930,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2931,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
2932,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
2933,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
2934,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
2935,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2936,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2937,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2938,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
2939,Bareland,Water,Built-up,Water,Non_Wetland,Cropland,Water,Water
2940,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2941,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
2942,Bareland,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2943,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
2944,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2945,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
2946,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Forest
2947,Bareland,Water,Water,Water,Water,Cropland,Water,Water
2948,Bareland,Water,Water,Water,Water,Wetland,Water,Water
2949,Bareland,Water,Water,Water,Water,Water,Water,Water
2950,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2951,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2952,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2953,Bareland,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
2954,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2955,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2956,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2957,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2958,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2959,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2960,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2961,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2962,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2963,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2964,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2965,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2966,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2967,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2968,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2969,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
2970,Water,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
2971,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2972,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2973,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2974,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2975,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2976,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2977,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2978,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2979,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2980,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2981,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2982,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2983,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2984,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2985,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2986,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2987,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2988,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2989,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2990,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2991,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2992,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2993,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2994,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2995,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2996,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
2997,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2998,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
2999,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3000,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3001,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3002,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3003,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3004,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3005,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3006,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3007,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3008,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3009,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3010,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3011,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3012,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3013,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3014,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3015,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3016,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3017,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3018,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3019,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
3020,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3021,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3022,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3023,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3024,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3025,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3026,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3027,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3028,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3029,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3030,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3031,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3032,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
3033,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
3034,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3035,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3036,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3037,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3038,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3039,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3040,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3041,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3042,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3043,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3044,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3045,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3046,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
3047,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3048,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3049,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3050,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3051,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3052,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
3053,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3054,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3055,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
3056,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3057,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
3058,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3059,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
3060,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3061,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3062,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3063,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3064,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
3065,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3066,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3067,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3068,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3069,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3070,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3071,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3072,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3073,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3074,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3075,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3076,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
3077,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3078,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3079,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3080,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3081,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
3082,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3083,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3084,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3085,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3086,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3087,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3088,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
3089,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3090,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3091,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3092,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3093,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3094,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
3095,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Water
3096,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
3097,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
3098,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
3099,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3100,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3101,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
3102,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3103,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3104,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3105,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3106,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
3107,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3108,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3109,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3110,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3111,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
3112,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3113,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
3114,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3115,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
3116,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
3117,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3118,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
3119,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3120,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3121,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3122,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3123,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3124,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3125,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Water
3126,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3127,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3128,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3129,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3130,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3131,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3132,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3133,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
3134,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
3135,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
3136,Water,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
3137,Water,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Bareland
3138,Water,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Water
3139,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3140,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3141,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3142,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
3143,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
3144,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Water
3145,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
3146,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
3147,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
3148,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
3149,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3150,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3151,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3152,Water,NULL,Water,NULL,Water,Bareland,Wetland,Forest
3153,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
3154,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
3155,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3156,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3157,Water,NULL,Water,Water,Water,Wetland,Water,Water
3158,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3159,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3160,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
3161,Water,NULL,Water,Water,Water,Bareland,Wetland,Water
3162,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
3163,Water,NULL,Water,Water,Water,Water,Water,Water
3164,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3165,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3166,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3167,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3168,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3169,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3170,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3171,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3172,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3173,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3174,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3175,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3176,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3177,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3178,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3179,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3180,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3181,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3182,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3183,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3184,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
3185,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3186,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3187,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3188,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3189,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3190,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3191,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
3192,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
3193,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3194,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3195,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3196,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
3197,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
3198,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
3199,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3200,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3201,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3202,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3203,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
3204,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
3205,Water,Cropland,Wetland,Water,Wetland,Cropland,Water,Water
3206,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3207,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3208,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
3209,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Bareland
3210,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
3211,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
3212,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
