Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXU_M_R
4875,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4876,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4877,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4878,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4879,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4880,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4881,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
4882,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4883,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4884,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4885,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4886,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4887,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4888,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4889,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4890,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4891,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4892,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
4893,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4894,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4895,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4896,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4897,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4898,Wetland,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
4899,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4900,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
4901,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
4902,Wetland,Water,Water,NULL,Water,Water,Water,Water
4903,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
4904,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4905,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Grassland
4906,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
4907,Wetland,Water,Water,Non_Water,Water,Water,Water,Bareland
4908,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
4909,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
4910,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
4911,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
4912,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
4913,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
4914,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
4915,Wetland,Water,Water,Water,Water,Wetland,Water,Bareland
4916,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4917,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
4918,Wetland,Water,Water,Water,Water,Bareland,Wetland,Water
4919,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
4920,Wetland,Water,Water,Water,Water,Bareland,Water,Bareland
4921,Wetland,Water,Water,Water,Water,Bareland,Water,Water
4922,Wetland,Water,Water,Water,Water,Bareland,Water,Forest
4923,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
4924,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
4925,Wetland,Water,Water,Water,Water,Water,Wetland,Water
4926,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
4927,Wetland,Water,Water,Water,Water,Water,Water,Grassland
4928,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4929,Wetland,Water,Water,Water,Water,Water,Water,Bareland
4930,Wetland,Water,Water,Water,Water,Water,Water,Water
4931,Wetland,Water,Water,Water,Water,Water,Water,Forest
4932,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4933,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4934,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4935,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4936,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4937,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4938,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4939,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4940,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4941,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4942,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4943,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4944,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4945,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4946,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
4947,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4948,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4949,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4950,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
4951,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
4952,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
4953,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
4954,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4955,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
4956,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
4957,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
4958,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
4959,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
4960,Wetland,Forest,Water,Water,Water,Water,Water,Water
4961,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4962,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4963,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4964,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4965,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4966,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4967,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4968,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4969,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4970,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4971,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4972,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4984,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4985,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4986,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4987,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4988,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4989,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4990,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4991,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4992,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4993,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4994,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4995,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4996,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4997,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4998,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4999,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5000,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5001,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5002,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5003,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5004,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5005,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5006,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5007,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5008,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5009,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5010,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5011,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
5012,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5013,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5014,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5015,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5016,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5017,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5018,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5019,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5020,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5021,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5022,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5023,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5024,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5025,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5026,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5027,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5028,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5029,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
5030,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5031,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5032,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5033,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5034,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
5035,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5036,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5037,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5038,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5039,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5040,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5041,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5042,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5043,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5044,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
5045,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5046,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5047,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5048,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5049,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5050,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5051,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5052,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5053,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5054,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5055,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5056,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5057,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5058,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5059,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
5060,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5061,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5062,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
5063,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
5064,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5065,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5066,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5067,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5068,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5069,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5070,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5071,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5072,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5073,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5074,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5075,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5076,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5077,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5078,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5079,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5080,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5081,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5082,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5083,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5084,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5085,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5086,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5087,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5088,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5089,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5090,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5091,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5092,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5093,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5094,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5095,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5096,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5097,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5098,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5099,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5100,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5101,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
5102,Bareland,Wetland,Water,Water,Water,Water,Wetland,Grassland
5103,Bareland,Wetland,Water,Water,Water,Water,Wetland,Wetland
5104,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
5105,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
5106,Bareland,Wetland,Water,Water,Water,Water,Water,Water
5107,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5108,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5109,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5110,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Water
5111,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5112,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5113,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5114,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5115,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5116,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5117,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5118,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5119,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5120,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
5121,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5122,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
5123,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5124,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Water
5125,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5126,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5127,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5128,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5129,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5130,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5131,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5132,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5133,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5134,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5135,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5136,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5137,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5138,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5139,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5140,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5141,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
5142,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5143,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5144,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5145,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5146,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5147,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5148,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
5149,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5150,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5151,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5152,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
5153,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5154,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
5155,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
5156,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
5157,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5158,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5159,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5160,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Bareland,Forest
5161,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
5162,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
5163,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
5164,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
5165,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
5166,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5167,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5168,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Built-up,Bareland
5169,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
5170,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
5171,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
5172,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
5173,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
5174,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
5175,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
5176,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
5177,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
5178,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
5179,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5180,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5181,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5182,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5183,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5184,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5185,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5186,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5187,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5188,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5189,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5190,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5191,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5192,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5193,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5194,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5195,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5196,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5197,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5198,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5199,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5200,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5201,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Water
5202,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
5203,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5204,Bareland,Bareland,Water,NULL,Water,Wetland,Grassland,Grassland
5205,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
5206,Bareland,Bareland,Water,NULL,Water,Water,Built-up,Water
5207,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
5208,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Grassland
5209,Bareland,Bareland,Water,Water,Water,Wetland,Bareland,Grassland
5210,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
5211,Bareland,Bareland,Water,Water,Water,Wetland,Water,Wetland
5212,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
5213,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
5214,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
