Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNL_M_R
5044,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
5045,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
5046,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
5047,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5048,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5049,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
5050,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5051,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5052,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5053,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5054,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5055,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5056,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5057,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5058,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
5059,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5060,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5061,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5062,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5063,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5064,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5065,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5066,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5067,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5068,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5069,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5070,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5071,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5072,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5073,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5074,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5075,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5076,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
5077,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
5078,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5079,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5080,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5081,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5082,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5083,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5084,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5085,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5086,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5087,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5088,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5089,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5090,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5091,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5092,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5093,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
5094,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5095,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
5096,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5097,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
5098,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5099,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
5100,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5101,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
5102,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5103,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5104,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
5105,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
5106,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
5107,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
5108,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
5109,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
5110,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
5111,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5112,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5113,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
5114,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5115,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
5116,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
5117,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
5118,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
5119,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
5120,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
5121,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
5122,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5123,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5124,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5125,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
5126,Water,Water,Wetland,Water,Wetland,Cropland,Wetland,Wetland
5127,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
5128,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
5129,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
5130,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
5131,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5132,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5133,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5134,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5135,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
5136,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5137,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
5138,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
5139,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5140,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
5141,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5142,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5143,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5144,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
5145,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
5146,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
5147,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
5148,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
5149,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
5150,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5151,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
5152,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5153,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5154,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5155,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5156,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
5157,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5158,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5159,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5160,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5161,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5162,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5163,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5164,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5165,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
5166,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5167,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
5168,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
5169,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
5170,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
5171,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
5172,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
5173,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
5174,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
5175,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
5176,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5177,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
5178,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5179,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5180,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
5181,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5182,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5183,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5184,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
5185,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5186,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
5187,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
5188,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
5189,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
5190,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5191,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5192,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5193,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5194,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5195,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
5196,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5197,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5198,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
5199,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
5200,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5201,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
5202,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
5203,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5204,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5205,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5206,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5207,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
5208,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
5209,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
5210,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
5211,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5212,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5213,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5214,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5215,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5216,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
5217,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
5218,Water,Water,Water,NULL,Water,NULL,NULL,Water
5219,Water,Water,Water,NULL,Water,NULL,NULL,Forest
5220,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
5221,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
5222,Water,Water,Water,NULL,Water,NULL,Wetland,Water
5223,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
5224,Water,Water,Water,NULL,Water,NULL,Water,Wetland
5225,Water,Water,Water,NULL,Water,NULL,Water,Water
5226,Water,Water,Water,NULL,Water,NULL,Water,Forest
5227,Water,Water,Water,NULL,Water,NULL,Forest,Forest
5228,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
5229,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
5230,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
5231,Water,Water,Water,NULL,Water,Grassland,Water,Forest
5232,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
5233,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
5234,Water,Water,Water,NULL,Water,Wetland,NULL,Water
5235,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
5236,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
5237,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
5238,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
5239,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
5240,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
5241,Water,Water,Water,NULL,Water,Wetland,Water,Water
5242,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5243,Water,Water,Water,NULL,Water,Wetland,Forest,Wetland
5244,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
5245,Water,Water,Water,NULL,Water,Water,NULL,Wetland
5246,Water,Water,Water,NULL,Water,Water,NULL,Water
5247,Water,Water,Water,NULL,Water,Water,NULL,Forest
5248,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
5249,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
5250,Water,Water,Water,NULL,Water,Water,Grassland,Water
5251,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
5252,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
5253,Water,Water,Water,NULL,Water,Water,Wetland,Water
5254,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5255,Water,Water,Water,NULL,Water,Water,Water,Grassland
5256,Water,Water,Water,NULL,Water,Water,Water,Wetland
5257,Water,Water,Water,NULL,Water,Water,Water,Water
5258,Water,Water,Water,NULL,Water,Water,Water,Forest
5259,Water,Water,Water,NULL,Water,Water,Forest,Water
5260,Water,Water,Water,NULL,Water,Water,Forest,Forest
5261,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
5262,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
5263,Water,Water,Water,NULL,Water,Forest,NULL,Water
5264,Water,Water,Water,NULL,Water,Forest,NULL,Forest
5265,Water,Water,Water,NULL,Water,Forest,Grassland,Wetland
5266,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
5267,Water,Water,Water,NULL,Water,Forest,Wetland,Water
5268,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
5269,Water,Water,Water,NULL,Water,Forest,Water,Wetland
5270,Water,Water,Water,NULL,Water,Forest,Water,Forest
5271,Water,Water,Water,NULL,Water,Forest,Forest,Forest
5272,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
5273,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
5274,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
5275,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
5276,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
5277,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
5278,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5279,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
5280,Water,Water,Water,Non_Water,Water,NULL,Water,Water
5281,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
5282,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
5283,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
5284,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
5285,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
5286,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
5287,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
5288,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
5289,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5290,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
5291,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5292,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5293,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5294,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5295,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
5296,Water,Water,Water,Non_Water,Water,Water,NULL,Water
5297,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
5298,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
5299,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5300,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5301,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5302,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
5303,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
5304,Water,Water,Water,Non_Water,Water,Water,Water,Water
5305,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5306,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
5307,Water,Water,Water,Non_Water,Water,Water,Forest,Water
5308,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
5309,Water,Water,Water,Non_Water,Water,Forest,NULL,Wetland
5310,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
5311,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
5312,Water,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
5313,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
5314,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
5315,Water,Water,Water,Non_Water,Water,Forest,Water,Water
5316,Water,Water,Water,Water,Water,NULL,NULL,Grassland
5317,Water,Water,Water,Water,Water,NULL,NULL,Wetland
5318,Water,Water,Water,Water,Water,NULL,NULL,Water
5319,Water,Water,Water,Water,Water,NULL,NULL,Forest
5320,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
5321,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
5322,Water,Water,Water,Water,Water,NULL,Wetland,Water
5323,Water,Water,Water,Water,Water,NULL,Wetland,Forest
5324,Water,Water,Water,Water,Water,NULL,Water,Wetland
5325,Water,Water,Water,Water,Water,NULL,Water,Water
5326,Water,Water,Water,Water,Water,NULL,Water,Forest
5327,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
5328,Water,Water,Water,Water,Water,Shrubland,Wetland,Wetland
5329,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
5330,Water,Water,Water,Water,Water,Shrubland,Water,Forest
5331,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
5332,Water,Water,Water,Water,Water,Grassland,NULL,Forest
5333,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
5334,Water,Water,Water,Water,Water,Grassland,Water,Wetland
5335,Water,Water,Water,Water,Water,Cropland,Water,Water
5336,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
5337,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
5338,Water,Water,Water,Water,Water,Wetland,NULL,Water
5339,Water,Water,Water,Water,Water,Wetland,NULL,Forest
5340,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
5341,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
5342,Water,Water,Water,Water,Water,Wetland,Wetland,Water
5343,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
5344,Water,Water,Water,Water,Water,Wetland,Water,Wetland
5345,Water,Water,Water,Water,Water,Wetland,Water,Water
5346,Water,Water,Water,Water,Water,Wetland,Water,Forest
5347,Water,Water,Water,Water,Water,Wetland,Forest,Water
5348,Water,Water,Water,Water,Water,Wetland,Forest,Forest
5349,Water,Water,Water,Water,Water,Bareland,Forest,Bareland
5350,Water,Water,Water,Water,Water,Water,NULL,Grassland
5351,Water,Water,Water,Water,Water,Water,NULL,Wetland
5352,Water,Water,Water,Water,Water,Water,NULL,Bareland
5353,Water,Water,Water,Water,Water,Water,NULL,Water
5354,Water,Water,Water,Water,Water,Water,NULL,Forest
5355,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
5356,Water,Water,Water,Water,Water,Water,Grassland,Grassland
5357,Water,Water,Water,Water,Water,Water,Grassland,Wetland
5358,Water,Water,Water,Water,Water,Water,Grassland,Water
5359,Water,Water,Water,Water,Water,Water,Wetland,Wetland
5360,Water,Water,Water,Water,Water,Water,Wetland,Bareland
5361,Water,Water,Water,Water,Water,Water,Wetland,Water
5362,Water,Water,Water,Water,Water,Water,Wetland,Forest
5363,Water,Water,Water,Water,Water,Water,Water,Grassland
5364,Water,Water,Water,Water,Water,Water,Water,Wetland
5365,Water,Water,Water,Water,Water,Water,Water,Water
5366,Water,Water,Water,Water,Water,Water,Water,Forest
5367,Water,Water,Water,Water,Water,Water,Forest,Grassland
5368,Water,Water,Water,Water,Water,Water,Forest,Wetland
5369,Water,Water,Water,Water,Water,Water,Forest,Water
5370,Water,Water,Water,Water,Water,Water,Forest,Forest
5371,Water,Water,Water,Water,Water,Forest,NULL,Grassland
5372,Water,Water,Water,Water,Water,Forest,NULL,Wetland
5373,Water,Water,Water,Water,Water,Forest,NULL,Water
5374,Water,Water,Water,Water,Water,Forest,NULL,Forest
5375,Water,Water,Water,Water,Water,Forest,Wetland,Forest
5376,Water,Water,Water,Water,Water,Forest,Water,Wetland
5377,Water,Water,Water,Water,Water,Forest,Water,Water
5378,Water,Water,Water,Water,Water,Forest,Water,Forest
5379,Water,Water,Water,Water,Water,Forest,Forest,Water
5380,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5381,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5382,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5383,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
5384,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5385,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5386,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5387,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5388,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5389,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5390,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5391,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5392,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5393,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5394,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5395,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5396,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
5397,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5398,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5399,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5400,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5401,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5402,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5403,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5404,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5405,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5406,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5407,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5408,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5409,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5410,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
5411,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5412,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5413,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5414,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5415,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5416,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5417,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5418,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5419,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5420,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5421,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5422,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5423,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5424,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
5425,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5426,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5427,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5428,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5429,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5430,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5431,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5432,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5433,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5434,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5435,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5436,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5437,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5438,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5439,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
