Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R
10230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
10232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
10235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
10237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
10240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
10245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
10246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
10248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10254,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10255,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10256,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10257,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
10264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
10266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
10268,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
10269,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10270,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10271,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10272,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10273,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10274,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10282,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10283,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10284,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10285,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10286,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10287,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10288,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10290,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
10291,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
10293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
10298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10300,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10301,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10302,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10311,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10312,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10313,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10314,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10315,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10316,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10317,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
10318,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10319,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
10322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10326,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10327,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10328,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10329,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10330,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10331,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10332,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10333,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10334,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
10335,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10336,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
10337,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10338,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10339,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10340,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10341,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10342,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10343,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10344,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10345,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10346,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10347,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10348,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10349,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10350,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10351,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
10352,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10353,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10354,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
10355,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10356,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
10357,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
10358,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10359,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10360,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10361,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10362,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,NULL
10363,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10364,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
10365,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10366,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10367,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10368,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10369,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10370,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10371,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10372,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
10373,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10374,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10375,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10376,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10377,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10378,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10379,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10380,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10381,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10382,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10383,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10384,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10385,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10386,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10387,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10388,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10389,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10390,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10391,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10392,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10393,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10394,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10395,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10396,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10397,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10398,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10399,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10400,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10401,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10402,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10403,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10404,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10405,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10406,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10407,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10408,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10409,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10410,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10411,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10412,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10413,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10414,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10415,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10416,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10417,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
10418,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10419,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
10420,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10421,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
10422,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10423,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10424,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10425,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10426,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10427,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10428,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10429,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10430,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10431,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10432,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
10433,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10434,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10435,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10436,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10437,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
10438,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
10439,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10440,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
10441,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10442,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10443,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10444,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
10445,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10446,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10447,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
10448,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10449,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10450,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
10451,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10452,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
10453,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
10454,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
10455,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
10456,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10457,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10458,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10459,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
10460,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10461,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10462,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10463,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10464,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10465,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10466,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10467,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10468,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10469,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10470,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10471,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
10472,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10473,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10474,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
10475,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10476,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
10477,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
10478,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10479,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10480,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10481,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10482,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10483,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10484,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10485,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10486,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10487,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10488,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10489,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10490,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10491,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10492,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10493,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10494,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10495,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10496,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10497,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10498,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10499,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10500,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10501,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10502,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10503,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10504,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10505,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
10506,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10507,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
10508,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10509,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10510,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10511,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10512,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10513,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10514,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10515,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
10516,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
10517,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10518,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10519,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10520,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10521,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10522,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10523,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10524,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10525,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10526,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10527,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10528,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10529,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10530,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10531,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
10532,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10533,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
10534,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10535,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
10536,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
10537,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10538,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10539,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10540,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10541,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10542,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10543,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
