Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEU_M_R
746,Water,Water,Water,NULL,Water,Forest,Water,Forest
747,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
748,Water,Water,Water,Non_Water,Water,NULL,Water,Water
749,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
750,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
751,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
752,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
753,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
754,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
755,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
756,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
757,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
758,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
759,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
760,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
761,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
762,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
763,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
764,Water,Water,Water,Non_Water,Water,Water,Water,Water
765,Water,Water,Water,Non_Water,Water,Water,Water,Forest
766,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
767,Water,Water,Water,Non_Water,Water,Forest,Water,Water
768,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
769,Water,Water,Water,Water,Water,NULL,Wetland,Water
770,Water,Water,Water,Water,Water,NULL,Wetland,Forest
771,Water,Water,Water,Water,Water,NULL,Water,Water
772,Water,Water,Water,Water,Water,NULL,Water,Forest
773,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
774,Water,Water,Water,Water,Water,Wetland,Wetland,Water
775,Water,Water,Water,Water,Water,Wetland,Bareland,Water
776,Water,Water,Water,Water,Water,Wetland,Water,Grassland
777,Water,Water,Water,Water,Water,Wetland,Water,Wetland
778,Water,Water,Water,Water,Water,Wetland,Water,Water
779,Water,Water,Water,Water,Water,Wetland,Water,Forest
780,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
781,Water,Water,Water,Water,Water,Bareland,Bareland,Water
782,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
783,Water,Water,Water,Water,Water,Bareland,Water,Water
784,Water,Water,Water,Water,Water,Bareland,Water,Forest
785,Water,Water,Water,Water,Water,Water,Wetland,Grassland
786,Water,Water,Water,Water,Water,Water,Wetland,Water
787,Water,Water,Water,Water,Water,Water,Wetland,Forest
788,Water,Water,Water,Water,Water,Water,Bareland,Water
789,Water,Water,Water,Water,Water,Water,Bareland,Forest
790,Water,Water,Water,Water,Water,Water,Water,Grassland
791,Water,Water,Water,Water,Water,Water,Water,Wetland
792,Water,Water,Water,Water,Water,Water,Water,Water
793,Water,Water,Water,Water,Water,Water,Water,Forest
794,Water,Water,Water,Water,Water,Water,Forest,Water
795,Water,Water,Water,Water,Water,Forest,Wetland,Forest
796,Water,Water,Water,Water,Water,Forest,Water,Water
797,Water,Water,Water,Water,Water,Forest,Water,Forest
798,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
799,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
800,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
801,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
802,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
803,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
804,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
805,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
806,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
807,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
808,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
809,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
810,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
811,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
812,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
813,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
814,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
815,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
816,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
817,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
818,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
819,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
820,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
821,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
822,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
823,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
824,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
825,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
826,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
827,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
828,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
829,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
830,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
831,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
832,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
833,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
834,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
835,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
836,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
837,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
838,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
839,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
840,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
841,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
842,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
843,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
844,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
845,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
846,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
847,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
848,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
849,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
850,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
851,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
852,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
853,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
854,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
855,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
856,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
857,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
858,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
859,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
860,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
861,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
862,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
863,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
864,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
865,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
866,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
867,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
868,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
869,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
870,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
871,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
872,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
873,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
874,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
875,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
876,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
877,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
878,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
879,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
880,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
881,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
882,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
883,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
884,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
885,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
886,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
887,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
888,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
889,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
890,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
891,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
892,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
893,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
894,Water,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
895,Water,Forest,Water,NULL,Water,Wetland,Water,Water
896,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
897,Water,Forest,Water,NULL,Water,Water,Water,Forest
898,Water,Forest,Water,Non_Water,Water,NULL,Water,Forest
899,Water,Forest,Water,Water,Water,Water,Water,Water
900,Water,Forest,Water,Water,Water,Water,Water,Forest
901,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
902,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
903,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
904,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
905,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
906,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
907,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
908,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,Water,Water
909,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
910,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
911,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
912,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
913,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
914,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
915,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
916,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
917,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
918,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Water
919,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
920,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Forest
921,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
922,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
923,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water,Water
924,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Wetland,Water
925,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
926,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
927,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
928,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water,Water,Water
929,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,Forest
930,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water,Water
931,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Wetland,Water
932,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
933,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Forest
934,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
935,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
936,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Water
937,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
938,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water,Water
939,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water,Water,Water
940,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
941,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
942,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
943,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
944,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
945,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
946,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
947,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
948,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
949,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
950,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
951,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
952,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
953,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
954,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
955,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
956,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
957,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
958,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
959,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
960,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
961,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
962,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
963,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
964,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
965,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
966,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
967,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
968,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
969,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
970,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
971,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
972,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
973,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
974,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
975,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
976,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
977,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
978,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
979,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
980,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
981,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
982,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
983,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
984,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
985,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
986,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
987,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
988,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
989,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
990,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
991,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
992,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
993,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
994,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
995,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
996,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
997,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
998,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
999,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1000,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1001,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1002,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1003,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1004,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1005,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1006,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1007,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1008,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1009,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1010,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1011,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1012,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1013,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1014,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1015,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1016,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1017,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1018,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1019,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1020,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1021,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1022,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1023,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1024,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1025,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1026,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1027,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1028,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1029,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1030,Forest,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Water
1031,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1032,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1033,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1034,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1035,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1036,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1037,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1038,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1039,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1040,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1041,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1042,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1043,Forest,NULL,Water,Water,Water,Water,Water,Water
1044,Forest,NULL,Water,Water,Water,Water,Water,Forest
1045,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1049,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1050,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1051,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1052,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1053,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1054,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1055,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1056,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1057,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1058,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1059,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1060,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1061,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1062,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1063,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1064,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1065,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1066,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1067,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1068,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1069,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1070,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1071,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1072,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1073,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1074,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1075,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1076,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1077,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1078,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1079,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1080,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1081,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1082,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1083,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1084,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1085,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1086,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1087,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
1088,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1089,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1090,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1091,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1092,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1093,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1094,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1095,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1096,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1097,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1098,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1099,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1100,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1101,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1102,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1103,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1104,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1105,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1106,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1107,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1108,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1109,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1110,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1111,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1112,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1113,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
