Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWJ_M_R
7859,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7860,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7861,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
7862,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7863,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7864,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
7865,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7866,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7867,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7868,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7869,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7870,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
7871,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7872,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7873,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7874,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7875,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7876,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7877,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7878,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7879,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7880,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
7881,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7882,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7883,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7884,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7885,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
7886,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
7887,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7888,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7889,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7890,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7891,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7892,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7893,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
7894,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7895,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7896,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7897,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7898,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
7899,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
7900,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7901,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
7902,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7903,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
7904,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7905,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
7906,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
7907,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
7908,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7909,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
7910,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
7911,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7912,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
7913,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7914,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7915,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
7916,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
7917,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Grassland
7918,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
7919,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Forest
7920,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
7921,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Water
7922,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7923,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7924,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7925,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7926,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7927,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
7928,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7929,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7930,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7931,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7932,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7933,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7934,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7935,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7936,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7937,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7938,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7939,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7940,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7941,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7942,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7943,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7944,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7945,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7946,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7947,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7948,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7949,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7950,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7951,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7952,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7953,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7954,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7955,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7956,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7957,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7958,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7959,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7960,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7961,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7962,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7963,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7964,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7965,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7966,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7967,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7968,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7969,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7970,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7971,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7972,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7973,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7974,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7975,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7976,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7977,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
7978,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7979,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7980,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7981,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7982,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7983,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7984,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7985,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7986,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7987,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7988,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7989,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7990,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7991,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7992,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7993,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7994,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7995,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7996,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7997,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7998,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7999,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8000,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8001,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8002,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8003,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8004,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8005,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8006,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8007,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8008,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8009,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8010,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8011,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8012,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8013,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8014,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
8015,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8016,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8017,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8018,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8019,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
8020,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8021,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8022,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8023,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8024,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8025,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8026,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8027,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8028,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8029,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8030,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8031,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8032,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8033,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8034,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
8035,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
8036,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8037,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8038,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8039,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8040,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8041,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8042,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8043,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8044,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8045,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8046,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8047,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8048,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8049,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8050,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8051,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8052,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
8053,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8054,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
8058,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8059,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8060,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8061,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8063,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
8064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8071,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8072,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8073,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8074,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8075,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8076,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8077,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
8081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8082,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8083,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8084,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8085,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8086,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8087,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8088,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8089,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8090,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8091,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8092,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8093,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8094,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
8095,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8096,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8097,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8098,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
8099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8101,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8102,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8103,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8104,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8105,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8106,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8107,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8108,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8109,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8110,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8111,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8112,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8113,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8114,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8115,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8116,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8117,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8118,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8119,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8120,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8121,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8122,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8123,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8124,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8125,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8126,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8127,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8128,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8129,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8130,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8131,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8132,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8133,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8134,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8135,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8136,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8137,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8138,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8139,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8140,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8141,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8142,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8143,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8144,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8145,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8146,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8147,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8148,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8149,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8150,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8151,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8152,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8153,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8154,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8155,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8156,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8157,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8158,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8159,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8160,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8161,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8162,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8163,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8164,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8165,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8166,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8167,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8168,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8169,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8170,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8171,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8172,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8173,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8174,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8175,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8176,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8177,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8178,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8179,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
