Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHS_M_R
996,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
997,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
998,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
999,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1002,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1004,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1006,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1007,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1009,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1011,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1012,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1016,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1017,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1020,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1021,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1022,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1023,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1024,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1026,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1028,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1029,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1032,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1035,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1036,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1037,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1038,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1039,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1040,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1041,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1042,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1043,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1044,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1045,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1046,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1047,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1048,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1049,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1050,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1051,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1052,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1056,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1057,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1060,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1061,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1063,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1064,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1065,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1069,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1070,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1071,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1072,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1073,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1074,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1075,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1076,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1077,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1078,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1079,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1081,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1082,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1083,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1088,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1092,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1093,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1094,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1096,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1097,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1098,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1099,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1100,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1102,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1103,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1104,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1105,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1106,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1108,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1109,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1110,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1112,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1114,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1115,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1116,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1117,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1118,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1120,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1121,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1122,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1124,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1126,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1128,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1130,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1131,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1132,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1133,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1134,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1135,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1136,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1137,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1138,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1139,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1140,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1141,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1142,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1143,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1144,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1145,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1146,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1147,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1148,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1149,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1150,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1151,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1152,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1153,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1155,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1156,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1157,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1158,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1159,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1161,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1163,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1164,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1166,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1167,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1168,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1169,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1170,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1172,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1173,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1174,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1175,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1177,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1179,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1180,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1181,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1182,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1184,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1185,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1186,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1187,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1188,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1189,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1190,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1191,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1192,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1193,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1194,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1195,Water,NULL,Water,Water,Water,NULL,NULL,Water
1196,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1197,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1199,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1201,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1202,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1203,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1207,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1208,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1209,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1210,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1211,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1212,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1213,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1215,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1217,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1219,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1221,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1222,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1223,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1224,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1225,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1226,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1227,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1228,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1229,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1234,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1235,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1236,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1237,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1238,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1239,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1240,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1241,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1242,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1243,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1244,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1245,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1246,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1247,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1248,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1249,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1250,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1252,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1254,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1255,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1256,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1257,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1258,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1259,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1260,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1261,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1262,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1265,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1266,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1267,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1268,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1269,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1270,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1271,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1272,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1273,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1274,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1275,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1277,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1278,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1279,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1280,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1281,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1282,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1283,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1284,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1285,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1286,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1287,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1288,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1289,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1290,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1291,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1292,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1293,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1294,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1296,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1297,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1298,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1299,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1302,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1303,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1305,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1306,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1307,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1309,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1310,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1313,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1314,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1315,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1316,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1317,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1318,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1319,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1320,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1321,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1322,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1324,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1325,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1326,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1327,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1328,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1330,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1332,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1333,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1334,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1335,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1336,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1337,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1338,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1339,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1340,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
