Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQC_M_R
13384,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13385,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13386,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13387,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13388,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13389,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13390,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13391,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13392,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
13393,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
13394,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
13395,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13396,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
13397,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
13398,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
13399,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
13400,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
13401,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
13402,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Grassland
13403,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
13404,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
13405,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13406,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13407,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13408,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13409,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
13410,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
13411,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13412,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
13413,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
13414,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13415,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13416,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13417,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13418,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13419,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13420,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13421,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13422,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13423,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13424,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13425,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13426,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
13427,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13428,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13429,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13430,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13431,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13432,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
13433,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13434,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
13435,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
13436,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
13437,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13438,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13439,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13440,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13441,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13442,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13443,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
13444,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13445,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13446,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13447,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
13448,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13449,Permanent_ice_and_snow,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
13450,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13451,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13452,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
13453,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
13454,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
13455,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
13456,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
13457,Permanent_ice_and_snow,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13458,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,Grassland,Grassland,Bareland
13459,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,Water,Grassland,Bareland
13460,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13461,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13462,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13463,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13464,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
13465,Permanent_ice_and_snow,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
13466,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
13467,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13468,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13469,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13470,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13471,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
13472,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
13473,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,Water,Water,Bareland
13474,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13475,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13476,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13477,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13478,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13479,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13480,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13481,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13482,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13483,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13484,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13485,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13486,Permanent_ice_and_snow,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
13487,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
13488,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
13489,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
13490,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13491,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13492,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13493,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
13494,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
13495,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13496,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13497,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
13498,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
13499,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
13500,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
13501,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
13502,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
13503,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
13504,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
13505,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,Bareland
13506,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water,Water,Bareland
13507,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Bareland
13508,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
13509,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13510,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13511,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13512,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13513,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13514,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13515,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13516,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13517,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
13518,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13519,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
13520,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
13521,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13522,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13523,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13524,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13525,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
13526,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
13527,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
13528,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
13529,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13530,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13533,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
13534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
13535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
13536,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
13537,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13538,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
13539,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13540,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13541,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
13542,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13543,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
13544,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
13545,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
13546,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
13547,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13548,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13549,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13550,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
13551,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
13552,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13553,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13554,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13555,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
13556,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
13557,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13558,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13559,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13560,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13561,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13562,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13563,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13564,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13565,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13566,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13567,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13568,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13569,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13570,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13571,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13572,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
13573,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13574,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13575,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13576,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
13577,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13578,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
13579,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13580,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13581,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
13582,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13583,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13584,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13585,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
13586,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
13587,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13588,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13589,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13590,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13591,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
13592,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13593,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13594,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13595,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13596,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
13597,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13598,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13599,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
13600,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13601,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13602,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13603,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13604,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
13605,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
13606,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
13607,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13608,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
13609,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13610,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
13611,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
13612,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13613,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13614,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
13615,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13616,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
13617,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
13618,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
13619,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13620,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
13621,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
13622,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
13623,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13624,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13625,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13626,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13627,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13628,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13629,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13630,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13631,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13632,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13633,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13634,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13635,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13636,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13637,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13638,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13639,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13640,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13641,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13642,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13643,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13644,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
13645,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13646,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
13647,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13648,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Forest
13649,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13650,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
13651,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
13652,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
13653,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13654,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
13655,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
13656,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
13657,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13658,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13659,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
13660,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
13661,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
13662,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
13663,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
13664,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
13665,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
13666,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
13667,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
13668,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
13669,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13670,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13671,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
13672,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13673,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13674,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13675,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
13676,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
13677,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
13678,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13679,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
13680,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13681,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
13682,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13683,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
13684,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
13685,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13686,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
