Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFT_M_R
5905,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5906,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5907,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5908,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5909,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5910,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5911,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
5912,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5913,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5914,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
5915,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5916,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5917,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5918,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5919,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
5920,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5921,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5922,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5923,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5924,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5925,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5926,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5927,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5928,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5929,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5930,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5931,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5932,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5933,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5934,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5935,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5936,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5937,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5938,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5939,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5940,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5941,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5942,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5943,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5944,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5945,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5946,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5947,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5948,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5949,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5950,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5951,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5952,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5953,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5954,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5955,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5956,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5957,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5958,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5959,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5960,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5961,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5962,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5963,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5964,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5965,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5966,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5967,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5968,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5969,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
5970,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5971,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5972,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5973,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5974,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
5975,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
5976,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5977,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
5978,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5979,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5980,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5981,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5982,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5983,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5984,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5985,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
5986,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5987,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
5988,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
5989,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
5990,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5991,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5992,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5993,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
5994,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5995,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
5996,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
5997,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
5998,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
5999,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
6000,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6001,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6002,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6003,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
6004,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
6005,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6006,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
6007,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
6008,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6009,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6010,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6011,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6012,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6013,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6014,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6015,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6016,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6017,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6018,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6019,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6020,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6021,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6022,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6023,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6024,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6025,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6026,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6027,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6028,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6029,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6030,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6031,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6032,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6033,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6034,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6035,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6036,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6037,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6038,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6039,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6040,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6041,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6042,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6043,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6044,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6045,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6046,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6047,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6048,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6049,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6050,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6051,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6052,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6053,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6054,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
6055,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6056,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6057,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6058,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6059,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6060,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6061,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6062,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6063,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6064,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6065,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6066,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6067,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6068,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6069,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6070,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6071,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
6072,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6073,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6074,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6075,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6076,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6077,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6078,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
6079,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6080,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6081,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6082,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6083,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6084,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
6085,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6086,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6087,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6088,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6089,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6090,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
6091,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
6092,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
6093,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6094,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6095,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6096,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6097,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6098,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6099,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
6100,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6101,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6102,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6103,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6104,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6105,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
6106,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6107,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6108,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6109,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6110,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6111,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6112,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6113,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6114,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6115,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6116,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6117,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6118,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6119,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6120,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6121,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6122,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6123,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6124,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6125,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6126,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6127,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6128,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6129,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6130,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6131,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6132,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6133,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
6134,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6135,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6136,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6137,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6138,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6139,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6140,Water,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
6141,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6142,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6143,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6144,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6145,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6146,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6147,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
6148,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
6149,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6150,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6151,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6152,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6153,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6154,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6155,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6156,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6157,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6158,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6159,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6160,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6161,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
6162,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Bareland
6163,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6164,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6165,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
6166,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
6167,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
6168,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
6169,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6170,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
6171,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
6172,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
6173,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
6174,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
6175,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6176,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6177,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6178,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6179,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6180,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6181,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6182,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6183,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6184,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6185,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6186,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6187,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6188,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6189,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6190,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6191,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6192,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6193,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6194,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6195,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6196,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
6197,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6198,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
6199,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6200,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6201,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
6202,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6203,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6204,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6205,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6206,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6207,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
6208,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6209,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6210,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
6211,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
6212,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6213,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6214,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6215,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
6216,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6217,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6218,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6219,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
6220,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
6221,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6222,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6223,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6224,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6225,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6226,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6227,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6228,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6229,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
6230,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6231,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6232,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6233,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6234,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6235,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
6236,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6237,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6238,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
6239,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
6240,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
6241,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6242,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
