Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTT_M_R
856,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
857,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
858,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
859,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
860,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
861,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
862,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
863,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
864,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
865,Bareland,Bareland,Wetland,NULL,Wetland,Water
866,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
867,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
868,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
869,Bareland,Bareland,Wetland,Water,Wetland,Grassland
870,Bareland,Bareland,Wetland,Water,Wetland,Bareland
871,Bareland,Bareland,Wetland,Water,Wetland,Water
872,Bareland,Bareland,Wetland,Water,Wetland,Forest
873,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
874,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
875,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
876,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
877,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
878,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
879,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
880,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
881,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
882,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
883,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
884,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
885,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
886,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
887,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
888,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
889,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
890,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
891,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
892,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
893,Bareland,Bareland,Water,NULL,Water,Bareland
894,Bareland,Bareland,Water,NULL,Water,Water
895,Bareland,Bareland,Water,NULL,Water,Forest
896,Bareland,Bareland,Water,Non_Water,Water,Bareland
897,Bareland,Bareland,Water,Non_Water,Water,Water
898,Bareland,Bareland,Water,Non_Water,Water,Forest
899,Bareland,Bareland,Water,Water,Water,Grassland
900,Bareland,Bareland,Water,Water,Water,Bareland
901,Bareland,Bareland,Water,Water,Water,Water
902,Bareland,Bareland,Water,Water,Water,Forest
903,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
904,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
905,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
906,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
907,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
908,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
909,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
910,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
911,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
912,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
913,Bareland,Bareland,Forest,Water,Non_Wetland,Water
914,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
915,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
916,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
917,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
918,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
919,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
920,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
921,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
922,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
923,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
924,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
925,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
926,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
927,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
928,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
929,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
930,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
931,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
932,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
933,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
934,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
935,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
936,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
937,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
938,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
939,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
940,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
941,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
942,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
943,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
944,Bareland,Water,Shrubland,Water,Non_Wetland,Water
945,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
946,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
947,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
948,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
949,Bareland,Water,Cropland,NULL,Non_Wetland,Water
950,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
951,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
952,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
953,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
954,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
955,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
956,Bareland,Water,Cropland,Water,Non_Wetland,Water
957,Bareland,Water,Cropland,Water,Non_Wetland,Forest
958,Bareland,Water,Wetland,NULL,Wetland,Water
959,Bareland,Water,Wetland,NULL,Wetland,Forest
960,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
961,Bareland,Water,Wetland,Non_Water,Wetland,Water
962,Bareland,Water,Wetland,Non_Water,Wetland,Forest
963,Bareland,Water,Wetland,Water,Wetland,Grassland
964,Bareland,Water,Wetland,Water,Wetland,Bareland
965,Bareland,Water,Wetland,Water,Wetland,Water
966,Bareland,Water,Wetland,Water,Wetland,Forest
967,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
968,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
969,Bareland,Water,Bareland,NULL,Non_Wetland,Water
970,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
971,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
972,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
973,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
974,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
975,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
976,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
977,Bareland,Water,Bareland,Water,Non_Wetland,Water
978,Bareland,Water,Bareland,Water,Non_Wetland,Forest
979,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
980,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
981,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
982,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
983,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
984,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
985,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
986,Bareland,Water,Built-up,Water,Non_Wetland,Water
987,Bareland,Water,Water,NULL,Water,Grassland
988,Bareland,Water,Water,NULL,Water,Bareland
989,Bareland,Water,Water,NULL,Water,Water
990,Bareland,Water,Water,NULL,Water,Forest
991,Bareland,Water,Water,Non_Water,Water,Grassland
992,Bareland,Water,Water,Non_Water,Water,Bareland
993,Bareland,Water,Water,Non_Water,Water,Water
994,Bareland,Water,Water,Non_Water,Water,Forest
995,Bareland,Water,Water,Water,Water,Grassland
996,Bareland,Water,Water,Water,Water,Bareland
997,Bareland,Water,Water,Water,Water,Water
998,Bareland,Water,Water,Water,Water,Forest
999,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1000,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1001,Bareland,Water,Forest,NULL,Non_Wetland,Water
1002,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1003,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1004,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1005,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1006,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1007,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1008,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1009,Bareland,Water,Forest,Water,Non_Wetland,Water
1010,Bareland,Water,Forest,Water,Non_Wetland,Forest
1011,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1012,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1013,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1014,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1015,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1016,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1017,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1018,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1019,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1020,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1021,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1022,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1023,Bareland,Forest,Wetland,Water,Wetland,Forest
1024,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1025,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1026,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1027,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1028,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1029,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1030,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1031,Bareland,Forest,Water,NULL,Water,Forest
1032,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1033,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1034,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1035,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1036,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1037,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1038,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1039,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1040,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1041,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1042,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1043,Water,NULL,NULL,NULL,Non_Wetland,Water
1044,Water,NULL,NULL,NULL,Non_Wetland,Forest
1045,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1046,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1047,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1048,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1049,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1050,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1051,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1052,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1053,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1054,Water,NULL,Shrubland,Water,Non_Wetland,Water
1055,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1056,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1057,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1058,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1059,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1060,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1061,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1062,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1063,Water,NULL,Cropland,NULL,Non_Wetland,Water
1064,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1065,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1066,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1067,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1068,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1069,Water,NULL,Wetland,Non_Water,Wetland,Forest
1070,Water,NULL,Wetland,Water,Wetland,Grassland
1071,Water,NULL,Wetland,Water,Wetland,Cropland
1072,Water,NULL,Wetland,Water,Wetland,Bareland
1073,Water,NULL,Wetland,Water,Wetland,Water
1074,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1075,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1076,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1077,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1078,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1079,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1080,Water,NULL,Water,NULL,Water,Grassland
1081,Water,NULL,Water,NULL,Water,Water
1082,Water,NULL,Water,NULL,Water,Forest
1083,Water,NULL,Water,Non_Water,Water,Forest
1084,Water,NULL,Water,Water,Water,Grassland
1085,Water,NULL,Water,Water,Water,Cropland
1086,Water,NULL,Water,Water,Water,Water
1087,Water,NULL,Forest,NULL,Non_Wetland,NULL
1088,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1089,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1090,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1091,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1092,Water,NULL,Forest,NULL,Non_Wetland,Water
1093,Water,NULL,Forest,NULL,Non_Wetland,Forest
1094,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1095,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1096,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1097,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1098,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1099,Water,NULL,Forest,Water,Non_Wetland,Grassland
1100,Water,NULL,Forest,Water,Non_Wetland,Bareland
1101,Water,NULL,Forest,Water,Non_Wetland,Water
1102,Water,NULL,Forest,Water,Non_Wetland,Forest
1103,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1104,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1105,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1106,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1107,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1108,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1109,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1110,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1111,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1112,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1113,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1114,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1115,Water,Cropland,Wetland,Water,Wetland,Water
1116,Water,Cropland,Wetland,Water,Wetland,Forest
1117,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1118,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1119,Water,Cropland,Water,NULL,Water,Grassland
1120,Water,Cropland,Water,NULL,Water,Water
1121,Water,Cropland,Water,NULL,Water,Forest
1122,Water,Cropland,Water,Non_Water,Water,Forest
1123,Water,Cropland,Water,Water,Water,Water
1124,Water,Cropland,Water,Water,Water,Forest
1125,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1126,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1127,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1128,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1129,Water,Cropland,Forest,NULL,Non_Wetland,Water
1130,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1131,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1132,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1133,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1134,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1135,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1136,Water,Cropland,Forest,Water,Non_Wetland,Forest
1137,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1138,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1139,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1140,Water,Wetland,Wetland,Water,Wetland,Grassland
1141,Water,Wetland,Water,Water,Water,Grassland
1142,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1143,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1144,Water,Wetland,Forest,Water,Non_Wetland,Cropland
1145,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1146,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1147,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1148,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1149,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1150,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1151,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1152,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1153,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1154,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1155,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1156,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1157,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1158,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1159,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1160,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1161,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1162,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1163,Water,Bareland,Cropland,Water,Non_Wetland,Water
1164,Water,Bareland,Wetland,Non_Water,Wetland,Water
1165,Water,Bareland,Wetland,Water,Wetland,Grassland
1166,Water,Bareland,Wetland,Water,Wetland,Bareland
1167,Water,Bareland,Wetland,Water,Wetland,Water
1168,Water,Bareland,Wetland,Water,Wetland,Forest
1169,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1170,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1171,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1172,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1173,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1174,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1175,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1176,Water,Bareland,Bareland,Water,Non_Wetland,Water
1177,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1178,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1179,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1180,Water,Bareland,Built-up,Water,Non_Wetland,Water
1181,Water,Bareland,Water,NULL,Water,Water
1182,Water,Bareland,Water,Non_Water,Water,Grassland
1183,Water,Bareland,Water,Non_Water,Water,Forest
1184,Water,Bareland,Water,Water,Water,Bareland
1185,Water,Bareland,Water,Water,Water,Water
1186,Water,Bareland,Water,Water,Water,Forest
1187,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1188,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1189,Water,Bareland,Forest,NULL,Non_Wetland,Water
1190,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1191,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1192,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1193,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1194,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1195,Water,Bareland,Forest,Water,Non_Wetland,Water
1196,Water,Bareland,Forest,Water,Non_Wetland,Forest
1197,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1198,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1199,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
1200,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1201,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1202,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1203,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1204,Water,Built-up,Cropland,Water,Non_Wetland,Water
1205,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1206,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1207,Water,Built-up,Wetland,Water,Wetland,Forest
1208,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1209,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1210,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1211,Water,Built-up,Water,NULL,Water,Forest
1212,Water,Built-up,Water,Non_Water,Water,Water
1213,Water,Built-up,Water,Water,Water,Water
1214,Water,Built-up,Water,Water,Water,Forest
1215,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1216,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1217,Water,Built-up,Forest,NULL,Non_Wetland,Water
1218,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1219,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1220,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1221,Water,Built-up,Forest,Water,Non_Wetland,Forest
1222,Water,Water,NULL,NULL,Non_Wetland,Grassland
1223,Water,Water,NULL,NULL,Non_Wetland,Forest
1224,Water,Water,NULL,Water,Non_Wetland,Water
1225,Water,Water,NULL,Water,Non_Wetland,Forest
1226,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1227,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1228,Water,Water,Shrubland,NULL,Non_Wetland,Water
1229,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1230,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1231,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1232,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1233,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1234,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1235,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1236,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1237,Water,Water,Shrubland,Water,Non_Wetland,Water
1238,Water,Water,Shrubland,Water,Non_Wetland,Forest
1239,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1240,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1241,Water,Water,Grassland,NULL,Non_Wetland,Water
1242,Water,Water,Grassland,NULL,Non_Wetland,Forest
1243,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1244,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1245,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1246,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1247,Water,Water,Grassland,Water,Non_Wetland,Grassland
1248,Water,Water,Grassland,Water,Non_Wetland,Forest
1249,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1250,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1251,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1252,Water,Water,Cropland,NULL,Non_Wetland,Water
1253,Water,Water,Cropland,NULL,Non_Wetland,Forest
1254,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1255,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1256,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1257,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1258,Water,Water,Cropland,Water,Non_Wetland,Grassland
1259,Water,Water,Cropland,Water,Non_Wetland,Bareland
1260,Water,Water,Cropland,Water,Non_Wetland,Water
1261,Water,Water,Cropland,Water,Non_Wetland,Forest
1262,Water,Water,Wetland,NULL,Wetland,Grassland
1263,Water,Water,Wetland,NULL,Wetland,Bareland
1264,Water,Water,Wetland,NULL,Wetland,Built-up
1265,Water,Water,Wetland,NULL,Wetland,Water
1266,Water,Water,Wetland,NULL,Wetland,Forest
1267,Water,Water,Wetland,Non_Water,Wetland,Grassland
1268,Water,Water,Wetland,Non_Water,Wetland,Bareland
1269,Water,Water,Wetland,Non_Water,Wetland,Water
1270,Water,Water,Wetland,Non_Water,Wetland,Forest
1271,Water,Water,Wetland,Water,Wetland,Grassland
1272,Water,Water,Wetland,Water,Wetland,Cropland
1273,Water,Water,Wetland,Water,Wetland,Bareland
1274,Water,Water,Wetland,Water,Wetland,Water
1275,Water,Water,Wetland,Water,Wetland,Forest
1276,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1277,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1278,Water,Water,Bareland,NULL,Non_Wetland,Water
1279,Water,Water,Bareland,NULL,Non_Wetland,Forest
1280,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1281,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1282,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1283,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1284,Water,Water,Bareland,Water,Non_Wetland,Grassland
1285,Water,Water,Bareland,Water,Non_Wetland,Bareland
1286,Water,Water,Bareland,Water,Non_Wetland,Water
1287,Water,Water,Bareland,Water,Non_Wetland,Forest
1288,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1289,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1290,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1291,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1292,Water,Water,Built-up,Water,Non_Wetland,Bareland
1293,Water,Water,Built-up,Water,Non_Wetland,Water
1294,Water,Water,Water,NULL,Water,Grassland
1295,Water,Water,Water,NULL,Water,Bareland
1296,Water,Water,Water,NULL,Water,Water
1297,Water,Water,Water,NULL,Water,Forest
1298,Water,Water,Water,Non_Water,Water,Grassland
1299,Water,Water,Water,Non_Water,Water,Bareland
1300,Water,Water,Water,Non_Water,Water,Water
