Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQG_M_R
4397,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4398,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4399,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4400,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4401,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4402,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4403,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4404,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
4405,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4406,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4407,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4408,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
4409,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4410,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4411,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4412,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4413,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4414,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4415,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4416,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4417,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4418,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4419,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4420,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4421,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
4422,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4423,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4424,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4425,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4426,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4427,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4428,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4429,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
4430,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4431,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4432,Bareland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
4433,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4434,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4435,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4436,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4437,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
4438,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4439,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4440,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4441,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4442,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4443,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4444,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
4445,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
4446,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4447,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4448,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4449,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4450,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4451,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
4452,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4453,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4454,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4455,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4456,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4457,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4458,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4459,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4460,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4461,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4462,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4463,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
4464,Bareland,NULL,Water,NULL,Water,Grassland,Water,Forest
4465,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4466,Bareland,NULL,Water,NULL,Water,Wetland,Water,Wetland
4467,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4468,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
4469,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
4470,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
4471,Bareland,NULL,Water,Water,Water,Grassland,Grassland,Water
4472,Bareland,NULL,Water,Water,Water,Grassland,Water,Grassland
4473,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
4474,Bareland,NULL,Water,Water,Water,Water,Shrubland,Grassland
4475,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
4476,Bareland,NULL,Water,Water,Water,Water,Wetland,Bareland
4477,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
4478,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
4479,Bareland,NULL,Water,Water,Water,Water,Water,Water
4480,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4481,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4482,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4483,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4484,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4485,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4486,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4487,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
4488,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4489,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4490,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4491,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4492,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4493,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4494,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4495,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4496,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4497,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4498,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4499,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4500,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4501,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4502,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4503,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4504,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4505,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4506,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4507,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4508,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4509,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4510,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4511,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4512,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4513,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4514,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4515,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4516,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4517,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4518,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4519,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4520,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4521,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4522,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4523,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4524,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4525,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4526,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4527,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4528,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4529,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4530,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4531,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4532,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4533,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4536,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4537,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4538,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4539,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
4540,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4541,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4542,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4548,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4549,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
4550,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4551,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4552,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4553,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4554,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4555,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4556,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4557,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4558,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4559,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4560,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4561,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4562,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4563,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4564,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
4565,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4566,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4567,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4568,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4569,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4570,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4571,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4572,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4573,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4574,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4575,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4576,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4577,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4578,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4579,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4580,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4581,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4582,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4583,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
4584,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4585,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4586,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
4587,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4588,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4589,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4590,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4591,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
4592,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4593,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4594,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4595,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4596,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4597,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
4598,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4599,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4600,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4601,Bareland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
4602,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4603,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4604,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4605,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4606,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4607,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4608,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4609,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4610,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4611,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4612,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4613,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4614,Bareland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
4615,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4616,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4617,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4618,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4619,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
4620,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
4621,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4622,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4623,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
4624,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4625,Bareland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4626,Bareland,Wetland,Water,NULL,Water,Water,Water,Forest
4627,Bareland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4628,Bareland,Wetland,Water,Water,Water,Grassland,Water,Grassland
4629,Bareland,Wetland,Water,Water,Water,Wetland,Wetland,Water
4630,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
4631,Bareland,Wetland,Water,Water,Water,Water,Wetland,Grassland
4632,Bareland,Wetland,Water,Water,Water,Water,Wetland,Water
4633,Bareland,Wetland,Water,Water,Water,Water,Water,Bareland
4634,Bareland,Wetland,Water,Water,Water,Water,Water,Water
4635,Bareland,Wetland,Water,Water,Water,Water,Water,Forest
4636,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4637,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4638,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4639,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4640,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4641,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4642,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4643,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4644,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4645,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4646,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4647,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4648,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4649,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4650,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4651,Bareland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4652,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4653,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4654,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4655,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4656,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
4657,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4658,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4659,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
4660,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4661,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4662,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4663,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4664,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4665,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4666,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4667,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4668,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4669,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4670,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4671,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4672,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4673,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4674,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4675,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
4676,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4677,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4678,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4679,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
4680,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4681,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4682,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4683,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4684,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4685,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4686,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4687,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
4688,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
4689,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4690,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
4691,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4692,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4693,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4694,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4695,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4696,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4697,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
4698,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4699,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
4700,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
4701,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4702,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4703,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
4704,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4705,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4706,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4707,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4708,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4709,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
4710,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4711,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
4712,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4713,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
4714,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4715,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4716,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4717,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
4718,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4719,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4720,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
4721,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4722,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
