Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZM_M_R
695,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
696,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
697,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
698,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
699,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
700,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
701,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
702,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
703,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
704,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
705,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
706,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
707,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
708,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
709,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
710,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
711,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
712,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
713,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
714,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
715,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
716,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
717,Bareland,Water,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
718,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
719,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
720,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
721,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
722,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
723,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
724,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
725,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
726,Bareland,Water,Water,Water,Water,Water,Water,Grassland
727,Bareland,Water,Water,Water,Water,Water,Water,Water
728,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
729,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
730,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
731,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
732,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
733,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
734,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
735,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
736,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
737,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
738,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
739,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
740,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
741,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
742,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
743,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
744,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
745,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
746,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
747,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
748,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
749,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
750,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
751,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
752,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
753,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
754,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
755,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
756,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
757,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
758,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
759,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
760,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
761,Water,NULL,Water,Water,Water,Water,Water,Grassland
762,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
763,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
764,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
765,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
766,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
767,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
768,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
769,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
770,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
771,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
772,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
773,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
774,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
775,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
776,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
777,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
778,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
779,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
780,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
781,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
782,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
783,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
784,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
785,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
786,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
787,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
788,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
789,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
790,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
791,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
792,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
793,Water,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
794,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
795,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
796,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
797,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
798,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
799,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
800,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
801,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
802,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
803,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
804,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
805,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
806,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
807,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
808,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
809,Water,Wetland,Water,NULL,Water,Water,Water,Water
810,Water,Wetland,Water,NULL,Water,Water,Water,Forest
811,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
812,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
813,Water,Wetland,Water,Water,Water,NULL,Water,Forest
814,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
815,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
816,Water,Wetland,Water,Water,Water,Water,Wetland,Water
817,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
818,Water,Wetland,Water,Water,Water,Water,Water,Grassland
819,Water,Wetland,Water,Water,Water,Water,Water,Wetland
820,Water,Wetland,Water,Water,Water,Water,Water,Water
821,Water,Wetland,Water,Water,Water,Water,Water,Forest
822,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
823,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
824,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
825,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
826,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
827,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
828,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
829,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
830,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
831,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
832,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
833,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
834,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
835,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
836,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
837,Water,Bareland,Water,Water,Water,Water,Water,Water
838,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
839,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
840,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
841,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
842,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
843,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
844,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
845,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
846,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
847,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
848,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
849,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
850,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
851,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
852,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
853,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
854,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
855,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
856,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
857,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
858,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
859,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
860,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
861,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
862,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
863,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
864,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
865,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
866,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
867,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
868,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
869,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
870,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
871,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
872,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
873,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
874,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
875,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
876,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
877,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
878,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
879,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
880,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
881,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
882,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
883,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
884,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
885,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
886,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
887,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
888,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
889,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
890,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
891,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
892,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
893,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
894,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
895,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
896,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
897,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
898,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
899,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
900,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
901,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
902,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
903,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
904,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
905,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
906,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
907,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
908,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
909,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
910,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
911,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
912,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
913,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
914,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
915,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
916,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
917,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
918,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
919,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
920,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
921,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
922,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
923,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
924,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
925,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
926,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
927,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
928,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
929,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
930,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
931,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
932,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
933,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
934,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
935,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
936,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
937,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
938,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
939,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
940,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
941,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
942,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
943,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
944,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
945,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
946,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
947,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
948,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
949,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
950,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
951,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
952,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
953,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
954,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
955,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
956,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
957,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
958,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
959,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
960,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
961,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
962,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
963,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
964,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
965,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
966,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
967,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
968,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
969,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
970,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
971,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
972,Water,Water,Wetland,Water,Wetland,Water,Water,Water
973,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
974,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
975,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
976,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
977,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
978,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
979,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
980,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
981,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
982,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
983,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
984,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
985,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
986,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
987,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
988,Water,Water,Water,NULL,Water,NULL,Wetland,Water
989,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
990,Water,Water,Water,NULL,Water,NULL,Water,Water
991,Water,Water,Water,NULL,Water,NULL,Water,Forest
992,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
993,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
994,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
995,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
996,Water,Water,Water,NULL,Water,Wetland,Water,Water
997,Water,Water,Water,NULL,Water,Wetland,Water,Forest
998,Water,Water,Water,NULL,Water,Water,Wetland,Water
999,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1000,Water,Water,Water,NULL,Water,Water,Water,Grassland
1001,Water,Water,Water,NULL,Water,Water,Water,Bareland
1002,Water,Water,Water,NULL,Water,Water,Water,Water
1003,Water,Water,Water,NULL,Water,Water,Water,Forest
1004,Water,Water,Water,NULL,Water,Water,Forest,Water
1005,Water,Water,Water,NULL,Water,Water,Forest,Forest
1006,Water,Water,Water,NULL,Water,Forest,Water,Water
1007,Water,Water,Water,NULL,Water,Forest,Water,Forest
1008,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1009,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1010,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1011,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1012,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Grassland
1013,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1014,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1015,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1016,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1017,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1018,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1019,Water,Water,Water,Non_Water,Water,Water,Water,Water
1020,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1021,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1022,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1023,Water,Water,Water,Water,Water,NULL,Wetland,Water
1024,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1025,Water,Water,Water,Water,Water,NULL,Water,Wetland
1026,Water,Water,Water,Water,Water,NULL,Water,Water
1027,Water,Water,Water,Water,Water,NULL,Water,Forest
1028,Water,Water,Water,Water,Water,Shrubland,Water,Water
1029,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1030,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1031,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1032,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1033,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1034,Water,Water,Water,Water,Water,Wetland,Water,Water
1035,Water,Water,Water,Water,Water,Wetland,Water,Forest
1036,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1037,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1038,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1039,Water,Water,Water,Water,Water,Water,Wetland,Water
1040,Water,Water,Water,Water,Water,Water,Wetland,Forest
1041,Water,Water,Water,Water,Water,Water,Water,Grassland
1042,Water,Water,Water,Water,Water,Water,Water,Wetland
1043,Water,Water,Water,Water,Water,Water,Water,Bareland
1044,Water,Water,Water,Water,Water,Water,Water,Water
1045,Water,Water,Water,Water,Water,Water,Water,Forest
1046,Water,Water,Water,Water,Water,Water,Forest,Water
1047,Water,Water,Water,Water,Water,Water,Forest,Forest
1048,Water,Water,Water,Water,Water,Forest,Water,Water
1049,Water,Water,Water,Water,Water,Forest,Water,Forest
1050,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1051,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1052,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1053,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1054,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1055,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1056,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1057,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1058,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1059,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1060,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1061,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1062,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1063,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1064,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1065,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1066,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1067,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1068,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1069,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1070,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1071,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1072,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1073,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1074,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1075,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1076,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1077,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1078,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1079,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1080,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1081,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1082,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1083,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1084,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1085,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1086,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1087,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
