Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVM_M_R
5490,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
5491,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
5492,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
5493,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
5494,Forest,Water,Water,NULL,Water,Grassland,Water,Water
5495,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5496,Forest,Water,Water,NULL,Water,Wetland,Water,Water
5497,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
5498,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
5499,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
5500,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
5501,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
5502,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
5503,Forest,Water,Water,NULL,Water,Bareland,Water,Water
5504,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
5505,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5506,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
5507,Forest,Water,Water,NULL,Water,Water,Bareland,Water
5508,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
5509,Forest,Water,Water,NULL,Water,Water,Water,Water
5510,Forest,Water,Water,NULL,Water,Water,Water,Forest
5511,Forest,Water,Water,NULL,Water,Water,Forest,Water
5512,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5513,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
5514,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
5515,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
5516,Forest,Water,Water,NULL,Water,Forest,Water,Water
5517,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5518,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5519,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
5520,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5521,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
5522,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
5523,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
5524,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
5525,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
5526,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
5527,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
5528,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
5529,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
5530,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
5531,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
5532,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5533,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5534,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5535,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
5536,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
5537,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
5538,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
5539,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
5540,Forest,Water,Water,Water,Water,NULL,Wetland,Water
5541,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5542,Forest,Water,Water,Water,Water,NULL,Bareland,Water
5543,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
5544,Forest,Water,Water,Water,Water,NULL,Water,Water
5545,Forest,Water,Water,Water,Water,NULL,Water,Forest
5546,Forest,Water,Water,Water,Water,NULL,Forest,Forest
5547,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
5548,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
5549,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
5550,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
5551,Forest,Water,Water,Water,Water,Grassland,Water,Water
5552,Forest,Water,Water,Water,Water,Grassland,Water,Forest
5553,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
5554,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
5555,Forest,Water,Water,Water,Water,Wetland,Water,Water
5556,Forest,Water,Water,Water,Water,Wetland,Water,Forest
5557,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
5558,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
5559,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
5560,Forest,Water,Water,Water,Water,Bareland,Bareland,Bareland
5561,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
5562,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
5563,Forest,Water,Water,Water,Water,Bareland,Water,Water
5564,Forest,Water,Water,Water,Water,Bareland,Water,Forest
5565,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
5566,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
5567,Forest,Water,Water,Water,Water,Water,Wetland,Water
5568,Forest,Water,Water,Water,Water,Water,Wetland,Forest
5569,Forest,Water,Water,Water,Water,Water,Bareland,Water
5570,Forest,Water,Water,Water,Water,Water,Bareland,Forest
5571,Forest,Water,Water,Water,Water,Water,Water,Grassland
5572,Forest,Water,Water,Water,Water,Water,Water,Water
5573,Forest,Water,Water,Water,Water,Water,Water,Forest
5574,Forest,Water,Water,Water,Water,Water,Forest,Water
5575,Forest,Water,Water,Water,Water,Water,Forest,Forest
5576,Forest,Water,Water,Water,Water,Forest,Wetland,Water
5577,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
5578,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
5579,Forest,Water,Water,Water,Water,Forest,Water,Water
5580,Forest,Water,Water,Water,Water,Forest,Water,Forest
5581,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5582,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5583,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5584,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5585,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5586,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
5587,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5588,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5589,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5590,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5591,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5592,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
5593,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5594,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5595,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
5596,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5597,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5598,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5599,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5600,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5601,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5602,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5603,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
5604,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5605,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5606,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5607,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5608,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5609,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5610,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5611,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5612,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5613,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5614,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
5615,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5616,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5617,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5618,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5619,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5620,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5621,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5622,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5623,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5624,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5625,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5626,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5627,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5628,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5629,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5630,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
5631,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5632,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5633,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5634,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5635,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5636,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5637,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5638,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5639,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5640,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5641,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5642,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5643,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5644,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5645,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5646,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5647,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5648,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
5649,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5650,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5651,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5652,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5653,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5654,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5655,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5656,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5657,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5658,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5659,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5660,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5661,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
5662,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5663,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5664,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5665,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5666,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5667,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5668,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5669,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5670,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5671,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5672,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5673,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
5674,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5675,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5676,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5677,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5678,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5679,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
5680,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5681,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5682,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
5683,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
5684,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5685,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5686,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5687,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5688,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5689,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5690,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5691,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
5692,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5693,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5694,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5695,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
5696,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
5697,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5698,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5699,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5700,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5701,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
5702,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5703,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
5704,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5705,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5706,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5707,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5708,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5709,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5710,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5711,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5712,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5713,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5714,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5715,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5716,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5717,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5718,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5719,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5720,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5721,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5722,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5723,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5724,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5725,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5726,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5727,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5728,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5729,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
5730,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5731,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5732,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5733,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5734,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5735,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5736,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5737,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5738,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5739,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5740,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5741,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5742,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5743,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5744,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5745,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5746,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5747,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5748,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5749,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5750,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5751,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5752,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5753,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5754,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5755,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5756,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5757,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5758,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5759,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5760,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5761,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5762,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5763,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5764,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5765,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
5766,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5767,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
5768,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5769,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5770,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
5771,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5772,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5773,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5774,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5775,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5776,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5777,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5778,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5779,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5780,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5781,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5782,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5783,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5784,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5785,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5786,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5787,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5788,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5789,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5790,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5791,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5792,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5793,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5794,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5795,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5796,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5797,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5798,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
5799,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5800,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5801,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
5802,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5803,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5804,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5805,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5806,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5807,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5808,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5809,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5810,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5811,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
5812,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5813,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5814,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5815,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5816,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5817,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5818,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5819,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
5820,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5821,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5822,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
5823,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
5824,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5825,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
5826,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5827,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5828,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5829,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5830,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5831,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5832,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5833,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5834,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5835,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5836,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5837,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5838,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5839,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5840,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5841,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5842,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5843,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5844,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5845,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5846,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5847,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5848,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5849,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
