Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRS_M_R
1423,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1424,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1425,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1426,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1427,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1428,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1429,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
1430,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1431,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
1432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1433,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1434,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1435,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1436,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1437,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1438,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1439,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1440,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1441,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1442,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1443,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1444,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1445,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1446,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1447,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1448,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1449,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1450,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1451,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1452,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1453,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1454,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1455,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1456,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1457,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1458,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1459,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1460,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1461,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1462,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1463,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1464,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1465,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1466,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1467,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1468,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1469,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1470,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1471,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1472,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1473,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1474,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1475,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1476,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1477,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1478,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1479,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1480,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1481,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1482,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1483,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1484,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1485,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1486,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1487,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1488,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1489,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1490,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1491,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1492,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1493,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1494,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1495,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1496,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1497,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1498,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1499,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1500,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1501,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1502,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1503,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1504,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1505,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1506,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1507,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1508,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1509,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1510,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1511,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1512,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1513,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
1514,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1515,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1516,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1517,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1518,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1519,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1520,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1521,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1522,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1523,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1524,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1525,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1526,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1527,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1528,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1530,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1531,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1532,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1533,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1534,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1535,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1536,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1537,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1538,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1539,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1540,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1541,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1542,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1543,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1544,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1545,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1546,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1547,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1548,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1549,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1550,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1551,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1552,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1553,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1554,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1555,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1556,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1557,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1558,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1559,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1560,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1561,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1562,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1563,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1564,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1565,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1566,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1567,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1568,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1569,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1570,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1571,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1572,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1573,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1574,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1575,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1576,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1577,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1578,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1579,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1580,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1581,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1582,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1583,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1584,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1585,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1586,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1587,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1588,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1589,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
1590,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1591,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1592,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1593,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1594,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1595,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1596,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1597,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1598,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1599,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1600,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1601,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1602,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
1603,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1604,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1605,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1606,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1607,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1608,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1609,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1610,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1611,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1612,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1613,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1614,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1615,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1616,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1617,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1618,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1619,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1620,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1621,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1622,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1623,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1624,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1625,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1626,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1627,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1628,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1629,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1630,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1631,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1632,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1633,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
1634,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1635,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
1636,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1637,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1638,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1639,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1640,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1641,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1642,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1643,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1644,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1645,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1646,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1647,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1648,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
1649,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1650,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1651,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1652,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1653,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1654,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1655,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1656,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1657,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1658,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1659,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1660,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1661,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1662,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1663,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1664,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1665,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1666,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1674,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1675,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1676,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1677,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1678,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1679,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1680,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1681,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1682,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1683,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1684,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1685,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1686,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1687,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1688,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1689,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1690,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1691,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1692,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1693,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1694,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1695,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1696,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1697,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1698,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1699,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1700,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1701,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1702,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1703,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1704,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1705,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1706,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1707,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1708,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1709,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1710,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1711,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1712,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1713,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1714,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1715,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1716,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1717,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1718,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1719,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1720,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1721,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1722,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1723,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1724,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1725,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1726,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1732,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1733,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1734,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1735,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1736,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1737,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1738,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1739,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1740,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1741,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1742,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1743,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1744,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1745,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1746,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1747,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1748,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1749,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1750,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1751,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1752,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1753,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1754,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
