Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHR_M_R
998,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
999,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1000,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1002,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1003,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1005,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1006,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1007,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1008,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1009,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1010,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1011,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1012,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1013,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1014,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1015,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1016,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1017,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1020,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1023,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1024,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1026,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1028,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1029,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1030,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1031,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1032,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1033,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1035,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1037,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1039,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1040,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1042,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1047,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1049,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1050,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1051,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1056,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1057,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1060,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1061,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1062,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1063,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1064,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1065,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1066,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1068,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1071,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1073,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1075,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1078,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1081,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1082,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1083,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1084,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1085,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1086,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1087,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1088,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1089,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1090,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1091,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1092,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1094,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1095,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1096,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1100,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1102,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1103,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1104,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1105,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1107,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1110,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1111,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1113,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1114,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1115,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1116,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1117,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1118,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1119,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1120,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1123,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1125,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1126,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1127,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1128,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1129,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1131,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1132,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1134,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1136,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1138,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1139,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1140,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1141,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1142,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1143,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1144,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1145,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1148,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1149,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1150,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1151,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1152,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1153,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1154,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1155,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1156,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1157,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1158,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1160,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1161,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1163,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1165,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1166,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1167,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1168,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1169,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1170,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1171,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1172,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1173,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1174,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1175,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1176,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1177,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1178,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1179,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1180,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1181,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1182,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1183,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1184,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1186,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
1187,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1189,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1190,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1192,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1193,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1195,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1197,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1198,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1199,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1201,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1202,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1203,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1206,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1207,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1208,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1209,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1210,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1211,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1212,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1213,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1214,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1215,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1216,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1217,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1218,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1219,Water,NULL,Water,Water,Water,NULL,NULL,Water
1220,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1221,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1222,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1223,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1224,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1226,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1227,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1228,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1229,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1230,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1231,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1232,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1235,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1236,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1237,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1238,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1240,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1241,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1242,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1243,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1244,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1245,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1247,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1248,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1249,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1250,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1251,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1253,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1254,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1255,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1258,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1259,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1262,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1263,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1264,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1265,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1268,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1269,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1270,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1271,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1272,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1273,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1274,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1275,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1277,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1278,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1280,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1283,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1284,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1285,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1286,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1287,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1288,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1289,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1290,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1291,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1292,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1293,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1294,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1295,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1296,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1297,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1298,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1299,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1300,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1301,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1302,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1303,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1304,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1306,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1307,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1308,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1309,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1310,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1312,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1313,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1314,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1315,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1316,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1317,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1318,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1320,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1321,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1323,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1324,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1326,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1327,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1328,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1329,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1330,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1331,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1332,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1333,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1334,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1335,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1336,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1337,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1338,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1339,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1340,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1341,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1342,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
