Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTH_M_R
5495,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5496,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
5497,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5498,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5499,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5500,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5501,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5502,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5503,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5504,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5505,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5506,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5507,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
5508,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
5509,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
5510,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5511,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5512,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5513,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5514,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
5515,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5516,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5517,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
5518,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5519,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5520,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5521,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5522,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5523,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5524,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5525,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5526,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5527,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5528,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5529,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5530,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
5531,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
5532,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
5533,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5534,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5535,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5536,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5537,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5538,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5539,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5540,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5541,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
5542,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
5543,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
5544,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5545,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5546,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5547,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5548,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5549,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5550,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5551,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5552,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5553,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5554,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5555,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5556,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5557,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5558,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5559,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5560,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
5561,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
5562,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5563,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
5564,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5565,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5566,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
5567,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
5568,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5569,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5570,Forest,Water,Wetland,Water,Wetland,Water,Forest,Bareland
5571,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5572,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5573,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5574,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5575,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5576,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5577,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5578,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5579,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5580,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5581,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5582,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5583,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5584,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5585,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5586,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5587,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5588,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5589,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5590,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5591,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5592,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5593,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5594,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5595,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5596,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5597,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5598,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5599,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5600,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5601,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5602,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5603,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5604,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5605,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
5606,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5607,Forest,Water,Water,NULL,Water,NULL,Grassland,Grassland
5608,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
5609,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
5610,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
5611,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
5612,Forest,Water,Water,NULL,Water,NULL,Water,Water
5613,Forest,Water,Water,NULL,Water,NULL,Water,Forest
5614,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
5615,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
5616,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
5617,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
5618,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
5619,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
5620,Forest,Water,Water,NULL,Water,Grassland,Bareland,Forest
5621,Forest,Water,Water,NULL,Water,Grassland,Water,Water
5622,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5623,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
5624,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
5625,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
5626,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
5627,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
5628,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5629,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
5630,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
5631,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
5632,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
5633,Forest,Water,Water,NULL,Water,Bareland,Water,Bareland
5634,Forest,Water,Water,NULL,Water,Bareland,Water,Water
5635,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
5636,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
5637,Forest,Water,Water,NULL,Water,Bareland,Forest,Bareland
5638,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
5639,Forest,Water,Water,NULL,Water,Water,Grassland,Water
5640,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
5641,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
5642,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5643,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
5644,Forest,Water,Water,NULL,Water,Water,Bareland,Water
5645,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
5646,Forest,Water,Water,NULL,Water,Water,Water,Wetland
5647,Forest,Water,Water,NULL,Water,Water,Water,Water
5648,Forest,Water,Water,NULL,Water,Water,Water,Forest
5649,Forest,Water,Water,NULL,Water,Water,Forest,Water
5650,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5651,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
5652,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
5653,Forest,Water,Water,NULL,Water,Forest,Bareland,Forest
5654,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5655,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
5656,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
5657,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
5658,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5659,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
5660,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
5661,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
5662,Forest,Water,Water,Non_Water,Water,Bareland,Grassland,Forest
5663,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
5664,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
5665,Forest,Water,Water,Non_Water,Water,Bareland,Water,Wetland
5666,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5667,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5668,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
5669,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5670,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
5671,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5672,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5673,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
5674,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
5675,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
5676,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
5677,Forest,Water,Water,Water,Water,NULL,Wetland,Water
5678,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5679,Forest,Water,Water,Water,Water,NULL,Water,Wetland
5680,Forest,Water,Water,Water,Water,NULL,Water,Water
5681,Forest,Water,Water,Water,Water,NULL,Water,Forest
5682,Forest,Water,Water,Water,Water,NULL,Forest,Wetland
5683,Forest,Water,Water,Water,Water,NULL,Forest,Water
5684,Forest,Water,Water,Water,Water,NULL,Forest,Forest
5685,Forest,Water,Water,Water,Water,Grassland,NULL,Grassland
5686,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
5687,Forest,Water,Water,Water,Water,Grassland,Water,Forest
5688,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
5689,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
5690,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
5691,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
5692,Forest,Water,Water,Water,Water,Bareland,Water,Forest
5693,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
5694,Forest,Water,Water,Water,Water,Water,Grassland,Forest
5695,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
5696,Forest,Water,Water,Water,Water,Water,Wetland,Water
5697,Forest,Water,Water,Water,Water,Water,Wetland,Forest
5698,Forest,Water,Water,Water,Water,Water,Water,Grassland
5699,Forest,Water,Water,Water,Water,Water,Water,Wetland
5700,Forest,Water,Water,Water,Water,Water,Water,Bareland
5701,Forest,Water,Water,Water,Water,Water,Water,Water
5702,Forest,Water,Water,Water,Water,Water,Water,Forest
5703,Forest,Water,Water,Water,Water,Water,Forest,Water
5704,Forest,Water,Water,Water,Water,Water,Forest,Forest
5705,Forest,Water,Water,Water,Water,Forest,Wetland,Water
5706,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
5707,Forest,Water,Water,Water,Water,Forest,Water,Water
5708,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
5709,Forest,Water,Water,Water,Water,Forest,Forest,Water
5710,Forest,Water,Water,Water,Water,Forest,Forest,Forest
5711,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5712,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5713,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5714,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5715,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5716,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5717,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5718,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5719,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5720,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5721,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5722,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5723,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5724,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5725,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5726,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5727,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5728,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5729,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5730,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5731,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5732,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5733,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5734,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5735,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5736,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5737,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5738,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5739,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5740,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5741,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5742,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5743,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5744,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5745,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
5746,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5747,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5748,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5749,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5750,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5751,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5752,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5753,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
5754,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5755,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5756,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5757,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5758,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5759,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5760,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
5761,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5762,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5763,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5764,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5765,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5766,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5767,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5768,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5769,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5770,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5771,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5772,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5773,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5774,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5775,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5776,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5777,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5778,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5779,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5780,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
5781,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5782,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5783,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5784,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5785,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5786,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5787,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5788,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
5789,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5790,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5791,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5792,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5793,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5794,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5795,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5796,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
5797,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
5798,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5799,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5800,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5801,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5802,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5803,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5804,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5805,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5806,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5807,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5808,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5809,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5810,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5811,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5812,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5813,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5814,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5815,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5816,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5817,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
5818,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5819,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5820,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5821,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5822,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5823,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5824,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5825,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5826,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5827,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5828,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5829,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5830,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5831,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5832,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5833,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
5834,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
5835,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5836,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5837,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5838,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5839,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5840,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5841,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5842,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5843,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5844,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5845,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5846,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5847,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5848,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5849,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5850,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5851,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5852,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5853,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5854,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5855,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5856,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5857,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5858,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5859,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5860,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5861,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5862,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5863,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5864,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
