Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
860,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
861,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
862,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
863,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
864,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
865,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
866,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
867,Grassland,Water,Shrubland,Water,Non_Wetland,Water
868,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
869,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
870,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
871,Grassland,Water,Grassland,NULL,Non_Wetland,Built-up
872,Grassland,Water,Grassland,NULL,Non_Wetland,Water
873,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
874,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland
875,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
876,Grassland,Water,Grassland,Water,Non_Wetland,Wetland
877,Grassland,Water,Grassland,Water,Non_Wetland,Water
878,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
879,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
880,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
881,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
882,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up
883,Grassland,Water,Cropland,NULL,Non_Wetland,Water
884,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
885,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland
886,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
887,Grassland,Water,Cropland,Water,Non_Wetland,Bareland
888,Grassland,Water,Cropland,Water,Non_Wetland,Water
889,Grassland,Water,Wetland,NULL,Wetland,Grassland
890,Grassland,Water,Wetland,NULL,Wetland,Wetland
891,Grassland,Water,Wetland,NULL,Wetland,Bareland
892,Grassland,Water,Wetland,NULL,Wetland,Water
893,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
894,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
895,Grassland,Water,Wetland,Non_Water,Wetland,Bareland
896,Grassland,Water,Wetland,Non_Water,Wetland,Water
897,Grassland,Water,Wetland,Water,Wetland,Grassland
898,Grassland,Water,Wetland,Water,Wetland,Wetland
899,Grassland,Water,Wetland,Water,Wetland,Bareland
900,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
901,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
902,Grassland,Water,Bareland,NULL,Non_Wetland,Water
903,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
904,Grassland,Water,Bareland,Non_Water,Non_Wetland,Bareland
905,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
906,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
907,Grassland,Water,Water,NULL,Water,Grassland
908,Grassland,Water,Water,NULL,Water,Cropland
909,Grassland,Water,Water,NULL,Water,Wetland
910,Grassland,Water,Water,NULL,Water,Water
911,Grassland,Water,Water,Non_Water,Water,Grassland
912,Grassland,Water,Water,Water,Water,Grassland
913,Grassland,Water,Water,Water,Water,Cropland
914,Grassland,Water,Water,Water,Water,Wetland
915,Grassland,Water,Water,Water,Water,Water
916,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
917,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
918,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
919,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
920,Grassland,Water,Forest,NULL,Non_Wetland,Water
921,Grassland,Water,Forest,NULL,Non_Wetland,Forest
922,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
923,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
924,Grassland,Water,Forest,Water,Non_Wetland,Grassland
925,Grassland,Water,Forest,Water,Non_Wetland,Wetland
926,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
927,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
928,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
929,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
930,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
931,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
932,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
933,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
934,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
935,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
936,Grassland,Forest,Wetland,Water,Wetland,Grassland
937,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
938,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
939,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
940,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
941,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
942,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
943,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
944,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
945,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
946,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
947,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
948,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
949,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
950,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
951,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
952,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
953,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
954,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
955,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
956,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
957,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
958,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
959,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
960,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
961,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
962,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
963,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
964,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
965,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
966,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
967,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
968,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
969,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
970,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
971,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
972,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
973,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
974,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
975,Cropland,NULL,Grassland,Water,Non_Wetland,Water
976,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
977,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
978,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
979,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
980,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
981,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
982,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
983,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
984,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
985,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
986,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
987,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
988,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
989,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
990,Cropland,NULL,Wetland,NULL,Wetland,Grassland
991,Cropland,NULL,Wetland,NULL,Wetland,Wetland
992,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
993,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
994,Cropland,NULL,Wetland,Water,Wetland,Grassland
995,Cropland,NULL,Wetland,Water,Wetland,Cropland
996,Cropland,NULL,Wetland,Water,Wetland,Wetland
997,Cropland,NULL,Wetland,Water,Wetland,Water
998,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
999,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
1000,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
1001,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
1002,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
1003,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
1004,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
1005,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1006,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1007,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
1008,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
1009,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
1010,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
1011,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
1012,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
1013,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
1014,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1015,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
1016,Cropland,NULL,Water,Water,Water,Wetland
1017,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
1018,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1019,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1020,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1021,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
1022,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1023,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1024,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1025,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1026,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1027,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1028,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1029,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1030,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1031,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1032,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1033,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1034,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1035,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1036,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1037,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1038,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1039,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1040,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1041,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1042,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1043,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1044,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1045,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1046,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1047,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1054,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1055,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1056,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1057,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1058,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1059,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1060,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1061,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1062,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1063,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1064,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1065,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1066,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1067,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1068,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1069,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1070,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1071,Cropland,Cropland,Water,NULL,Water,Grassland
1072,Cropland,Cropland,Water,NULL,Water,Cropland
1073,Cropland,Cropland,Water,NULL,Water,Forest
1074,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1075,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1076,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1077,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1078,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1079,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1080,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1081,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1082,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1083,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1084,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1085,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1086,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1087,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
1088,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1089,Cropland,Wetland,Wetland,Water,Wetland,Grassland
1090,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1091,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1092,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1093,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1094,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1095,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1096,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1097,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1098,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
1099,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1100,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1101,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1102,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1103,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1104,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
1105,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1106,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1107,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1108,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1109,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1110,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
1111,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1112,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1113,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1114,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1115,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
1116,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1117,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1118,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1119,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1120,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1121,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1122,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1123,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1124,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1127,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1128,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1129,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1130,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1131,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1132,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1133,Cropland,Built-up,Wetland,Water,Wetland,Grassland
1134,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1135,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1136,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1137,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1138,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1139,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1140,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1141,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1142,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
1143,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1144,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1145,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1146,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1147,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1148,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1149,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1150,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1151,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1152,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1153,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1154,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
1155,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1156,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1157,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1158,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
1159,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1160,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1161,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1162,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1163,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1164,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1165,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
1166,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1167,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1168,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1169,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1170,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1171,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1172,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1173,Cropland,Water,Bareland,Water,Non_Wetland,Water
1174,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1175,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1176,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1177,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1178,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1179,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1180,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1181,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1182,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1183,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1184,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1185,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1186,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1187,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1188,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1189,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1190,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1191,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1192,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1193,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1194,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1195,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1196,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1197,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1198,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1199,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1200,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1201,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1202,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1203,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1204,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1205,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1206,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1207,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1208,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1209,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1210,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1211,Wetland,NULL,Wetland,NULL,Wetland,Water
1212,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1213,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1214,Wetland,NULL,Wetland,Water,Wetland,Wetland
1215,Wetland,NULL,Wetland,Water,Wetland,Water
1216,Wetland,NULL,Water,Water,Water,Wetland
1217,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1218,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1219,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1220,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1221,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1222,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1223,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1224,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1225,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1226,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1227,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1228,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1229,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1230,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1231,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1232,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1233,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1234,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1235,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1236,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1237,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1238,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1239,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1240,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1241,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1242,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1243,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1244,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1245,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1246,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1247,Wetland,Wetland,Wetland,NULL,Wetland,Water
1248,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1249,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1250,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1251,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1252,Wetland,Wetland,Wetland,Water,Wetland,Water
1253,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1254,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1255,Wetland,Wetland,Water,NULL,Water,Grassland
1256,Wetland,Wetland,Water,NULL,Water,Wetland
1257,Wetland,Wetland,Water,NULL,Water,Water
1258,Wetland,Wetland,Water,Non_Water,Water,Wetland
1259,Wetland,Wetland,Water,Non_Water,Water,Water
1260,Wetland,Wetland,Water,Water,Water,Grassland
1261,Wetland,Wetland,Water,Water,Water,Wetland
1262,Wetland,Wetland,Water,Water,Water,Water
1263,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1264,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1265,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1266,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1267,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1268,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1269,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1270,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1271,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1272,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1273,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1274,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1275,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1276,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
