Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
863,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
864,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
865,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
866,Cropland,NULL,Forest,NULL,Non_Wetland,Water
867,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
868,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
869,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
870,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
871,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
872,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
873,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
874,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
875,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
876,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
877,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
878,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
879,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
880,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
881,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
882,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
883,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
884,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
885,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
886,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
887,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
888,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
889,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
890,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
891,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
892,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
893,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
894,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
895,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
896,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
897,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
898,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
899,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
900,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
901,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
902,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
908,Cropland,Cropland,Wetland,NULL,Wetland,NULL
909,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
910,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
911,Cropland,Cropland,Wetland,NULL,Wetland,Forest
912,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
913,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
914,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
915,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
916,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
917,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
918,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
919,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
920,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
921,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
922,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
923,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
924,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
925,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
926,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
927,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
928,Cropland,Cropland,Water,NULL,Water,Grassland
929,Cropland,Cropland,Water,NULL,Water,Cropland
930,Cropland,Cropland,Water,NULL,Water,Forest
931,Cropland,Cropland,Water,Water,Water,Grassland
932,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
933,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
934,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
935,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
936,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
937,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
938,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
939,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
940,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
941,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
942,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
943,Cropland,Cropland,Forest,Water,Non_Wetland,Water
944,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
945,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
946,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
947,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
948,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
949,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
950,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
951,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
952,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
953,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
954,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
955,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
956,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
957,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
958,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
959,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
960,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
961,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
962,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
963,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
964,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
965,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
966,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
967,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
968,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
969,Cropland,Bareland,Forest,Water,Non_Wetland,Forest
970,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
971,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
972,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
973,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
974,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
975,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
976,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
977,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
978,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
979,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
980,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
981,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
982,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
983,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
984,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
985,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
986,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
987,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
988,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water
989,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
990,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
991,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
992,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
993,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
994,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
995,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
996,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
997,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
998,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
999,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1000,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1001,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1002,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1003,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1004,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1005,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1006,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1007,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1008,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1009,Cropland,Built-up,Water,NULL,Water,Grassland
1010,Cropland,Built-up,Water,NULL,Water,Cropland
1011,Cropland,Built-up,Water,NULL,Water,Forest
1012,Cropland,Built-up,Water,Non_Water,Water,Forest
1013,Cropland,Built-up,Water,Water,Water,Grassland
1014,Cropland,Built-up,Water,Water,Water,Forest
1015,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1016,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1017,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1018,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1019,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1020,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1021,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1022,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1023,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1024,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1025,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1026,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
1027,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1028,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1029,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1030,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1031,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1032,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1033,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1034,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1035,Cropland,Water,Bareland,NULL,Non_Wetland,Built-up
1036,Cropland,Water,Water,NULL,Water,Grassland
1037,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1038,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1039,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1040,Cropland,Water,Forest,NULL,Non_Wetland,Built-up
1041,Cropland,Water,Forest,NULL,Non_Wetland,Water
1042,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1043,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1044,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1045,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1046,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1047,Cropland,Forest,NULL,NULL,Non_Wetland,Water
1048,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1049,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1050,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1051,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1052,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1053,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1054,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1055,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1056,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1057,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1058,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1059,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1060,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1061,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1062,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1063,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1064,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1065,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
1066,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1067,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1068,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1069,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1070,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1071,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1072,Cropland,Forest,Forest,NULL,Non_Wetland,Water
1073,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1074,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1075,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1076,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1077,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1078,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1079,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1080,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1081,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1082,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1083,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1084,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1085,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1086,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1087,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1088,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1089,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1090,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1091,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1092,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1093,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1094,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1095,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1096,Bareland,NULL,NULL,Water,Non_Wetland,Forest
1097,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1098,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1099,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1100,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1101,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1102,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1103,Bareland,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1104,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1105,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1106,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1107,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1108,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1109,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1110,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1111,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1112,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1113,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1114,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1115,Bareland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1116,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1117,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1118,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1119,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1120,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1121,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1122,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1123,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1124,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1125,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1126,Bareland,NULL,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
1127,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1128,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1129,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1130,Bareland,NULL,Wetland,NULL,Wetland,Water
1131,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1132,Bareland,NULL,Wetland,Water,Wetland,Water
1133,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1134,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1135,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1136,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1137,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1138,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1139,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1140,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1141,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1142,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1143,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1144,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1145,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1146,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1147,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1148,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1149,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1150,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1151,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1152,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1153,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1154,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1155,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1156,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1157,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1158,Bareland,NULL,Water,NULL,NULL,Grassland
1159,Bareland,NULL,Water,NULL,NULL,Bareland
1160,Bareland,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1161,Bareland,NULL,Water,NULL,NULL,Forest
1162,Bareland,NULL,Water,NULL,Water,NULL
1163,Bareland,NULL,Water,NULL,Water,Grassland
1164,Bareland,NULL,Water,NULL,Water,Cropland
1165,Bareland,NULL,Water,NULL,Water,Bareland
1166,Bareland,NULL,Water,NULL,Water,Built-up
1167,Bareland,NULL,Water,NULL,Water,Water
1168,Bareland,NULL,Water,NULL,Water,Permanent_ice_and_snow
1169,Bareland,NULL,Water,NULL,Water,Forest
1170,Bareland,NULL,Water,Non_Water,Water,Grassland
1171,Bareland,NULL,Water,Non_Water,Water,Bareland
1172,Bareland,NULL,Water,Non_Water,Water,Water
1173,Bareland,NULL,Water,Water,Water,Grassland
1174,Bareland,NULL,Water,Water,Water,Bareland
1175,Bareland,NULL,Water,Water,Water,Water
1176,Bareland,NULL,Water,Water,Water,Forest
1177,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1180,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1181,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1182,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1183,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1184,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1185,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1186,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1187,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1188,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1189,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1190,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1191,Bareland,NULL,Forest,Water,Non_Wetland,Water
1192,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1193,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1194,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1195,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1196,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1197,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1198,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1199,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1200,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1201,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1202,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1203,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1204,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1205,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1206,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1207,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1208,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1209,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1210,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1211,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1212,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1213,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1214,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1215,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1216,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1217,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1218,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1219,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1220,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1221,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1222,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1223,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1224,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1225,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1226,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1227,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1228,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1229,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1230,Bareland,Cropland,Water,NULL,Water,Grassland
1231,Bareland,Cropland,Water,NULL,Water,Bareland
1232,Bareland,Cropland,Water,NULL,Water,Built-up
1233,Bareland,Cropland,Water,NULL,Water,Forest
1234,Bareland,Cropland,Water,Non_Water,Water,Grassland
1235,Bareland,Cropland,Water,Non_Water,Water,Bareland
1236,Bareland,Cropland,Water,Non_Water,Water,Water
1237,Bareland,Cropland,Water,Water,Water,Bareland
1238,Bareland,Cropland,Water,Water,Water,Water
1239,Bareland,Cropland,Water,Water,Water,Forest
1240,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1241,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1242,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1243,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1244,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1245,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1246,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1247,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1248,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1249,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1250,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1251,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1252,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1253,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1254,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1255,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1256,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1257,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1258,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1259,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1260,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1261,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1262,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1263,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1264,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
1265,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1266,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1267,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1268,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1271,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1272,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1273,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1274,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1275,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1276,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1277,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
