Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYA_M_R
717,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
718,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
719,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
720,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
721,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
722,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
723,Water,NULL,Water,NULL,Water,Water,Water,Grassland
724,Water,NULL,Water,NULL,Water,Water,Water,Wetland
725,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
726,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
727,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
728,Water,NULL,Water,Non_Water,Water,Water,Water,Water
729,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
730,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
731,Water,NULL,Water,Water,Water,Wetland,Wetland,Bareland
732,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
733,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
734,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
735,Water,NULL,Water,Water,Water,Wetland,Water,Water
736,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
737,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
738,Water,NULL,Water,Water,Water,Water,Wetland,Bareland
739,Water,NULL,Water,Water,Water,Water,Water,Grassland
740,Water,NULL,Water,Water,Water,Water,Water,Wetland
741,Water,NULL,Water,Water,Water,Water,Water,Bareland
742,Water,NULL,Water,Water,Water,Water,Water,Water
743,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
744,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
745,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
746,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
747,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Bareland
748,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
749,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
750,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
751,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
752,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
753,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
754,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
755,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
756,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
757,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
758,Water,Wetland,Water,NULL,Water,Water,Water,Water
759,Water,Wetland,Water,NULL,Water,Water,Water,Forest
760,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
761,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
762,Water,Wetland,Water,Water,Water,Water,Water,Grassland
763,Water,Wetland,Water,Water,Water,Water,Water,Water
764,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
765,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
766,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
767,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
768,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
769,Water,Bareland,Water,Water,Water,Wetland,Water,Water
770,Water,Bareland,Water,Water,Water,Water,Water,Water
771,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
772,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
773,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
774,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
775,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
776,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
777,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
778,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
779,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
780,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
781,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
782,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
783,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
784,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
785,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
786,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
787,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
788,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
789,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
790,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
791,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
792,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
793,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
794,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
795,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
796,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
797,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
798,Water,Water,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
799,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
800,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
801,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
802,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
803,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
804,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
805,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
806,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
807,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
808,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
809,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
810,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
811,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
812,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
813,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
814,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
815,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
816,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
817,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
818,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
819,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
820,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
821,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
822,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
823,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
824,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
825,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
826,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
827,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
828,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
829,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
830,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
831,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
832,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
833,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
834,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
835,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
836,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
837,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
838,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
839,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
840,Water,Water,Wetland,Water,Wetland,Water,Water,Water
841,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
842,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
843,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
844,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
845,Water,Water,Water,NULL,Water,NULL,Wetland,Water
846,Water,Water,Water,NULL,Water,Grassland,Water,Water
847,Water,Water,Water,NULL,Water,Water,Wetland,Water
848,Water,Water,Water,NULL,Water,Water,Wetland,Forest
849,Water,Water,Water,NULL,Water,Water,Water,Bareland
850,Water,Water,Water,NULL,Water,Water,Water,Water
851,Water,Water,Water,NULL,Water,Water,Water,Forest
852,Water,Water,Water,NULL,Water,Water,Forest,Water
853,Water,Water,Water,NULL,Water,Water,Forest,Forest
854,Water,Water,Water,NULL,Water,Forest,Water,Water
855,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
856,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
857,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
858,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
859,Water,Water,Water,Non_Water,Water,Water,Water,Water
860,Water,Water,Water,Non_Water,Water,Water,Water,Forest
861,Water,Water,Water,Non_Water,Water,Water,Forest,Water
862,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
863,Water,Water,Water,Water,Water,NULL,Wetland,Water
864,Water,Water,Water,Water,Water,NULL,Wetland,Forest
865,Water,Water,Water,Water,Water,NULL,Water,Forest
866,Water,Water,Water,Water,Water,Grassland,Water,Water
867,Water,Water,Water,Water,Water,Wetland,Water,Grassland
868,Water,Water,Water,Water,Water,Water,Wetland,Water
869,Water,Water,Water,Water,Water,Water,Wetland,Forest
870,Water,Water,Water,Water,Water,Water,Water,Grassland
871,Water,Water,Water,Water,Water,Water,Water,Bareland
872,Water,Water,Water,Water,Water,Water,Water,Water
873,Water,Water,Water,Water,Water,Water,Water,Forest
874,Water,Water,Water,Water,Water,Water,Forest,Water
875,Water,Water,Water,Water,Water,Water,Forest,Forest
876,Water,Water,Water,Water,Water,Forest,Wetland,Water
877,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
878,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
879,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
880,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
881,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
882,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
883,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
884,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
885,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
886,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
887,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
888,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
889,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
890,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
891,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
892,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
893,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
894,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
895,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
896,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
897,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
898,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
899,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
900,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
901,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
902,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
903,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
904,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
905,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
906,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
907,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
908,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
909,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
910,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
911,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
912,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
913,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
914,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
915,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
916,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
917,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
918,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
919,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
920,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
921,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
922,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
923,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
924,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
925,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
926,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
927,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
928,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
929,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
930,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
931,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
932,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
933,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
934,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
935,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
936,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
937,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
938,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
939,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
940,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
941,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
942,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
943,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
944,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
945,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
946,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
947,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
948,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
949,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
951,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
952,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
953,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
954,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
955,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
956,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
957,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
958,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
959,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
960,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
961,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
962,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
963,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
964,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
965,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
966,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
967,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
968,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
969,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
970,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
971,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
972,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
973,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
974,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
975,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
976,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
977,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
978,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
980,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
981,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
982,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
983,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
984,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
985,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
986,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
987,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
988,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
989,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
990,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
991,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
992,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
993,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
994,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
995,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
996,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
997,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
998,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
999,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1000,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1001,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1002,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1003,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1004,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1005,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1006,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1007,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1008,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1009,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1010,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1011,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1012,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1013,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
1014,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1015,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1016,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1017,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1018,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1019,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1020,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1021,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1022,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1023,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1024,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1025,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1026,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1027,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
1028,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1029,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1030,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1031,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1032,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1033,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1034,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1035,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1036,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
1037,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1038,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1039,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1040,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1041,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
1042,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1043,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1044,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1045,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1046,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1047,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1048,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1049,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1050,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1051,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1052,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1053,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1054,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1055,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1056,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1057,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
1058,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
1059,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1060,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
1061,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1062,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
1063,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1064,Forest,NULL,Water,Water,Water,Water,Water,Water
1065,Forest,NULL,Water,Water,Water,Water,Water,Forest
1066,Forest,NULL,Water,Water,Water,Water,Forest,Forest
1067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1073,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1074,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1077,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1078,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1079,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1080,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1081,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1082,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1083,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1084,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1085,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1086,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1087,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1088,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1089,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1090,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1091,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1092,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1093,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1094,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
1095,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
