Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMT_M_R
2356,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2357,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2358,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2359,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2360,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2361,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2362,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2363,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2364,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2365,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2366,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2367,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2368,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2369,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2370,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2371,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2372,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2373,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2374,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2375,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2376,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2377,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2378,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2379,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2380,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2381,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2382,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2383,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2384,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2385,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2386,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2387,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2388,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2389,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2390,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2391,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2392,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2393,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2394,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2395,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2396,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2397,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2398,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2399,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2400,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2401,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2402,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2403,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2404,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2405,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2406,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2407,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2408,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2409,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2410,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2411,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2412,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2413,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2414,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2415,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2416,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2417,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2418,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2419,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2420,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2421,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2422,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2423,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2424,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2425,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2426,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2427,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2428,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2429,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2430,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2431,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2432,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2433,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2434,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2435,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2436,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2437,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2438,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2439,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2440,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2441,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2442,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2443,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2444,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2445,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2446,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2447,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2448,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2449,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2450,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2451,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2452,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2453,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2454,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2455,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2456,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2457,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2458,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2459,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2460,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2461,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2462,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2463,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2464,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2465,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2466,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2467,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2468,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2469,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2470,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2471,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2472,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2473,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2474,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2475,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2476,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2477,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2478,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2479,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2480,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2481,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2482,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2483,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2484,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2485,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2486,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2487,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2488,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
2489,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2490,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2491,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2492,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2493,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2494,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2495,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2496,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2497,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2498,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2499,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2500,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2501,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
2502,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2503,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2504,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2505,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2506,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2507,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2508,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2509,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2510,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2511,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2512,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2513,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2514,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2515,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2516,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2517,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2518,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2519,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2520,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2521,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2522,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2523,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2524,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2525,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2526,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2527,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2528,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2529,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2530,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2531,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2532,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2533,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2534,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2535,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2536,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2537,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2538,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2539,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2540,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2541,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2542,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2543,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2544,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2545,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2546,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2547,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2548,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2549,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2550,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2551,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2552,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2553,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2554,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2555,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2556,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2557,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2558,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2559,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
2560,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
2561,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2562,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2563,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2564,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2565,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2566,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2567,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2568,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2569,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2570,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2571,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2572,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2573,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2574,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2575,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2576,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2577,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2578,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2579,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2580,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2581,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2582,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2583,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2584,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2585,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2586,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2587,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2588,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2589,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2590,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2591,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2592,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2593,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2594,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2595,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2596,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2597,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2598,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2599,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2600,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
2601,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2602,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2603,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2604,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2605,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2606,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2607,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2608,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2609,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2610,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2611,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2612,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2613,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2614,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2615,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2616,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2617,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2618,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2619,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2620,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2621,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2622,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2623,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2624,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2625,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2626,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2627,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2628,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2629,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2630,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2631,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2632,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2633,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2634,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
2635,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2636,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2637,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2638,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2639,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2640,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2641,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2642,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2643,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2644,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2645,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2646,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2647,Forest,NULL,Water,Water,Water,Water,Water,Water
2648,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2649,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2650,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2651,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2652,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2664,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2674,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2675,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2676,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2680,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2681,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2683,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2685,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
