Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGE_M_R
2158,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2159,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2160,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2161,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2162,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2163,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2164,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2165,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
2166,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2167,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2168,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2169,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2170,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2171,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2172,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
2173,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2174,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2175,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2176,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
2177,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2178,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
2179,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2180,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
2181,Wetland,Water,Wetland,NULL,NULL,Wetland,Grassland,NULL
2182,Wetland,Water,Wetland,NULL,NULL,Wetland,Water,NULL
2183,Wetland,Water,Wetland,NULL,NULL,Bareland,Water,NULL
2184,Wetland,Water,Wetland,NULL,NULL,Water,Wetland,NULL
2185,Wetland,Water,Wetland,NULL,NULL,Water,Water,NULL
2186,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
2187,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
2188,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,NULL
2189,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2190,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2191,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
2192,Wetland,Water,Wetland,NULL,Wetland,Cropland,Wetland,NULL
2193,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
2194,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2195,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2196,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2197,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
2198,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,NULL
2199,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2200,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2201,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2202,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
2203,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,NULL
2204,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
2205,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
2206,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
2207,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,NULL
2208,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
2209,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
2210,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2211,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2212,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2213,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
2214,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
2215,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2216,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
2217,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
2218,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2219,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2220,Wetland,Water,Water,NULL,NULL,NULL,Water,NULL
2221,Wetland,Water,Water,NULL,NULL,Wetland,Water,NULL
2222,Wetland,Water,Water,NULL,NULL,Bareland,Water,NULL
2223,Wetland,Water,Water,NULL,NULL,Water,Wetland,NULL
2224,Wetland,Water,Water,NULL,NULL,Water,Water,NULL
2225,Wetland,Water,Water,NULL,Water,NULL,Wetland,NULL
2226,Wetland,Water,Water,NULL,Water,NULL,Water,NULL
2227,Wetland,Water,Water,NULL,Water,Grassland,Water,NULL
2228,Wetland,Water,Water,NULL,Water,Wetland,Wetland,NULL
2229,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
2230,Wetland,Water,Water,NULL,Water,Bareland,Water,NULL
2231,Wetland,Water,Water,NULL,Water,Water,Grassland,NULL
2232,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
2233,Wetland,Water,Water,NULL,Water,Water,Water,NULL
2234,Wetland,Water,Water,NULL,Water,Forest,Wetland,NULL
2235,Wetland,Water,Water,NULL,Water,Forest,Water,NULL
2236,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2237,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2238,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2239,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2240,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
2241,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2242,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2243,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2244,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2245,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2246,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2247,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2248,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2249,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2250,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
2251,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2252,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2253,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2254,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
2255,Wetland,Forest,Wetland,NULL,NULL,Wetland,Water,NULL
2256,Wetland,Forest,Wetland,NULL,NULL,Water,Water,NULL
2257,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2258,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
2259,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2260,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2261,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
2262,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2263,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2264,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
2265,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2266,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
2267,Wetland,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
2268,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2269,Wetland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2270,Wetland,Forest,Water,NULL,NULL,Bareland,Water,NULL
2271,Wetland,Forest,Water,NULL,NULL,Water,Water,NULL
2272,Wetland,Forest,Water,NULL,Water,NULL,Grassland,NULL
2273,Wetland,Forest,Water,NULL,Water,NULL,Wetland,NULL
2274,Wetland,Forest,Water,NULL,Water,Cropland,Wetland,NULL
2275,Wetland,Forest,Water,NULL,Water,Wetland,Grassland,NULL
2276,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
2277,Wetland,Forest,Water,NULL,Water,Wetland,Water,NULL
2278,Wetland,Forest,Water,NULL,Water,Water,Grassland,NULL
2279,Wetland,Forest,Water,NULL,Water,Water,Wetland,NULL
2280,Wetland,Forest,Water,NULL,Water,Water,Water,NULL
2281,Wetland,Forest,Water,NULL,Water,Forest,Wetland,NULL
2282,Wetland,Forest,Water,NULL,Water,Forest,Water,NULL
2283,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2284,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2285,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2286,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2287,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2288,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2289,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2290,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2291,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2292,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
2293,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2294,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2295,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2296,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2297,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2298,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2299,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2300,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2301,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2302,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2303,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
2304,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2305,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2306,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2307,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2308,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
2309,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2310,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2311,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2312,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2313,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2314,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2315,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2316,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2317,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2318,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2319,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2320,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2321,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2322,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
2323,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2324,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2325,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
2326,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2327,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2328,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2329,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
2330,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2331,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2332,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2333,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
2334,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2335,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
2336,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2337,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
2338,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2339,Bareland,NULL,Wetland,NULL,NULL,Bareland,Grassland,NULL
2340,Bareland,NULL,Wetland,NULL,NULL,Bareland,Wetland,NULL
2341,Bareland,NULL,Wetland,NULL,NULL,Bareland,Bareland,NULL
2342,Bareland,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
2343,Bareland,NULL,Wetland,NULL,NULL,Water,Water,NULL
2344,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2345,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2346,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
2347,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,NULL
2348,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,NULL
2349,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2350,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2351,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2352,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Built-up,NULL
2353,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
2354,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2355,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2356,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2357,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
2358,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
2359,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
2360,Bareland,NULL,Wetland,NULL,Wetland,Water,Built-up,NULL
2361,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
2362,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
2363,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
2364,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2365,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2366,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
2367,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2368,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2369,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2370,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
2371,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2372,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2373,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
2374,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2375,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
2376,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2377,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2378,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
2379,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2380,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2381,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2382,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2383,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2384,Bareland,NULL,Water,NULL,NULL,Bareland,Water,NULL
2385,Bareland,NULL,Water,NULL,NULL,Water,Water,NULL
2386,Bareland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
2387,Bareland,NULL,Water,NULL,Water,Grassland,Water,NULL
2388,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,NULL
2389,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
2390,Bareland,NULL,Water,NULL,Water,Wetland,Water,NULL
2391,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,NULL
2392,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
2393,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
2394,Bareland,NULL,Water,NULL,Water,Water,Grassland,NULL
2395,Bareland,NULL,Water,NULL,Water,Water,Wetland,NULL
2396,Bareland,NULL,Water,NULL,Water,Water,Built-up,NULL
2397,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
2398,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2399,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2400,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2401,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2402,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2403,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
2404,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2405,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2406,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2407,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2408,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2409,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2410,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2411,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2412,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
2413,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2414,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2415,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2416,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
2417,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2418,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2419,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2420,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2421,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2422,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
2423,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2424,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Water,NULL
2425,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2426,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2427,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2428,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2429,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
2430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2436,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2437,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2438,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2439,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2440,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
2441,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2442,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
2443,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2444,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2445,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2446,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
2447,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2448,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2449,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2450,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
2451,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2452,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2453,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2454,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
2455,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,NULL
2456,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
2457,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2458,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2459,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2460,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
2461,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2462,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2463,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2464,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
2465,Bareland,Cropland,Wetland,NULL,Wetland,Water,Grassland,NULL
2466,Bareland,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
2467,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
2468,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
2469,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
2470,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2471,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,NULL
2472,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Wetland,NULL
2473,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2474,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2475,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2476,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2477,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
2478,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2479,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2480,Bareland,Cropland,Water,NULL,Water,Wetland,Grassland,NULL
2481,Bareland,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
2482,Bareland,Cropland,Water,NULL,Water,Wetland,Water,NULL
2483,Bareland,Cropland,Water,NULL,Water,Water,Wetland,NULL
2484,Bareland,Cropland,Water,NULL,Water,Water,Water,NULL
2485,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2486,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2487,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
2488,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2489,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2490,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2491,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2492,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2493,Bareland,Cropland,Forest,NULL,Non_Wetland,Water,Water,NULL
2494,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2495,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2496,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2497,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
