Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZS_M_R
13029,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
13030,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
13031,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
13032,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
13033,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
13034,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
13035,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
13036,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
13037,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13038,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13039,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13040,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13041,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13042,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13043,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13044,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13045,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13046,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13047,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13048,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13049,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13050,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13051,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
13052,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13053,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13054,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13055,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13056,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13057,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13059,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13060,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13061,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13062,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
13063,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
13064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13065,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13066,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13067,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13068,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13069,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13070,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13071,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13072,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13073,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13074,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13075,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13076,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13077,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13078,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13079,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13080,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13081,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13082,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13083,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13084,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13085,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13086,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13087,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13088,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13089,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13090,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13091,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13092,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13093,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
13094,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13095,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13096,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13097,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13098,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13099,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13100,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13101,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13102,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13103,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13104,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13105,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13106,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13107,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13108,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13109,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13110,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
13111,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
13112,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13113,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13114,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13115,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
13116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13117,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
13121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
13122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13123,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13124,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13125,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13126,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13127,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13128,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
13129,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
13130,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13131,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13132,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13133,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13135,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13137,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13138,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
13139,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13140,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13141,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13142,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13143,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13144,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13145,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13146,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
13147,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13148,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13149,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
13150,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13151,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13152,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
13153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13154,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13155,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13156,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
13157,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13158,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13159,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13160,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13161,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13162,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13163,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13164,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13165,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13166,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13167,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13168,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13169,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13170,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13171,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13172,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
13173,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13174,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13175,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13176,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13177,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13178,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13179,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
13180,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13181,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13182,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
13183,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13184,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13185,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13186,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13187,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13188,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
13189,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
13190,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13191,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13192,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13193,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
13194,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13195,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13196,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13197,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
13198,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13199,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13200,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13201,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13202,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13203,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13204,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13205,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13206,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
13207,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
13208,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13209,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13210,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13211,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13212,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13213,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13214,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13215,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
13216,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13217,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13218,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13219,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13220,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13221,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13222,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13223,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13224,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13225,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13226,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13227,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13228,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13229,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13230,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13231,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13232,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13233,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13234,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13235,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13236,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
13237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
13240,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13241,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13242,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13243,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13244,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13245,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13246,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13247,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13248,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13250,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13251,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13254,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
13255,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
13256,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13257,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13261,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13262,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13263,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13264,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
13265,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
13266,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13267,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
13268,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
13269,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13270,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
13271,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
13272,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13273,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
13274,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13275,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
13276,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13277,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13278,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
13279,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
13280,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13281,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
13282,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13283,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
13284,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13285,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13286,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
13287,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
13288,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13289,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
13290,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13291,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
13292,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13293,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
13294,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13295,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13296,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13297,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13298,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13299,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13300,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13301,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13302,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13303,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
13304,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13305,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
13306,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
13307,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13308,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13309,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13310,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13311,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13312,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13313,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13314,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
13315,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13316,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13317,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13318,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
13319,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13321,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
13322,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13323,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
13324,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13325,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
13326,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
13327,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
13328,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
13329,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13330,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13331,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13332,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
13333,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13334,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13335,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
13336,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13337,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13338,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
13339,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
13340,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
13341,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
13342,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13343,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13344,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
13345,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13346,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13347,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
