Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
14002,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14003,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
14004,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14005,Water,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
14006,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
14007,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
14008,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
14009,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14010,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14011,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
14012,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14013,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14014,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14015,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14016,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14017,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14018,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
14019,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14020,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14021,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14022,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
14023,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
14024,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14025,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14026,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14027,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14028,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
14029,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14030,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
14031,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14032,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
14033,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
14034,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
14035,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
14036,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
14037,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
14038,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14039,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
14040,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
14041,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14042,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
14043,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
14044,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
14045,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
14046,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
14047,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
14048,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
14049,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14050,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14051,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
14052,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14053,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
14054,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14055,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
14056,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14057,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14058,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
14059,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
14060,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
14061,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14062,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14063,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
14064,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
14065,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14066,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
14067,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14068,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
14069,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14070,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
14071,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
14072,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
14073,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
14074,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
14075,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
14076,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
14077,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14078,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
14079,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
14080,Water,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
14081,Water,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
14082,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
14083,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
14084,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
14085,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
14086,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
14087,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
14088,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
14089,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
14090,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
14091,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
14092,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
14093,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
14094,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
14095,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
14096,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
14097,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
14098,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
14099,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
14100,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
14101,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
14102,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
14103,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
14104,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
14105,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
14106,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
14107,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
14108,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
14109,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
14110,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Grassland
14111,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
14112,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
14113,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
14114,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
14115,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
14116,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
14117,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
14118,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
14119,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
14120,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
14121,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
14122,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
14123,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
14124,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
14125,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
14126,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
14127,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14128,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14129,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14130,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14131,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
14132,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
14133,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14134,Water,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
14135,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
14136,Water,Forest,NULL,Water,Non_Wetland,Wetland,Water,Bareland
14137,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14138,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14139,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14140,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14141,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
14142,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14143,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
14144,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14145,Water,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14146,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
14147,Water,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
14148,Water,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
14149,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
14150,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
14151,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14152,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
14153,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
14154,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
14155,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
14156,Water,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
14157,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
14158,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
14159,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
14160,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
14161,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
14162,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
14163,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
14164,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
14165,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
14166,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
14167,Water,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14168,Water,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
14169,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
14170,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
14171,Water,Forest,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
14172,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
14173,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14174,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14175,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
14176,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
14177,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
14178,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
14179,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
14180,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
14181,Water,Forest,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
14182,Water,Forest,Bareland,Water,Non_Wetland,Forest,Shrubland,Forest
14183,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
14184,Water,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
14185,Water,Forest,Water,NULL,Water,Wetland,Wetland,Bareland
14186,Water,Forest,Water,NULL,Water,Water,Water,Water
14187,Water,Forest,Water,NULL,Water,Forest,Water,Forest
14188,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
14189,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
14190,Water,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
14191,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
14192,Water,Forest,Water,Non_Water,Water,Forest,Forest,Forest
14193,Water,Forest,Water,Water,Water,Water,Water,Water
14194,Water,Forest,Water,Water,Water,Forest,Shrubland,Forest
14195,Water,Forest,Water,Water,Water,Forest,Water,Water
14196,Water,Forest,Water,Water,Water,Forest,Water,Forest
14197,Water,Forest,Water,Water,Water,Forest,Forest,Forest
14198,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
14199,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14200,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14201,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14202,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14203,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14204,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14205,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14206,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14207,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14208,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14209,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14210,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14211,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14212,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
14213,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
14214,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14215,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
14216,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14217,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14218,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
14219,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14220,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
14221,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14222,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14223,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
14224,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14225,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
14226,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
14227,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14228,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14229,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14230,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14231,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14232,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14233,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14234,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14235,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14236,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14237,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14238,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14239,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
14240,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14241,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14242,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14243,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14244,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14245,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14246,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14247,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14248,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14249,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14250,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14251,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14252,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14253,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
14254,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14255,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14256,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14257,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
14258,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
14259,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14260,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14261,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14262,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14263,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14264,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14265,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14266,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14267,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
14268,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14269,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14270,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14271,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14272,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14273,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14274,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14275,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14276,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14277,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14278,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14279,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14280,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14281,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14282,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14283,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14284,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14285,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14286,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14287,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14288,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14289,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14290,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14291,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
14292,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14293,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
14294,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14295,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14296,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14297,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14298,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14299,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
14300,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
14301,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
14302,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14303,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
14304,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
14305,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
14306,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
14307,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14308,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14309,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14310,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14311,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14312,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
14313,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14314,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14315,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
14316,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
14317,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
14318,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14319,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
14320,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
14321,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
14322,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
14323,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
