Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMA_M_R
3726,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3727,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3728,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3729,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3730,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
3731,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3732,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3733,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3734,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
3735,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3736,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3737,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
3738,Water,NULL,Water,Water,Water,Wetland,Water,Water
3739,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3740,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
3741,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
3742,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3743,Water,NULL,Water,Water,Water,Water,Wetland,Water
3744,Water,NULL,Water,Water,Water,Water,Wetland,Forest
3745,Water,NULL,Water,Water,Water,Water,Water,Grassland
3746,Water,NULL,Water,Water,Water,Water,Water,Wetland
3747,Water,NULL,Water,Water,Water,Water,Water,Bareland
3748,Water,NULL,Water,Water,Water,Water,Water,Water
3749,Water,NULL,Water,Water,Water,Water,Water,Forest
3750,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3751,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3752,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3753,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3754,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3755,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3756,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3757,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3758,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3759,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3760,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3761,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
3762,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3763,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3764,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3765,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3766,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3767,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3768,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3769,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3770,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3771,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3772,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3773,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
3774,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
3775,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
3776,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3777,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3778,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3779,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3780,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3781,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3782,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3783,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3784,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3785,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3786,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3787,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3788,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3789,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
3790,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3791,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
3792,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3793,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3794,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3795,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3796,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3797,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3798,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3799,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3800,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3801,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3802,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
3803,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3804,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3805,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3806,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3807,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3808,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3809,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3810,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3811,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3812,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3813,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3814,Water,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3815,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3816,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
3817,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3818,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3819,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3820,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3821,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
3822,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3823,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3824,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3825,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3826,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3827,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3828,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3829,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3830,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3831,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3832,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3833,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3834,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3835,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3836,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3837,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3838,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3839,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3840,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3841,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
3842,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
3843,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3844,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3845,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3846,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3847,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3848,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3849,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3850,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3851,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3852,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3853,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3854,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3855,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3856,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3857,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3858,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3859,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3860,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3861,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3862,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3863,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3864,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3865,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3866,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
3867,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3868,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3869,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3870,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3871,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3872,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3873,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3874,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3875,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3876,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3877,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3878,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3879,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3880,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3881,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3882,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3883,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3884,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3885,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3886,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3887,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
3888,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3889,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3890,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3891,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
3892,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
3893,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
3894,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
3895,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3896,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3897,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3898,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3899,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3900,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3901,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3902,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3903,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3904,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3905,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3906,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3907,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3908,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3909,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3910,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3911,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3912,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3913,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3914,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3915,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3916,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
3917,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3918,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3919,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3920,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3921,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3922,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3923,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3924,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3925,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3926,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3927,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3928,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3929,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3930,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3931,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3932,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3933,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3934,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3935,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3936,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3937,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
3938,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3939,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3940,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
3941,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3942,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
3943,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
3944,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3945,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3946,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3947,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3948,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3949,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3950,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3951,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3952,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3953,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
3954,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3955,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3956,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3957,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3958,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3959,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3960,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
3961,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3962,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3963,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
3964,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3965,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3966,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3967,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3968,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3969,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3970,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3971,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3972,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3973,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3974,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3975,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3976,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3977,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3978,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3979,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3980,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3981,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3982,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3983,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3984,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3985,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3986,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3987,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3988,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3989,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3990,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3991,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3992,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,NULL
3993,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3994,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3995,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3996,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3997,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3998,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
3999,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4000,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4001,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
4002,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
4003,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4004,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
4005,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
4006,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4007,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
4008,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4009,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4010,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4011,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
4012,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4013,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
4014,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4015,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Water
4016,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
4017,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
4018,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
4019,Water,Wetland,Water,NULL,Water,NULL,Water,Water
4020,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4021,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4022,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4023,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4024,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4025,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
4026,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
4027,Water,Wetland,Water,NULL,Water,Wetland,Forest,Forest
4028,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
4029,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
4030,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
4031,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
4032,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
4033,Water,Wetland,Water,NULL,Water,Water,Water,Water
4034,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4035,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
4036,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4037,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4038,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4039,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4040,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4041,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4042,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4043,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4044,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4045,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4046,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4047,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4048,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4049,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4050,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4051,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
4052,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
4053,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
4054,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
4055,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4056,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4057,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
4058,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4059,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
4060,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
4061,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4062,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
4063,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
4064,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
4065,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
4066,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4067,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
4068,Water,Wetland,Water,Water,Water,Water,Water,Grassland
4069,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4070,Water,Wetland,Water,Water,Water,Water,Water,Bareland
4071,Water,Wetland,Water,Water,Water,Water,Water,Water
4072,Water,Wetland,Water,Water,Water,Water,Water,Forest
4073,Water,Wetland,Water,Water,Water,Forest,Wetland,Grassland
4074,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
4075,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4076,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4077,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4078,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4079,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4080,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
4081,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4082,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4083,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4084,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4085,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
