Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUV_M_R
906,Water,Bareland,Wetland,Water,Wetland,Water
907,Water,Bareland,Wetland,Water,Wetland,Forest
908,Water,Bareland,Bareland,Water,Non_Wetland,Water
909,Water,Bareland,Built-up,NULL,Non_Wetland,Water
910,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
911,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
912,Water,Bareland,Built-up,Water,Non_Wetland,Water
913,Water,Bareland,Built-up,Water,Non_Wetland,Forest
914,Water,Bareland,Water,NULL,Water,Water
915,Water,Bareland,Water,NULL,Water,Forest
916,Water,Bareland,Water,Non_Water,Water,NULL
917,Water,Bareland,Water,Non_Water,Water,Grassland
918,Water,Bareland,Water,Non_Water,Water,Water
919,Water,Bareland,Water,Non_Water,Water,Forest
920,Water,Bareland,Water,Water,Water,NULL
921,Water,Bareland,Water,Water,Water,Grassland
922,Water,Bareland,Water,Water,Water,Wetland
923,Water,Bareland,Water,Water,Water,Bareland
924,Water,Bareland,Water,Water,Water,Water
925,Water,Bareland,Water,Water,Water,Forest
926,Water,Bareland,Forest,NULL,Non_Wetland,Water
927,Water,Bareland,Forest,NULL,Non_Wetland,Forest
928,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL
929,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
930,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
931,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
932,Water,Bareland,Forest,Water,Non_Wetland,NULL
933,Water,Bareland,Forest,Water,Non_Wetland,Grassland
934,Water,Bareland,Forest,Water,Non_Wetland,Bareland
935,Water,Bareland,Forest,Water,Non_Wetland,Water
936,Water,Bareland,Forest,Water,Non_Wetland,Forest
937,Water,Built-up,NULL,Water,Non_Wetland,Water
938,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
939,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
940,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
941,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
942,Water,Built-up,Shrubland,Water,Non_Wetland,Water
943,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
944,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
945,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
946,Water,Built-up,Wetland,NULL,Wetland,Water
947,Water,Built-up,Wetland,NULL,Wetland,Forest
948,Water,Built-up,Wetland,Water,Wetland,Water
949,Water,Built-up,Wetland,Water,Wetland,Forest
950,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
951,Water,Built-up,Built-up,NULL,Non_Wetland,Water
952,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
953,Water,Built-up,Water,Water,Water,Water
954,Water,Built-up,Water,Water,Water,Forest
955,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
956,Water,Built-up,Forest,NULL,Non_Wetland,Water
957,Water,Built-up,Forest,NULL,Non_Wetland,Forest
958,Water,Built-up,Forest,Water,Non_Wetland,Water
959,Water,Built-up,Forest,Water,Non_Wetland,Forest
960,Water,Water,NULL,NULL,Non_Wetland,Water
961,Water,Water,NULL,NULL,Non_Wetland,Forest
962,Water,Water,NULL,Non_Water,Non_Wetland,Water
963,Water,Water,NULL,Non_Water,Non_Wetland,Forest
964,Water,Water,NULL,Water,Non_Wetland,Grassland
965,Water,Water,NULL,Water,Non_Wetland,Water
966,Water,Water,NULL,Water,Non_Wetland,Forest
967,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
968,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
969,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
970,Water,Water,Shrubland,NULL,Non_Wetland,Water
971,Water,Water,Shrubland,NULL,Non_Wetland,Forest
972,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
973,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
974,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
975,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
976,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
977,Water,Water,Shrubland,Water,Non_Wetland,Grassland
978,Water,Water,Shrubland,Water,Non_Wetland,Bareland
979,Water,Water,Shrubland,Water,Non_Wetland,Water
980,Water,Water,Shrubland,Water,Non_Wetland,Forest
981,Water,Water,Grassland,NULL,Non_Wetland,Grassland
982,Water,Water,Grassland,NULL,Non_Wetland,Bareland
983,Water,Water,Grassland,NULL,Non_Wetland,Water
984,Water,Water,Grassland,NULL,Non_Wetland,Forest
985,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
986,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
987,Water,Water,Grassland,Non_Water,Non_Wetland,Water
988,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
989,Water,Water,Grassland,Water,Non_Wetland,Grassland
990,Water,Water,Grassland,Water,Non_Wetland,Water
991,Water,Water,Cropland,NULL,Non_Wetland,Grassland
992,Water,Water,Cropland,NULL,Non_Wetland,Bareland
993,Water,Water,Cropland,NULL,Non_Wetland,Water
994,Water,Water,Cropland,NULL,Non_Wetland,Forest
995,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
996,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
997,Water,Water,Cropland,Non_Water,Non_Wetland,Water
998,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
999,Water,Water,Cropland,Water,Non_Wetland,NULL
1000,Water,Water,Cropland,Water,Non_Wetland,Grassland
1001,Water,Water,Cropland,Water,Non_Wetland,Water
1002,Water,Water,Cropland,Water,Non_Wetland,Forest
1003,Water,Water,Wetland,NULL,Wetland,Grassland
1004,Water,Water,Wetland,NULL,Wetland,Wetland
1005,Water,Water,Wetland,NULL,Wetland,Bareland
1006,Water,Water,Wetland,NULL,Wetland,Water
1007,Water,Water,Wetland,NULL,Wetland,Forest
1008,Water,Water,Wetland,Non_Water,Wetland,NULL
1009,Water,Water,Wetland,Non_Water,Wetland,Grassland
1010,Water,Water,Wetland,Non_Water,Wetland,Wetland
1011,Water,Water,Wetland,Non_Water,Wetland,Bareland
1012,Water,Water,Wetland,Non_Water,Wetland,Water
1013,Water,Water,Wetland,Non_Water,Wetland,Forest
1014,Water,Water,Wetland,Water,Wetland,NULL
1015,Water,Water,Wetland,Water,Wetland,Grassland
1016,Water,Water,Wetland,Water,Wetland,Wetland
1017,Water,Water,Wetland,Water,Wetland,Bareland
1018,Water,Water,Wetland,Water,Wetland,Water
1019,Water,Water,Wetland,Water,Wetland,Forest
1020,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1021,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1022,Water,Water,Bareland,NULL,Non_Wetland,Water
1023,Water,Water,Bareland,NULL,Non_Wetland,Forest
1024,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1025,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1026,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1027,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1028,Water,Water,Bareland,Water,Non_Wetland,Grassland
1029,Water,Water,Bareland,Water,Non_Wetland,Bareland
1030,Water,Water,Bareland,Water,Non_Wetland,Water
1031,Water,Water,Bareland,Water,Non_Wetland,Forest
1032,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1033,Water,Water,Built-up,NULL,Non_Wetland,Water
1034,Water,Water,Built-up,NULL,Non_Wetland,Forest
1035,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1036,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1037,Water,Water,Built-up,Water,Non_Wetland,Built-up
1038,Water,Water,Built-up,Water,Non_Wetland,Water
1039,Water,Water,Built-up,Water,Non_Wetland,Forest
1040,Water,Water,Water,NULL,Water,Grassland
1041,Water,Water,Water,NULL,Water,Wetland
1042,Water,Water,Water,NULL,Water,Bareland
1043,Water,Water,Water,NULL,Water,Water
1044,Water,Water,Water,NULL,Water,Forest
1045,Water,Water,Water,Non_Water,Water,Grassland
1046,Water,Water,Water,Non_Water,Water,Wetland
1047,Water,Water,Water,Non_Water,Water,Bareland
1048,Water,Water,Water,Non_Water,Water,Water
1049,Water,Water,Water,Non_Water,Water,Forest
1050,Water,Water,Water,Water,Water,NULL
1051,Water,Water,Water,Water,Water,Grassland
1052,Water,Water,Water,Water,Water,Wetland
1053,Water,Water,Water,Water,Water,Bareland
1054,Water,Water,Water,Water,Water,Water
1055,Water,Water,Water,Water,Water,Forest
1056,Water,Water,Forest,NULL,Non_Wetland,NULL
1057,Water,Water,Forest,NULL,Non_Wetland,Grassland
1058,Water,Water,Forest,NULL,Non_Wetland,Wetland
1059,Water,Water,Forest,NULL,Non_Wetland,Bareland
1060,Water,Water,Forest,NULL,Non_Wetland,Water
1061,Water,Water,Forest,NULL,Non_Wetland,Forest
1062,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1063,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1064,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1065,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1066,Water,Water,Forest,Non_Water,Non_Wetland,Water
1067,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1068,Water,Water,Forest,Water,Non_Wetland,Grassland
1069,Water,Water,Forest,Water,Non_Wetland,Wetland
1070,Water,Water,Forest,Water,Non_Wetland,Bareland
1071,Water,Water,Forest,Water,Non_Wetland,Water
1072,Water,Water,Forest,Water,Non_Wetland,Forest
1073,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1074,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1075,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1076,Water,Forest,Shrubland,Water,Non_Wetland,Water
1077,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1078,Water,Forest,Grassland,Water,Non_Wetland,Water
1079,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1080,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1081,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1082,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1083,Water,Forest,Cropland,Water,Non_Wetland,Water
1084,Water,Forest,Wetland,NULL,Wetland,Grassland
1085,Water,Forest,Wetland,NULL,Wetland,Wetland
1086,Water,Forest,Wetland,NULL,Wetland,Water
1087,Water,Forest,Wetland,NULL,Wetland,Forest
1088,Water,Forest,Wetland,Non_Water,Wetland,NULL
1089,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1090,Water,Forest,Wetland,Non_Water,Wetland,Water
1091,Water,Forest,Wetland,Non_Water,Wetland,Forest
1092,Water,Forest,Wetland,Water,Wetland,Grassland
1093,Water,Forest,Wetland,Water,Wetland,Water
1094,Water,Forest,Wetland,Water,Wetland,Forest
1095,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1096,Water,Forest,Bareland,NULL,Non_Wetland,Water
1097,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1098,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1099,Water,Forest,Water,NULL,Water,Grassland
1100,Water,Forest,Water,NULL,Water,Water
1101,Water,Forest,Water,NULL,Water,Forest
1102,Water,Forest,Water,Non_Water,Water,Water
1103,Water,Forest,Water,Non_Water,Water,Forest
1104,Water,Forest,Water,Water,Water,Grassland
1105,Water,Forest,Water,Water,Water,Water
1106,Water,Forest,Water,Water,Water,Forest
1107,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1108,Water,Forest,Forest,NULL,Non_Wetland,Water
1109,Water,Forest,Forest,NULL,Non_Wetland,Forest
1110,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1111,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1112,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1113,Water,Forest,Forest,Water,Non_Wetland,Water
1114,Water,Forest,Forest,Water,Non_Wetland,Forest
1115,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1116,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1117,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1118,Forest,NULL,NULL,Water,Non_Wetland,Water
1119,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1120,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1121,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1122,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1123,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1124,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1125,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1126,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1127,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1128,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1129,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1130,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1131,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1132,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1133,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1134,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1135,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1136,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1137,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1138,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1139,Forest,NULL,Grassland,Water,Non_Wetland,Water
1140,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1141,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1142,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1143,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1144,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1145,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1146,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1147,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1148,Forest,NULL,Cropland,Water,Non_Wetland,Water
1149,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1150,Forest,NULL,Wetland,NULL,Wetland,NULL
1151,Forest,NULL,Wetland,NULL,Wetland,Grassland
1152,Forest,NULL,Wetland,NULL,Wetland,Wetland
1153,Forest,NULL,Wetland,NULL,Wetland,Water
1154,Forest,NULL,Wetland,NULL,Wetland,Forest
1155,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1156,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1157,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1158,Forest,NULL,Wetland,Non_Water,Wetland,Water
1159,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1160,Forest,NULL,Wetland,Water,Wetland,Grassland
1161,Forest,NULL,Wetland,Water,Wetland,Wetland
1162,Forest,NULL,Wetland,Water,Wetland,Water
1163,Forest,NULL,Wetland,Water,Wetland,Forest
1164,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1165,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1166,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1167,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1168,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1169,Forest,NULL,Bareland,Water,Non_Wetland,Water
1170,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1171,Forest,NULL,Water,NULL,Water,NULL
1172,Forest,NULL,Water,NULL,Water,Grassland
1173,Forest,NULL,Water,NULL,Water,Wetland
1174,Forest,NULL,Water,NULL,Water,Water
1175,Forest,NULL,Water,NULL,Water,Forest
1176,Forest,NULL,Water,Non_Water,Water,NULL
1177,Forest,NULL,Water,Non_Water,Water,Grassland
1178,Forest,NULL,Water,Non_Water,Water,Wetland
1179,Forest,NULL,Water,Non_Water,Water,Water
1180,Forest,NULL,Water,Non_Water,Water,Forest
1181,Forest,NULL,Water,Water,Water,Grassland
1182,Forest,NULL,Water,Water,Water,Cropland
1183,Forest,NULL,Water,Water,Water,Wetland
1184,Forest,NULL,Water,Water,Water,Water
1185,Forest,NULL,Water,Water,Water,Forest
1186,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1187,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1188,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1189,Forest,NULL,Forest,NULL,Non_Wetland,Water
1190,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1191,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1192,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1193,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1194,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1195,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1196,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1197,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1198,Forest,NULL,Forest,Water,Non_Wetland,Water
1199,Forest,NULL,Forest,Water,Non_Wetland,Forest
1200,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1201,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1202,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1203,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1204,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1205,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1206,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1207,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1208,Forest,Cropland,Wetland,NULL,Wetland,Forest
1209,Forest,Cropland,Wetland,Water,Wetland,Water
1210,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1211,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1212,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1213,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1214,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1215,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1216,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1217,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1218,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1219,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1220,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1221,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1222,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1223,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1224,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1225,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1226,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1227,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1228,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
1229,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1230,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
1231,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1232,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1233,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1234,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1235,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1236,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1237,Forest,Wetland,Wetland,NULL,Wetland,NULL
1238,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1239,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1240,Forest,Wetland,Wetland,NULL,Wetland,Water
1241,Forest,Wetland,Wetland,NULL,Wetland,Forest
1242,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1243,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1244,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1245,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1246,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1247,Forest,Wetland,Wetland,Water,Wetland,NULL
1248,Forest,Wetland,Wetland,Water,Wetland,Grassland
1249,Forest,Wetland,Wetland,Water,Wetland,Wetland
1250,Forest,Wetland,Wetland,Water,Wetland,Water
1251,Forest,Wetland,Wetland,Water,Wetland,Forest
1252,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1253,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1254,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1255,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1256,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1257,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1258,Forest,Wetland,Water,NULL,Water,Grassland
1259,Forest,Wetland,Water,NULL,Water,Wetland
1260,Forest,Wetland,Water,NULL,Water,Water
1261,Forest,Wetland,Water,NULL,Water,Forest
1262,Forest,Wetland,Water,Non_Water,Water,Grassland
1263,Forest,Wetland,Water,Non_Water,Water,Wetland
1264,Forest,Wetland,Water,Non_Water,Water,Forest
1265,Forest,Wetland,Water,Water,Water,Grassland
1266,Forest,Wetland,Water,Water,Water,Wetland
1267,Forest,Wetland,Water,Water,Water,Water
1268,Forest,Wetland,Water,Water,Water,Forest
1269,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1270,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1271,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1272,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1273,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1274,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1275,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1276,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1277,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1278,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1279,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1280,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1281,Forest,Wetland,Forest,Water,Non_Wetland,Water
1282,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1283,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1284,Forest,Bareland,Wetland,NULL,Wetland,Water
1285,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1286,Forest,Bareland,Wetland,Water,Wetland,Water
1287,Forest,Bareland,Wetland,Water,Wetland,Forest
1288,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1289,Forest,Bareland,Water,Non_Water,Water,Water
1290,Forest,Bareland,Water,Water,Water,Water
1291,Forest,Bareland,Water,Water,Water,Forest
1292,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1293,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1294,Forest,Bareland,Forest,Water,Non_Wetland,Water
1295,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1300,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1301,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1302,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1303,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1304,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1305,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1306,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1307,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1308,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1309,Forest,Built-up,Wetland,NULL,Wetland,Built-up
1310,Forest,Built-up,Wetland,NULL,Wetland,Forest
1311,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
1312,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1313,Forest,Built-up,Wetland,Water,Wetland,Water
1314,Forest,Built-up,Wetland,Water,Wetland,Forest
1315,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1316,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1317,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1318,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1319,Forest,Built-up,Water,Non_Water,Water,Grassland
1320,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1321,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1322,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1323,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1324,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1325,Forest,Built-up,Forest,Water,Non_Wetland,Water
1326,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1327,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1328,Forest,Water,NULL,NULL,Non_Wetland,Forest
1329,Forest,Water,NULL,Water,Non_Wetland,Water
1330,Forest,Water,NULL,Water,Non_Wetland,Forest
1331,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1332,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1333,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1334,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1335,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1336,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1337,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1338,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1339,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1340,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1341,Forest,Water,Shrubland,Water,Non_Wetland,Water
1342,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1343,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1344,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1345,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1346,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1347,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1348,Forest,Water,Cropland,NULL,Non_Wetland,Water
1349,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1350,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1351,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1352,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1353,Forest,Water,Cropland,Water,Non_Wetland,NULL
1354,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1355,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1356,Forest,Water,Cropland,Water,Non_Wetland,Water
1357,Forest,Water,Cropland,Water,Non_Wetland,Forest
1358,Forest,Water,Wetland,NULL,Wetland,NULL
1359,Forest,Water,Wetland,NULL,Wetland,Grassland
1360,Forest,Water,Wetland,NULL,Wetland,Wetland
