Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTQ_M_R
1037,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1039,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1040,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1041,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1042,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1043,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1044,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1045,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1046,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1047,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1048,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1049,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1050,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1051,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1052,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1053,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1054,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1055,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1056,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1057,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1058,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1059,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1060,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1061,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1062,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1063,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1064,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1065,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1066,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1067,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1068,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1069,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1070,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1071,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1072,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1073,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1075,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1076,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1080,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1081,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1082,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1084,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1087,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1088,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1089,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1090,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1094,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1095,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1096,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1097,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1098,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1100,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1101,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1102,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1103,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1104,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1105,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1106,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1107,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1108,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1109,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1110,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1111,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1112,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1113,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1114,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1115,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1116,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
1117,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1118,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1119,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1120,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1121,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1122,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1124,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1125,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1127,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1128,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1129,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1130,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1131,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1132,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1133,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1134,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1136,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1137,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1138,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1139,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1140,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1141,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
