Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R
846,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
847,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
848,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
849,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
850,Bareland,NULL,Cropland,Water,Non_Wetland,Water
851,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
852,Bareland,NULL,Wetland,NULL,Wetland,Grassland
853,Bareland,NULL,Wetland,NULL,Wetland,Water
854,Bareland,NULL,Wetland,Water,Wetland,NULL
855,Bareland,NULL,Wetland,Water,Wetland,Grassland
856,Bareland,NULL,Wetland,Water,Wetland,Bareland
857,Bareland,NULL,Wetland,Water,Wetland,Water
858,Bareland,NULL,Wetland,Water,Wetland,Forest
859,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
860,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
861,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
862,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
863,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
864,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
865,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
866,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
867,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
868,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
869,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
870,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
871,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
872,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
873,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
874,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
875,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
876,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
877,Bareland,NULL,Bareland,Water,Non_Wetland,Water
878,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
879,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
880,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
881,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
882,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
883,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
884,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
885,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
886,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
887,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
888,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
889,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
890,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
891,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
892,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
893,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
894,Bareland,NULL,Water,NULL,Water,NULL
895,Bareland,NULL,Water,NULL,Water,Grassland
896,Bareland,NULL,Water,NULL,Water,Bareland
897,Bareland,NULL,Water,NULL,Water,Water
898,Bareland,NULL,Water,NULL,Water,Forest
899,Bareland,NULL,Water,Non_Water,Water,NULL
900,Bareland,NULL,Water,Non_Water,Water,Grassland
901,Bareland,NULL,Water,Non_Water,Water,Water
902,Bareland,NULL,Water,Water,Water,NULL
903,Bareland,NULL,Water,Water,Water,Grassland
904,Bareland,NULL,Water,Water,Water,Bareland
905,Bareland,NULL,Water,Water,Water,Water
906,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
907,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
908,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
909,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
910,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
911,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
912,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
914,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
915,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
916,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
917,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
918,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
919,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
920,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
921,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
922,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
923,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
924,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
925,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
926,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
927,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
928,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
929,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
930,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
931,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
932,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
933,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
934,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
935,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
936,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
937,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
938,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up
939,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
940,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
941,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
942,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
943,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
944,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
945,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
946,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
947,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
948,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
949,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
950,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
951,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
952,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
953,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
954,Bareland,Bareland,Grassland,Water,Non_Wetland,Built-up
955,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
956,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
957,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
958,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
959,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
960,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
961,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
962,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
963,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
964,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
965,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
966,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
967,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
968,Bareland,Bareland,Wetland,NULL,Wetland,Water
969,Bareland,Bareland,Wetland,NULL,Wetland,Forest
970,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
971,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
972,Bareland,Bareland,Wetland,Water,Wetland,Grassland
973,Bareland,Bareland,Wetland,Water,Wetland,Bareland
974,Bareland,Bareland,Wetland,Water,Wetland,Water
975,Bareland,Bareland,Wetland,Water,Wetland,Forest
976,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
977,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
978,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
979,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
980,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
981,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
982,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
983,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
984,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
986,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
987,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
988,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
989,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
990,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
991,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
992,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
993,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
994,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
995,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
996,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
997,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
998,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
999,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1000,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1001,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1002,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1003,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1004,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1005,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1006,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1007,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1008,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1009,Bareland,Bareland,Water,NULL,Water,Grassland
1010,Bareland,Bareland,Water,NULL,Water,Cropland
1011,Bareland,Bareland,Water,NULL,Water,Bareland
1012,Bareland,Bareland,Water,NULL,Water,Water
1013,Bareland,Bareland,Water,NULL,Water,Forest
1014,Bareland,Bareland,Water,Non_Water,Water,Cropland
1015,Bareland,Bareland,Water,Non_Water,Water,Bareland
1016,Bareland,Bareland,Water,Non_Water,Water,Water
1017,Bareland,Bareland,Water,Water,Water,NULL
1018,Bareland,Bareland,Water,Water,Water,Grassland
1019,Bareland,Bareland,Water,Water,Water,Bareland
1020,Bareland,Bareland,Water,Water,Water,Water
1021,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1022,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1023,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1024,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1025,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1026,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1027,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1028,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1029,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1030,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1031,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1032,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1033,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1034,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1035,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1036,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1037,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1038,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1039,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1040,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1041,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1042,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1043,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1044,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1045,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1046,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1047,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1048,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1049,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1050,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1051,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1052,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1053,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1054,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1055,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1056,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1057,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1058,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1059,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1060,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1061,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1062,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1063,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1064,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1065,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1066,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1067,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
1068,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1069,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1070,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1071,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1072,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1073,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1074,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1075,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1076,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1077,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1078,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1079,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1080,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1081,Bareland,Water,Grassland,Water,Non_Wetland,NULL
1082,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1083,Bareland,Water,Grassland,Water,Non_Wetland,Water
1084,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1085,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1086,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1087,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1088,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1089,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1090,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1091,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1092,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1093,Bareland,Water,Cropland,Water,Non_Wetland,Water
1094,Bareland,Water,Wetland,NULL,Wetland,NULL
1095,Bareland,Water,Wetland,NULL,Wetland,Grassland
1096,Bareland,Water,Wetland,NULL,Wetland,Bareland
1097,Bareland,Water,Wetland,NULL,Wetland,Water
1098,Bareland,Water,Wetland,NULL,Wetland,Forest
1099,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1100,Bareland,Water,Wetland,Non_Water,Wetland,Water
1101,Bareland,Water,Wetland,Water,Wetland,NULL
1102,Bareland,Water,Wetland,Water,Wetland,Grassland
1103,Bareland,Water,Wetland,Water,Wetland,Bareland
1104,Bareland,Water,Wetland,Water,Wetland,Water
1105,Bareland,Water,Wetland,Water,Wetland,Forest
1106,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1107,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1108,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1109,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1110,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1111,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1112,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1113,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1114,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1115,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1116,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1117,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1118,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1119,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1120,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1121,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1122,Bareland,Water,Bareland,Water,Non_Wetland,Built-up
1123,Bareland,Water,Bareland,Water,Non_Wetland,Water
1124,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1125,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1126,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1127,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1128,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1129,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1130,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1131,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1132,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1133,Bareland,Water,Built-up,Water,Non_Wetland,Built-up
1134,Bareland,Water,Built-up,Water,Non_Wetland,Water
1135,Bareland,Water,Water,NULL,Water,NULL
1136,Bareland,Water,Water,NULL,Water,Grassland
1137,Bareland,Water,Water,NULL,Water,Bareland
1138,Bareland,Water,Water,NULL,Water,Water
1139,Bareland,Water,Water,NULL,Water,Forest
1140,Bareland,Water,Water,Non_Water,Water,Bareland
1141,Bareland,Water,Water,Non_Water,Water,Water
1142,Bareland,Water,Water,Water,Water,NULL
1143,Bareland,Water,Water,Water,Water,Grassland
1144,Bareland,Water,Water,Water,Water,Bareland
1145,Bareland,Water,Water,Water,Water,Water
1146,Bareland,Water,Water,Water,Water,Forest
1147,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1148,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1149,Bareland,Water,Forest,NULL,Non_Wetland,Water
1150,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1151,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1152,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1153,Bareland,Water,Forest,Water,Non_Wetland,Water
1154,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1155,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1156,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1157,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1158,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1159,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1160,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1161,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1162,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1163,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1164,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1165,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1166,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1167,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1168,Bareland,Forest,Cropland,Water,Non_Wetland,Cropland
1169,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
1170,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1171,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
1172,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1173,Bareland,Forest,Bareland,NULL,Non_Wetland,Built-up
1174,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1175,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1176,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1177,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1178,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1179,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1180,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1181,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1182,Water,NULL,NULL,NULL,Non_Wetland,Forest
1183,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1184,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1185,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1186,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1187,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1188,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1189,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1190,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1191,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1192,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1193,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1194,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1195,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1196,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1197,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1198,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1199,Water,NULL,Shrubland,Water,Non_Wetland,Water
1200,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1201,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1202,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1203,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1204,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1205,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1206,Water,NULL,Grassland,NULL,Non_Wetland,Water
1207,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1208,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1209,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1210,Water,NULL,Grassland,Water,Non_Wetland,NULL
1211,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1212,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1213,Water,NULL,Grassland,Water,Non_Wetland,Forest
1214,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1215,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1216,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1217,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1218,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1219,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1220,Water,NULL,Cropland,NULL,Non_Wetland,Water
1221,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1222,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1223,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1224,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1225,Water,NULL,Cropland,Water,Non_Wetland,Water
1226,Water,NULL,Cropland,Water,Non_Wetland,Forest
1227,Water,NULL,Wetland,NULL,Wetland,NULL
1228,Water,NULL,Wetland,NULL,Wetland,Grassland
1229,Water,NULL,Wetland,NULL,Wetland,Bareland
1230,Water,NULL,Wetland,NULL,Wetland,Water
1231,Water,NULL,Wetland,NULL,Wetland,Forest
1232,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1233,Water,NULL,Wetland,Non_Water,Wetland,Water
1234,Water,NULL,Wetland,Non_Water,Wetland,Forest
1235,Water,NULL,Wetland,Water,Wetland,Grassland
1236,Water,NULL,Wetland,Water,Wetland,Bareland
1237,Water,NULL,Wetland,Water,Wetland,Water
1238,Water,NULL,Wetland,Water,Wetland,Forest
1239,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1240,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1241,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1242,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1243,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1244,Water,NULL,Bareland,NULL,Non_Wetland,Water
1245,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1246,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1247,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1248,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1249,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1250,Water,NULL,Bareland,Water,Non_Wetland,NULL
1251,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1252,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1253,Water,NULL,Bareland,Water,Non_Wetland,Water
1254,Water,NULL,Bareland,Water,Non_Wetland,Forest
1255,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1256,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1257,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1258,Water,NULL,Built-up,NULL,Non_Wetland,Water
1259,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1260,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1261,Water,NULL,Built-up,Water,Non_Wetland,Built-up
1262,Water,NULL,Water,NULL,Water,NULL
1263,Water,NULL,Water,NULL,Water,Grassland
1264,Water,NULL,Water,NULL,Water,Wetland
1265,Water,NULL,Water,NULL,Water,Bareland
1266,Water,NULL,Water,NULL,Water,Water
1267,Water,NULL,Water,NULL,Water,Forest
1268,Water,NULL,Water,Non_Water,Water,Wetland
1269,Water,NULL,Water,Water,Water,NULL
1270,Water,NULL,Water,Water,Water,Grassland
1271,Water,NULL,Water,Water,Water,Cropland
1272,Water,NULL,Water,Water,Water,Bareland
1273,Water,NULL,Water,Water,Water,Water
1274,Water,NULL,Water,Water,Water,Forest
1275,Water,NULL,Forest,NULL,Non_Wetland,NULL
1276,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1277,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1278,Water,NULL,Forest,NULL,Non_Wetland,Wetland
