Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPT_M_R
14075,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
14076,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14077,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
14078,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
14079,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14080,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
14081,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
14082,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
14083,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
14084,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
14085,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
14086,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14087,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Cropland
14088,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
14089,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
14090,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
14091,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
14092,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
14093,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
14094,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
14095,Water,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Forest
14096,Water,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
14097,Water,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
14098,Water,Cropland,Wetland,NULL,Wetland,Forest,Forest,Water
14099,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14100,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
14101,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
14102,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14103,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14104,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
14105,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
14106,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
14107,Water,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14108,Water,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14109,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
14110,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
14111,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
14112,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
14113,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
14114,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
14115,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
14116,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
14117,Water,Cropland,Wetland,Water,Wetland,Wetland,Forest,Grassland
14118,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
14119,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
14120,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
14121,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
14122,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
14123,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Wetland
14124,Water,Cropland,Wetland,Water,Wetland,Forest,Forest,Grassland
14125,Water,Cropland,Water,Non_Water,Water,Forest,Water,Wetland
14126,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
14127,Water,Cropland,Water,Water,Water,Water,Water,Wetland
14128,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14129,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14130,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
14131,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14132,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14133,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14134,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
14135,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
14136,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14137,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14138,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14139,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14140,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
14141,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
14142,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
14143,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14144,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14145,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
14146,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
14147,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14148,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
14149,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
14150,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
14151,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14152,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14153,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14154,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14155,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14156,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
14157,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14158,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
14159,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14160,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14161,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
14162,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14163,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14164,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14165,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
14166,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
14167,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14168,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14169,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
14170,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
14171,Water,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14172,Water,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
14173,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
14174,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14175,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14176,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14177,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14178,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
14179,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14180,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14181,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14182,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
14183,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14184,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14185,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
14186,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14187,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
14188,Water,Wetland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
14189,Water,Wetland,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
14190,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
14191,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
14192,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
14193,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
14194,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
14195,Water,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
14196,Water,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
14197,Water,Wetland,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
14198,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
14199,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
14200,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
14201,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Grassland
14202,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14203,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14204,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14205,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14206,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
14207,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14208,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
14209,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
14210,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
14211,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
14212,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
14213,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14214,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
14215,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
14216,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14217,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14218,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
14219,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14220,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
14221,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
14222,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
14223,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14224,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
14225,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
14226,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
14227,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14228,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
14229,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
14230,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14231,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14232,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
14233,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
14234,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
14235,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
14236,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
14237,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
14238,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
14239,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
14240,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
14241,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14242,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
14243,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
14244,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14245,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14246,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
14247,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14248,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
14249,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
14250,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14251,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
14252,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
14253,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14254,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14255,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
14256,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
14257,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
14258,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
14259,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
14260,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
14261,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14262,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14263,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
14264,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
14265,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
14266,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
14267,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
14268,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14269,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14270,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
14271,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Water
14272,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14273,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Water
14274,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14275,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14276,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
14277,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14278,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
14279,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14280,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
14281,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14282,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14283,Water,Wetland,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
14284,Water,Wetland,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
14285,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
14286,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
14287,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
14288,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
14289,Water,Wetland,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
14290,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
14291,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,NULL,Wetland
14292,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
14293,Water,Wetland,Grassland,Water,Non_Wetland,Forest,NULL,Forest
14294,Water,Wetland,Grassland,Water,Non_Wetland,Forest,Water,Water
14295,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14296,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14297,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14298,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14299,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14300,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14301,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14302,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14303,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14304,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
14305,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14306,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14307,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
14308,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14309,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
14310,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
14311,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14312,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
14313,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
14314,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14315,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14316,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
14317,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14318,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14319,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
14320,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14321,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
14322,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14323,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
14324,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14325,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14326,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
14327,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
14328,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
14329,Water,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14330,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14331,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14332,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
14333,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
14334,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
14335,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14336,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14337,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
14338,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14339,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
14340,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14341,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
14342,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
14343,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
14344,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
14345,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
14346,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
14347,Water,Wetland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
14348,Water,Wetland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
14349,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
14350,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
14351,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
14352,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
14353,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
14354,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14355,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
14356,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14357,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Water
14358,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
14359,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
14360,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
14361,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
14362,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
14363,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
14364,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
14365,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14366,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
14367,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
14368,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Water
14369,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14370,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
14371,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
14372,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
14373,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
14374,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
14375,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
14376,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
14377,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
14378,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14379,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
14380,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Bareland
14381,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Water
14382,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
14383,Water,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
14384,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14385,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
14386,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
14387,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
14388,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
14389,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
14390,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
14391,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
14392,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
14393,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
14394,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
14395,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
14396,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
14397,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Bareland
14398,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
14399,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
14400,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
14401,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
14402,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Bareland
14403,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
14404,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
14405,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
14406,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14407,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
14408,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Bareland
14409,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
14410,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
