Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNN_M_R
1157,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1158,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1159,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1160,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1161,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1162,Bareland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1163,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1164,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1165,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1166,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1167,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1168,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1169,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1170,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1171,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1172,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1173,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1174,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1175,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1176,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Water
1177,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1178,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1179,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1180,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1181,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1182,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1183,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1184,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1185,Bareland,Forest,Water,Water,Water,NULL,Bareland
1186,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1187,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1188,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1189,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
1190,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1191,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL
1192,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1193,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1194,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1195,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1196,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1197,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1198,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1199,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1200,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1201,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1202,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1203,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1204,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1205,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1206,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1207,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1208,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1209,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1210,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1211,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1212,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1213,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1214,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1215,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1216,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1217,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1218,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1219,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1220,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1221,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1222,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1223,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1224,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1225,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1226,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1227,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1228,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1229,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1230,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1231,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1232,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1233,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1234,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1235,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1236,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1237,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1238,Water,NULL,Wetland,NULL,Wetland,NULL,NULL
1239,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1240,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1241,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1242,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1243,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1244,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1245,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1246,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1247,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1248,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1249,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1250,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1251,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1252,Water,NULL,Wetland,Water,Wetland,NULL,Water
1253,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1254,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1255,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1256,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1257,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1258,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1259,Water,NULL,Water,NULL,Water,NULL,Grassland
1260,Water,NULL,Water,NULL,Water,NULL,Wetland
1261,Water,NULL,Water,NULL,Water,NULL,Bareland
1262,Water,NULL,Water,NULL,Water,NULL,Water
1263,Water,NULL,Water,NULL,Water,NULL,Forest
1264,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1265,Water,NULL,Water,Non_Water,Water,NULL,Wetland
1266,Water,NULL,Water,Non_Water,Water,NULL,Bareland
1267,Water,NULL,Water,Non_Water,Water,NULL,Water
1268,Water,NULL,Water,Non_Water,Water,NULL,Forest
1269,Water,NULL,Water,Water,Water,NULL,Grassland
1270,Water,NULL,Water,Water,Water,NULL,Wetland
1271,Water,NULL,Water,Water,Water,NULL,Bareland
1272,Water,NULL,Water,Water,Water,NULL,Water
1273,Water,NULL,Water,Water,Water,NULL,Forest
1274,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1275,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1276,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1277,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1278,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1279,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1280,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1281,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1282,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1283,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1284,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1285,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1286,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1287,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1288,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1289,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1290,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1291,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1292,Water,Cropland,Water,Water,Water,NULL,Bareland
1293,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1294,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
1295,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1296,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water
1297,Water,Wetland,NULL,Water,Non_Wetland,NULL,Forest
1298,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1299,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1300,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1301,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1302,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1303,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1304,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1305,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1306,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1307,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1308,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1309,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1310,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1311,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1312,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1313,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1314,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1315,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1316,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1317,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1318,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1319,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1320,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1321,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1322,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1323,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1324,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1325,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1326,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1327,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1328,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1329,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1330,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1331,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1332,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1333,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1334,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1335,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1336,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1337,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1338,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1339,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1340,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1341,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1342,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
1343,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
1344,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1345,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1346,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1347,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1348,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1349,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
1350,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
1351,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
1352,Water,Wetland,Wetland,Water,Wetland,NULL,Water
1353,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
1354,Water,Wetland,Water,NULL,Water,NULL,Grassland
1355,Water,Wetland,Water,NULL,Water,NULL,Wetland
1356,Water,Wetland,Water,NULL,Water,NULL,Bareland
1357,Water,Wetland,Water,NULL,Water,NULL,Water
1358,Water,Wetland,Water,NULL,Water,NULL,Forest
1359,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
1360,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
1361,Water,Wetland,Water,Non_Water,Water,NULL,Water
1362,Water,Wetland,Water,Non_Water,Water,NULL,Forest
1363,Water,Wetland,Water,Water,Water,NULL,NULL
1364,Water,Wetland,Water,Water,Water,NULL,Grassland
1365,Water,Wetland,Water,Water,Water,NULL,Wetland
1366,Water,Wetland,Water,Water,Water,NULL,Bareland
1367,Water,Wetland,Water,Water,Water,NULL,Water
1368,Water,Wetland,Water,Water,Water,NULL,Forest
1369,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1370,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1371,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1372,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1373,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1374,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1375,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1376,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1377,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1378,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1379,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1380,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1381,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1382,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
1383,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1384,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1385,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water
1386,Water,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1387,Water,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1388,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
1389,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1390,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1391,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1392,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1393,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1394,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1395,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1396,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1397,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1398,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1399,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1400,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1401,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1402,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1403,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1404,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1405,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1406,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1407,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1408,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1409,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1410,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1411,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1412,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1413,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1414,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1415,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1416,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1417,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1418,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1419,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1420,Water,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1421,Water,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1422,Water,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1423,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
1424,Water,Bareland,Wetland,NULL,Wetland,NULL,Forest
1425,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1426,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1427,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1428,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1429,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1430,Water,Bareland,Wetland,Water,Wetland,NULL,Grassland
1431,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
1432,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland
1433,Water,Bareland,Wetland,Water,Wetland,NULL,Water
1434,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
1435,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1436,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1437,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Wetland
1438,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1439,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1440,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1441,Water,Bareland,Water,NULL,Water,NULL,Grassland
1442,Water,Bareland,Water,NULL,Water,NULL,Bareland
1443,Water,Bareland,Water,NULL,Water,NULL,Water
1444,Water,Bareland,Water,NULL,Water,NULL,Forest
1445,Water,Bareland,Water,Non_Water,Water,NULL,Grassland
1446,Water,Bareland,Water,Non_Water,Water,NULL,Wetland
1447,Water,Bareland,Water,Non_Water,Water,NULL,Bareland
1448,Water,Bareland,Water,Non_Water,Water,NULL,Water
1449,Water,Bareland,Water,Non_Water,Water,NULL,Forest
1450,Water,Bareland,Water,Water,Water,NULL,Grassland
1451,Water,Bareland,Water,Water,Water,NULL,Wetland
1452,Water,Bareland,Water,Water,Water,NULL,Bareland
1453,Water,Bareland,Water,Water,Water,NULL,Water
1454,Water,Bareland,Water,Water,Water,NULL,Forest
1455,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1456,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1457,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1458,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1459,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1460,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1461,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1462,Water,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1463,Water,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
1464,Water,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1465,Water,Bareland,Forest,Water,Non_Wetland,NULL,Water
1466,Water,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1467,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1468,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1469,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1470,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1471,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1472,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1473,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
1474,Water,Built-up,Wetland,Water,Wetland,NULL,Grassland
1475,Water,Built-up,Wetland,Water,Wetland,NULL,Bareland
1476,Water,Built-up,Water,NULL,Water,NULL,Grassland
1477,Water,Built-up,Water,NULL,Water,NULL,Forest
1478,Water,Built-up,Water,Water,Water,NULL,Bareland
1479,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1480,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1481,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
1482,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
1483,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1484,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
1485,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water
1486,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland
1487,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland
1488,Water,Water,NULL,Water,Non_Wetland,NULL,Water
1489,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
1490,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
1491,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1492,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1493,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1494,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1495,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1496,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1497,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1498,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1499,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1500,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1501,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1502,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1503,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1504,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
1505,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1506,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1507,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1508,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1509,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
1510,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1511,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1512,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1513,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1514,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1515,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1516,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1517,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1518,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1519,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
1520,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
1521,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1522,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1523,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
1524,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1525,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1526,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1527,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1528,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1529,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1530,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1531,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
1532,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
1533,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
1534,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
1535,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
1536,Water,Water,Wetland,NULL,Wetland,NULL,Water
1537,Water,Water,Wetland,NULL,Wetland,NULL,Forest
1538,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL
1539,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1540,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1541,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1542,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
1543,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
1544,Water,Water,Wetland,Water,Wetland,NULL,Grassland
1545,Water,Water,Wetland,Water,Wetland,NULL,Wetland
1546,Water,Water,Wetland,Water,Wetland,NULL,Bareland
1547,Water,Water,Wetland,Water,Wetland,NULL,Water
1548,Water,Water,Wetland,Water,Wetland,NULL,Forest
1549,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1550,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1551,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
1552,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
