Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R
4444,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4445,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4446,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4447,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4448,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4449,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4450,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4451,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4452,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4453,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4454,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4455,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4456,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4457,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
4458,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4459,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4460,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4461,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4462,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4463,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4464,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4465,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4466,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4467,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4468,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4469,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4470,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4471,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4472,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4473,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4474,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4475,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4476,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4477,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4478,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4479,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4480,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4481,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4482,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4483,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4484,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4485,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4486,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4487,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4488,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4489,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4490,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4491,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4492,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4493,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4494,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4495,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4496,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4497,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4498,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4499,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4500,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4501,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4502,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4503,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4504,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4505,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4506,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4507,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4508,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4509,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4510,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4511,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4512,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4513,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4514,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4515,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4516,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4517,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4518,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4519,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4520,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4521,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4522,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4523,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4524,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4525,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
4526,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4527,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4528,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4529,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4530,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4531,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4532,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4533,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4534,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4535,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4536,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4537,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4538,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4539,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4540,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4541,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4542,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4543,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4544,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
4545,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4546,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4547,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4548,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4549,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4550,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4551,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4552,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4553,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4554,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4555,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
4556,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4557,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4558,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4559,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4560,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4561,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4562,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4563,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
4564,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
4565,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4566,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4567,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4568,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4569,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4570,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4571,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4572,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4573,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
4574,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
4575,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4576,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4577,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
4578,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
4579,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4580,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
4581,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4582,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4583,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4584,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4585,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4586,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4587,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4588,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4589,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
4590,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4591,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4592,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4593,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4594,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4595,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4596,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4597,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4598,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4599,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
4600,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
4601,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4602,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4603,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
4604,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4605,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4606,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
4607,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
4608,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
4609,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4610,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4611,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4612,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4613,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4614,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4615,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4616,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4617,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4618,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4619,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4620,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
4621,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4622,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4623,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4624,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4625,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4626,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4627,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4628,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4629,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4630,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4631,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4632,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
4633,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4634,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4635,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
4636,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
4637,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4638,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4639,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4640,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4641,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4642,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4643,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4644,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4645,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4646,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
4647,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4648,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4649,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
4650,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
4651,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4652,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4653,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4654,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
4655,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4656,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4657,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4658,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4659,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
4660,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4661,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4662,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
4663,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4664,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4665,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4666,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4667,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4668,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4669,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4670,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4671,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4672,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4673,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4674,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4675,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4676,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4677,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4678,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
4679,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4680,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4681,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4682,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4683,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4684,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4685,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4686,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
4687,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4688,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4689,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
4690,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
4691,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4692,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4693,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4694,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4695,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4696,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4697,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4698,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
4699,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4700,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
4701,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4702,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4703,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
4704,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
4705,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4706,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4707,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4708,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4709,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4710,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4711,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4712,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4713,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4714,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
4715,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4716,Wetland,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
4717,Wetland,NULL,Wetland,Non_Water,Wetland,Built-up,Forest,Wetland
4718,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4719,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4720,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
4721,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4722,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4723,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4724,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4725,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
4726,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4727,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4728,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4729,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4730,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4731,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4732,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4733,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
4734,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
4735,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
4736,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
4737,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
4738,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
4739,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4740,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4741,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4742,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
4743,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4744,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4745,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4746,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
4747,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
4748,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
4749,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4750,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4751,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4752,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
4753,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4754,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
4755,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4756,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4757,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4758,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
4759,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4760,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4761,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
4762,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4763,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4764,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
4765,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4766,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4767,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
4768,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
4769,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4770,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
4771,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4772,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4773,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
4774,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4775,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
