Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R
5646,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5647,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
5648,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5649,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5650,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5651,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5652,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5653,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5654,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5655,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5656,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
5657,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5658,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5659,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5660,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5661,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5662,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5663,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5664,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5665,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
5666,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5667,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5668,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5669,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5670,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5671,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5672,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5673,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
5674,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
5675,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
5676,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
5677,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5678,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
5679,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5680,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5681,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
5682,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5683,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5684,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5685,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
5686,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
5687,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5688,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5689,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5690,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5691,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5692,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5693,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
5694,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5695,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5696,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5697,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5698,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5699,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
5700,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5701,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5702,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5703,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5704,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5705,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5706,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5707,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5708,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5709,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
5710,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
5711,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
5712,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,NULL
5713,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
5714,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
5715,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5716,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5717,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5718,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5719,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
5720,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
5721,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
5722,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
5723,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
5724,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5725,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
5726,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
5727,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5728,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
5729,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5730,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
5731,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
5732,Wetland,Water,Water,NULL,Water,Grassland,Water,Grassland
5733,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
5734,Wetland,Water,Water,NULL,Water,Water,Water,Water
5735,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
5736,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
5737,Wetland,Water,Water,Non_Water,Water,Grassland,NULL,Water
5738,Wetland,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
5739,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5740,Wetland,Water,Water,Non_Water,Water,Water,NULL,Wetland
5741,Wetland,Water,Water,Non_Water,Water,Water,NULL,Water
5742,Wetland,Water,Water,Non_Water,Water,Water,NULL,Forest
5743,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5744,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5745,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
5746,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
5747,Wetland,Water,Water,Water,Water,NULL,NULL,Water
5748,Wetland,Water,Water,Water,Water,NULL,Wetland,Wetland
5749,Wetland,Water,Water,Water,Water,Grassland,Wetland,Grassland
5750,Wetland,Water,Water,Water,Water,Wetland,NULL,Wetland
5751,Wetland,Water,Water,Water,Water,Wetland,NULL,Water
5752,Wetland,Water,Water,Water,Water,Wetland,Grassland,Wetland
5753,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
5754,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
5755,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
5756,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5757,Wetland,Water,Water,Water,Water,Bareland,Grassland,Wetland
5758,Wetland,Water,Water,Water,Water,Bareland,Wetland,Wetland
5759,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
5760,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
5761,Wetland,Water,Water,Water,Water,Water,NULL,Water
5762,Wetland,Water,Water,Water,Water,Water,Grassland,Wetland
5763,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
5764,Wetland,Water,Water,Water,Water,Water,Water,Grassland
5765,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5766,Wetland,Water,Water,Water,Water,Water,Water,Water
5767,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5768,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5769,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5770,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5771,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5772,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5773,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5774,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5775,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5776,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5777,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5778,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5779,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5780,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5781,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5782,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5783,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5784,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5785,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5786,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5787,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5788,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
5789,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5790,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5791,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5792,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5793,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5794,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
5795,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5796,Wetland,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
5797,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5798,Wetland,Water,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
5799,Wetland,Water,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
5800,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
5801,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
5802,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
5803,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5804,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5805,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5806,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5807,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5808,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5809,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5810,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5811,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5812,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5813,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5814,Wetland,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
5815,Wetland,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
5816,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
5817,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
5818,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5819,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5820,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
5821,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5822,Wetland,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
5823,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5824,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
5825,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5826,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5827,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5828,Wetland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5829,Wetland,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
5830,Wetland,Forest,Water,Water,Water,Bareland,NULL,Grassland
5831,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5832,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5833,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5834,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5835,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5836,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5837,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5838,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5839,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5840,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5841,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5842,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5843,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5844,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5845,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5846,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5847,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
5848,Wetland,Forest,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
5849,Wetland,Forest,Forest,Water,Non_Wetland,Water,NULL,Wetland
5850,Wetland,Forest,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5851,Wetland,Forest,Forest,Water,Non_Wetland,Forest,NULL,Grassland
5852,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5853,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5854,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5855,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5856,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5857,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5858,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5859,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5860,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5861,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5862,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5863,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5864,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5865,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5866,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
5867,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5868,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5869,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
5870,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5871,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5872,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5873,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5874,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5875,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5876,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5877,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5878,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5884,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5885,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5886,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
5887,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5888,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5891,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5892,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5894,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5896,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5897,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5898,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5899,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5900,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5905,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
5906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
5908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5913,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5914,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
5915,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5916,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
5921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
5923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
5926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
5927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
5928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5929,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5930,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
5931,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5932,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5933,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5934,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5935,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5936,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5937,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5938,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5939,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5940,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5941,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5942,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5947,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5948,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5949,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5950,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5951,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5952,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5953,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5954,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
5955,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5956,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5957,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5958,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5959,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5960,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5961,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5962,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5963,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5964,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5965,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
5966,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
5967,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
5968,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
5981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
