Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGJ_M_R
16539,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
16540,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16541,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
16542,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
16543,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16544,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16545,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
16546,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
16547,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16548,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16549,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16550,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
16551,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16552,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16553,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16554,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16555,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16556,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16557,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
16558,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16559,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16560,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
16561,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16562,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16563,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16564,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16565,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16566,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16567,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16568,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16569,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16570,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
16571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16572,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
16573,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
16574,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
16575,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
16576,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16577,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16578,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16579,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
16580,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
16581,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
16582,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
16583,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
16584,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
16585,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16586,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
16587,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16588,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16589,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
16590,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
16591,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16592,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
16593,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
16594,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16595,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16596,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16597,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
16598,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16599,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16600,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16601,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16602,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16603,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16604,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16605,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16606,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16607,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16608,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16609,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16610,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16611,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16612,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16613,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16614,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
16615,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16616,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16617,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16618,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16619,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16620,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16621,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16622,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16623,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
16624,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16625,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16626,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16627,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16628,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16629,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
16630,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16631,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16632,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16633,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16634,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16635,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16636,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16637,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
16638,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16639,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16640,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16641,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16642,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16643,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16644,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16645,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16646,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16647,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16648,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16649,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16650,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
16651,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16652,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
16653,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16654,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16655,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16656,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16657,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16658,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16659,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16660,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
16661,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16662,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
16663,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16664,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16665,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16666,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
16667,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
16668,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16669,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16670,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16671,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16672,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16673,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16674,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16675,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16676,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16677,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16678,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16679,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16680,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16681,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16682,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16683,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16684,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16685,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16686,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
16687,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16688,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16689,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16690,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16691,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
16692,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16693,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16694,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16695,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16696,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16697,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16698,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16699,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16700,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16701,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16702,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
16703,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16704,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16705,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16706,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16707,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16708,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16709,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16710,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16711,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16712,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
16713,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16714,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
16715,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16716,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
16717,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
16718,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
16719,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
16720,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16721,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16722,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16723,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16724,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16725,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16726,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
16727,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16728,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16729,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16730,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16731,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16732,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16733,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16734,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16735,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16736,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16737,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16738,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16739,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
16740,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16741,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16742,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16743,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16744,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16745,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16746,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
16747,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16748,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16749,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16750,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16751,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16752,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16753,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16754,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16755,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16756,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16757,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16758,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16759,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
16760,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16761,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16762,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
16763,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16764,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16765,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16766,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16767,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16768,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16769,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16770,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
16771,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16772,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
16773,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
16774,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
16775,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
16776,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
16777,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16778,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
16779,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
16780,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16781,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16782,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16783,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
16784,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
16785,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16786,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16787,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16788,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
16789,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
16790,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
16791,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16792,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16793,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16794,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
16795,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16796,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
16797,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16798,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
16799,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
16800,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
16801,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16802,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16803,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16804,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16805,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
16806,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
16807,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16808,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
16809,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16810,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16811,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16812,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16813,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16814,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
16815,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16816,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16817,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16818,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16819,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
16820,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16821,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16822,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16823,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16824,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16825,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16826,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16827,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16828,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16829,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16830,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16831,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16832,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16833,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16834,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16835,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
16836,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16837,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16838,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16839,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16840,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
16841,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16842,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
16843,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16844,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
16845,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16846,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16847,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16848,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16849,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16850,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16851,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16852,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16853,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
16854,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
16855,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
16856,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
16857,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
16858,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
16859,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
16860,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
16861,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
16862,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
16863,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
