Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPL_M_R
1413,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1414,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1415,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1416,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1417,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1418,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1419,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1420,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1421,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1422,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1423,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1424,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1425,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1426,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1427,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1428,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1429,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1430,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1431,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1432,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1433,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1434,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1435,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1436,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1437,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1438,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1439,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1440,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1441,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1443,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1444,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1445,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1446,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1447,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1448,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1449,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1450,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1451,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1453,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1455,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1456,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1457,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1458,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1459,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1460,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1461,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1462,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1463,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1464,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1465,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1466,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1467,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1468,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1469,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1472,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1473,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1474,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1476,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1477,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1478,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1479,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1480,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1481,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1482,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1483,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1484,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1485,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1486,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1487,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1488,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1489,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1490,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1491,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1492,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1494,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1495,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1496,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1497,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1498,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1499,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1500,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1501,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1502,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1503,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1504,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1506,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1508,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1509,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1510,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1511,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1512,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1513,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1514,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1515,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1516,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1517,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1518,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1519,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1520,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1521,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1522,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1523,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1525,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1527,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1528,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1531,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1532,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1533,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1534,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1535,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1537,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1538,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1539,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1541,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1542,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1543,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1545,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1546,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1547,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1548,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1549,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1550,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1551,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1552,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1553,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1554,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1555,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1556,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1557,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1558,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1559,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1560,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1561,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1562,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1564,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1565,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1567,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1568,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1569,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1570,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1571,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1572,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1573,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1574,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1575,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1576,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1578,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1579,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1580,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1581,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1582,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1583,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1584,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1585,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1586,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1587,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1588,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1589,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1590,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1591,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1592,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1593,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1594,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1595,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1596,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1597,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1598,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1599,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1600,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1602,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1603,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1604,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1605,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1606,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1607,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1608,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1609,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1610,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1611,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1612,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1613,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1615,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1616,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1617,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1618,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1619,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1621,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1622,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1623,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
1624,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1627,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1628,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1629,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1630,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
1631,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1632,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1633,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1634,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1635,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1636,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1637,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1639,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1642,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1643,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1644,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1645,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1648,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1649,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1650,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1651,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1652,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1653,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1654,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1655,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1656,Bareland,Forest,Water,Water,Water,NULL,NULL,Cropland
1657,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1658,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1659,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1660,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1662,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1663,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1664,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1665,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1666,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1667,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1668,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1669,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1670,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1671,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1672,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1673,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1674,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1675,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1676,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1677,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1678,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1679,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1680,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1681,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1682,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1684,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1686,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1687,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1688,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1689,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1690,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1691,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1692,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1693,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1694,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1695,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1696,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1697,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1698,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1699,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1701,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1702,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1703,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1704,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1705,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1706,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1707,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1708,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1709,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1710,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1711,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1712,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1713,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1714,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1715,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1716,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1717,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1718,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1719,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1720,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1721,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1722,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1723,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1724,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1726,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1727,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1728,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1729,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1731,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1732,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1733,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1734,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1735,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1736,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1737,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1738,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1739,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
1740,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1741,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1742,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1743,Water,NULL,Water,Water,Water,NULL,NULL,Water
1744,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1745,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1746,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1747,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1748,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1749,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1750,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1751,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1752,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1753,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1754,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1755,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
