Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZG_M_R
688,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
689,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
691,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
692,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
693,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
694,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
696,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
697,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
698,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
699,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
700,Wetland,Wetland,Wetland,NULL,NULL,NULL,NULL,Wetland
701,Wetland,Wetland,Wetland,NULL,NULL,NULL,NULL,Water
702,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
703,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
704,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
705,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
706,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
707,Wetland,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Wetland
708,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
709,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
710,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
711,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
712,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
713,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
714,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
715,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
716,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
717,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
718,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
719,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
720,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
721,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
722,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
723,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
724,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
725,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
726,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Water
727,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
728,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
729,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
730,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
731,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
732,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
733,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
734,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
736,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
737,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
738,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
739,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
740,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
741,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
742,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
743,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
745,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
746,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
748,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
749,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
750,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
751,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
752,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
753,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
755,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
756,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
757,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
758,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
759,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
760,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
761,Wetland,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
762,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
763,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
764,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
765,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Wetland
766,Wetland,Water,Wetland,Water,NULL,NULL,NULL,Water
767,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
768,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
769,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
770,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
771,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
772,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
773,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
774,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
775,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
776,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
777,Wetland,Water,Water,Non_Water,NULL,NULL,NULL,Water
778,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
779,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
780,Wetland,Water,Water,Water,NULL,NULL,NULL,Wetland
781,Wetland,Water,Water,Water,NULL,NULL,NULL,Water
782,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
783,Wetland,Water,Water,Water,Water,NULL,NULL,Water
784,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
785,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
786,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
787,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
788,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
789,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
790,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
791,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
792,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
793,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
794,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
795,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
796,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
797,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
798,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
799,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
800,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
801,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
802,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
803,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
804,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
805,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
809,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
811,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
812,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
813,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
814,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
816,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
817,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
818,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
819,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
820,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
822,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
823,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
824,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
825,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
827,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
828,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
829,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
830,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
831,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
832,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
834,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
835,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
836,Bareland,NULL,Water,Water,NULL,NULL,NULL,Grassland
837,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
838,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
839,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
840,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
841,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
842,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
843,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
844,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
846,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
847,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
851,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
852,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
854,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
855,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
856,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
858,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
859,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
860,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
861,Bareland,Wetland,Water,Non_Water,NULL,NULL,NULL,Water
862,Bareland,Wetland,Water,Water,NULL,NULL,NULL,Water
863,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
865,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
866,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
867,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
868,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
869,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
871,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
873,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
874,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
876,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
877,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
879,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
880,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
883,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
885,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
887,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
888,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
889,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
890,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
891,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
892,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
893,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
894,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
895,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
896,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
897,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
898,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
899,Bareland,Bareland,Water,Water,NULL,NULL,NULL,Water
900,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
901,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
902,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
903,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
904,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
905,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
906,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
907,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
908,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
911,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
912,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
914,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
915,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
917,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
918,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
921,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
922,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
925,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
926,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
927,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
928,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
930,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
932,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
935,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
937,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
941,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
943,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
945,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
946,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
947,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
948,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
949,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
950,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
951,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
952,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
953,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
954,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
955,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
956,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
957,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
958,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
959,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
960,Bareland,Water,Water,Water,NULL,NULL,NULL,Grassland
961,Bareland,Water,Water,Water,NULL,NULL,NULL,Bareland
962,Bareland,Water,Water,Water,NULL,NULL,NULL,Water
963,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
964,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
966,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
967,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
968,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
970,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
971,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
972,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
974,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
976,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
977,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
978,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
979,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
980,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
982,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
984,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
985,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
987,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
988,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
989,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
990,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
991,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
992,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
993,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
994,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
995,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
996,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
997,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
998,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
999,Water,NULL,Wetland,Water,NULL,NULL,NULL,Water
1000,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1001,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1002,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1003,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1004,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1005,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
1006,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
1007,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1008,Water,NULL,Water,Water,NULL,NULL,NULL,NULL
1009,Water,NULL,Water,Water,NULL,NULL,NULL,Water
1010,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1011,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1012,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1014,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1015,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1017,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1018,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1020,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1021,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1022,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1023,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1024,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1026,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1027,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1028,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1029,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1030,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1031,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1032,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1033,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1034,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1035,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1036,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1037,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
