Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRU_M_R
1802,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1803,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1804,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1805,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1806,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1807,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1808,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1809,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1810,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1811,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1812,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1813,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1814,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1815,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1816,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1817,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1818,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1819,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1820,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1821,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
1822,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1823,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1824,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1825,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1826,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1827,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1828,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1829,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1830,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1831,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1832,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1833,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1834,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1835,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1836,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1837,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1838,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1839,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1840,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1841,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1842,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1843,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1844,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1845,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1846,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1847,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1848,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1849,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1850,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1851,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1852,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1853,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1854,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1855,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1856,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1857,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1858,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1859,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1860,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1861,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1862,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1863,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1864,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1865,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1866,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1867,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1868,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1869,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1870,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1871,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1872,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1873,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1874,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1875,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1876,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1877,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1878,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1879,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1880,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1881,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1882,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1883,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1884,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1885,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1886,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1887,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1888,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1889,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1890,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1891,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1892,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1893,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1894,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1895,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1896,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1897,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1898,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1899,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1900,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1901,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1902,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1903,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1904,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1905,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1906,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1907,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1908,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1909,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1910,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1911,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1912,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1913,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1914,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1915,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1916,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1917,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1918,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1919,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1920,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1921,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1922,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1923,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1924,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1925,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1926,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1927,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1928,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1929,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1930,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1931,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1932,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1933,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1934,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1935,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1936,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1937,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1938,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1939,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1940,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1941,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1942,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1943,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1944,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1945,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1946,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1947,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1948,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1949,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1950,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1951,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1952,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1953,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1954,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1955,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1956,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1957,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1958,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
1959,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1960,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1961,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1962,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1963,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1964,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1965,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1966,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1967,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1968,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1969,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1970,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1971,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1972,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
1973,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1974,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1975,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1976,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Grassland
1977,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1978,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1979,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1980,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1981,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1982,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1983,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1984,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1985,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1986,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1987,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1988,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1989,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1990,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1991,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1992,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1993,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1994,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1995,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1996,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1997,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1998,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1999,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2000,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2001,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2002,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2003,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2004,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2005,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2006,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2007,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2008,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2009,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2010,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
2011,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2012,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2013,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2014,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2015,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2016,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2017,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2018,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2019,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2020,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2021,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2022,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2023,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2024,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2025,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2026,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2027,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
2028,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2029,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2030,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2031,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2032,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2033,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2034,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2035,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2036,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2037,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2038,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2039,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2040,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2041,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2042,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2043,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2044,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2045,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2046,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
2047,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2048,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2049,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2050,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2051,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
2052,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2053,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2054,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2055,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
2056,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2057,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2058,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2059,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2060,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2061,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2062,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2063,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2064,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2065,Forest,NULL,Water,Water,Water,Water,Water,Water
2066,Forest,NULL,Water,Water,Water,Water,Water,Forest
2067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2072,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2073,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2074,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2075,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2076,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2077,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2078,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2079,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2080,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2081,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2082,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2083,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2084,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2085,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2086,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2087,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2088,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2089,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2090,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2091,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2092,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2096,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2097,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2098,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2099,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2100,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2101,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2102,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2103,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2104,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2105,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2106,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2107,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2108,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2109,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2110,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2111,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2112,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2113,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2114,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2115,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2116,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2117,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2118,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2119,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2120,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2121,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2122,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2123,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2124,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2125,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2126,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2127,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2128,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2129,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2130,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2131,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2132,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2133,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2134,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2135,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2136,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2137,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2138,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2139,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2140,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
