Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXV_M_R
4535,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4536,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
4537,Water,NULL,Water,Non_Water,Water,Water,Water,Water
4538,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
4539,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4540,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
4541,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
4542,Water,NULL,Water,Water,Water,Wetland,Water,Forest
4543,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
4544,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
4545,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
4546,Water,NULL,Water,Water,Water,Water,Grassland,Water
4547,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
4548,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
4549,Water,NULL,Water,Water,Water,Water,Water,Wetland
4550,Water,NULL,Water,Water,Water,Water,Water,Water
4551,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4552,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4553,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4554,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4555,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4556,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4557,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4558,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4559,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4560,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4561,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4562,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4563,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4564,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4565,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4566,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4567,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4568,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4569,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4570,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4571,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4572,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4573,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4574,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4575,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4576,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4577,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4578,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4579,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4580,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4581,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4582,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4583,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4584,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4585,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4586,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4587,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
4588,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4589,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4590,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4591,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
4592,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4593,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4594,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4595,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4596,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4597,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4598,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4599,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4600,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4601,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4602,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4603,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4604,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4605,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4606,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4607,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4608,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4609,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4610,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
4611,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4612,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4613,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4614,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4615,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4616,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4617,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
4618,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
4619,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
4620,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
4621,Water,Cropland,Water,NULL,Water,Water,Wetland,Wetland
4622,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4623,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4624,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4625,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4626,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4627,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4628,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4629,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4630,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4631,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
4632,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4633,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4634,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4635,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4636,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4637,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4638,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
4639,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4640,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4641,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4642,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4643,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4644,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4645,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4646,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4647,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4648,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4649,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4650,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4651,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4652,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4653,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4654,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
4655,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4656,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
4657,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4658,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4659,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4660,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
4661,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4662,Water,Wetland,Water,Water,Water,Water,Water,Water
4663,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4664,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4665,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4666,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
4667,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4668,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4669,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
4670,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4671,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4672,Water,Bareland,Water,Water,Water,Water,Water,Water
4673,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4674,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4675,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4676,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4677,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4678,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4679,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4680,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4681,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4682,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4683,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4684,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
4685,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4686,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4687,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4688,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4689,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4690,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4691,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4692,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4693,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4694,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4695,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
4696,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4697,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4698,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
4699,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4700,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
4701,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4702,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
4703,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4704,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4705,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4706,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4707,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4708,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4709,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4710,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4711,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4712,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4713,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4714,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
4715,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
4716,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
4717,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
4718,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4719,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4720,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4721,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4722,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4723,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4724,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4725,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4726,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4727,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4728,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4729,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4730,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4731,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4732,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4733,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4734,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4735,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4736,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4737,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4738,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4739,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4740,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4741,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4742,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4743,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4744,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4745,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4746,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4747,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4748,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4749,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4750,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4751,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4752,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4753,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
4754,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4755,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4756,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4757,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4758,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4759,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4760,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4761,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4762,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4763,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4764,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4765,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
4766,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4767,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4768,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4769,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4770,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4771,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4772,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4773,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4774,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4775,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
4776,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
4777,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
4778,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4779,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4780,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4781,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4782,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
4783,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4784,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
4785,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4786,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4787,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4788,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4789,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4790,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
4791,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4792,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4793,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4794,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4795,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4796,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4797,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4798,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4799,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4800,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4801,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4802,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4803,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4804,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4805,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4806,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4807,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
4808,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4809,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4810,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4811,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4812,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4813,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4814,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
4815,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
4816,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4817,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4818,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4819,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4820,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4821,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
4822,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4823,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4824,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4825,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4826,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
4827,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4828,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4829,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
4830,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4831,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4832,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4833,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
4834,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4835,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4836,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4837,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4838,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4839,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
4840,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
4841,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
4842,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
4843,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4844,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4845,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4846,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
4847,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4848,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4849,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4850,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
4851,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4852,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4853,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4854,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4855,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4856,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4857,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4858,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4859,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4860,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4861,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4862,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4863,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4864,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4865,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4866,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4867,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4868,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4869,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
4870,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
4871,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4872,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4873,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4874,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4875,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4876,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4877,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4878,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4879,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4880,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4881,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4882,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4883,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4884,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4885,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4886,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
4887,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4888,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
4889,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
4890,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4891,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
