Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R
23731,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
23732,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Forest,Water
23733,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
23734,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
23735,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
23736,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
23737,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23738,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
23739,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
23740,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
23741,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
23742,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
23743,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
23744,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
23745,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
23746,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
23747,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
23748,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
23749,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
23750,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
23751,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
23752,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
23753,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
23754,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
23755,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
23756,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
23757,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Water
23758,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
23759,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
23760,Forest,Water,Built-up,Water,Non_Wetland,Shrubland,Water,NULL
23761,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
23762,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
23763,Forest,Water,Built-up,Water,Non_Wetland,Forest,Water,Grassland
23764,Forest,Water,Water,NULL,Water,NULL,NULL,Water
23765,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
23766,Forest,Water,Water,NULL,Water,NULL,Water,Forest
23767,Forest,Water,Water,NULL,Water,NULL,Forest,Water
23768,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
23769,Forest,Water,Water,NULL,Water,Shrubland,NULL,Grassland
23770,Forest,Water,Water,NULL,Water,Shrubland,NULL,Water
23771,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
23772,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
23773,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
23774,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
23775,Forest,Water,Water,NULL,Water,Shrubland,Water,NULL
23776,Forest,Water,Water,NULL,Water,Shrubland,Water,Grassland
23777,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
23778,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
23779,Forest,Water,Water,NULL,Water,Shrubland,Forest,Grassland
23780,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
23781,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
23782,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
23783,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
23784,Forest,Water,Water,NULL,Water,Wetland,Bareland,Grassland
23785,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
23786,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
23787,Forest,Water,Water,NULL,Water,Wetland,Water,Water
23788,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
23789,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
23790,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
23791,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Forest
23792,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
23793,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
23794,Forest,Water,Water,NULL,Water,Bareland,Water,Wetland
23795,Forest,Water,Water,NULL,Water,Bareland,Water,Water
23796,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
23797,Forest,Water,Water,NULL,Water,Bareland,Forest,Grassland
23798,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
23799,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
23800,Forest,Water,Water,NULL,Water,Water,NULL,Water
23801,Forest,Water,Water,NULL,Water,Water,NULL,Forest
23802,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
23803,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
23804,Forest,Water,Water,NULL,Water,Water,Bareland,Water
23805,Forest,Water,Water,NULL,Water,Water,Water,Water
23806,Forest,Water,Water,NULL,Water,Water,Water,Forest
23807,Forest,Water,Water,NULL,Water,Water,Forest,Water
23808,Forest,Water,Water,NULL,Water,Water,Forest,Forest
23809,Forest,Water,Water,NULL,Water,Forest,NULL,Water
23810,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
23811,Forest,Water,Water,NULL,Water,Forest,Shrubland,NULL
23812,Forest,Water,Water,NULL,Water,Forest,Shrubland,Grassland
23813,Forest,Water,Water,NULL,Water,Forest,Shrubland,Wetland
23814,Forest,Water,Water,NULL,Water,Forest,Shrubland,Water
23815,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
23816,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
23817,Forest,Water,Water,NULL,Water,Forest,Water,Water
23818,Forest,Water,Water,NULL,Water,Forest,Water,Forest
23819,Forest,Water,Water,NULL,Water,Forest,Forest,Water
23820,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
23821,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
23822,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
23823,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Grassland
23824,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
23825,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
23826,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
23827,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
23828,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
23829,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
23830,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
23831,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Forest
23832,Forest,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
23833,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
23834,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
23835,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
23836,Forest,Water,Water,Non_Water,Water,Water,NULL,NULL
23837,Forest,Water,Water,Non_Water,Water,Water,Water,Water
23838,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
23839,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
23840,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
23841,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
23842,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
23843,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
23844,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
23845,Forest,Water,Water,Non_Water,Water,Forest,Forest,Grassland
23846,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
23847,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
23848,Forest,Water,Water,Water,Water,NULL,Water,NULL
23849,Forest,Water,Water,Water,Water,NULL,Water,Grassland
23850,Forest,Water,Water,Water,Water,NULL,Forest,Grassland
23851,Forest,Water,Water,Water,Water,Shrubland,NULL,Grassland
23852,Forest,Water,Water,Water,Water,Shrubland,Shrubland,NULL
23853,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
23854,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
23855,Forest,Water,Water,Water,Water,Shrubland,Wetland,Grassland
23856,Forest,Water,Water,Water,Water,Shrubland,Wetland,Water
23857,Forest,Water,Water,Water,Water,Shrubland,Water,Grassland
23858,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
23859,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
23860,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
23861,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
23862,Forest,Water,Water,Water,Water,Wetland,Built-up,Water
23863,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
23864,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
23865,Forest,Water,Water,Water,Water,Wetland,Water,Water
23866,Forest,Water,Water,Water,Water,Wetland,Water,Forest
23867,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
23868,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
23869,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
23870,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
23871,Forest,Water,Water,Water,Water,Bareland,Shrubland,NULL
23872,Forest,Water,Water,Water,Water,Bareland,Shrubland,Water
23873,Forest,Water,Water,Water,Water,Bareland,Shrubland,Forest
23874,Forest,Water,Water,Water,Water,Bareland,Water,NULL
23875,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
23876,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
23877,Forest,Water,Water,Water,Water,Bareland,Water,Water
23878,Forest,Water,Water,Water,Water,Bareland,Water,Forest
23879,Forest,Water,Water,Water,Water,Bareland,Forest,NULL
23880,Forest,Water,Water,Water,Water,Bareland,Forest,Grassland
23881,Forest,Water,Water,Water,Water,Bareland,Forest,Water
23882,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
23883,Forest,Water,Water,Water,Water,Water,NULL,Water
23884,Forest,Water,Water,Water,Water,Water,NULL,Forest
23885,Forest,Water,Water,Water,Water,Water,Shrubland,Water
23886,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
23887,Forest,Water,Water,Water,Water,Water,Wetland,Water
23888,Forest,Water,Water,Water,Water,Water,Wetland,Forest
23889,Forest,Water,Water,Water,Water,Water,Water,NULL
23890,Forest,Water,Water,Water,Water,Water,Water,Wetland
23891,Forest,Water,Water,Water,Water,Water,Water,Water
23892,Forest,Water,Water,Water,Water,Water,Water,Forest
23893,Forest,Water,Water,Water,Water,Water,Forest,Grassland
23894,Forest,Water,Water,Water,Water,Water,Forest,Water
23895,Forest,Water,Water,Water,Water,Water,Forest,Forest
23896,Forest,Water,Water,Water,Water,Forest,NULL,Water
23897,Forest,Water,Water,Water,Water,Forest,NULL,Forest
23898,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
23899,Forest,Water,Water,Water,Water,Forest,Wetland,Water
23900,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
23901,Forest,Water,Water,Water,Water,Forest,Bareland,Water
23902,Forest,Water,Water,Water,Water,Forest,Water,Wetland
23903,Forest,Water,Water,Water,Water,Forest,Water,Water
23904,Forest,Water,Water,Water,Water,Forest,Water,Forest
23905,Forest,Water,Water,Water,Water,Forest,Forest,Water
23906,Forest,Water,Water,Water,Water,Forest,Forest,Forest
23907,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
23908,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
23909,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
23910,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
23911,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
23912,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
23913,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
23914,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
23915,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
23916,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Built-up
23917,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
23918,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
23919,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
23920,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
23921,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
23922,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
23923,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
23924,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
23925,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
23926,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23927,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23928,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
23929,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23930,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23931,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
23932,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
23933,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
23934,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
23935,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
23936,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
23937,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
23938,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
23939,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
23940,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
23941,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
23942,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
23943,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
23944,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
23945,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
23946,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23947,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
23948,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
23949,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
23950,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
23951,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
23952,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
23953,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
23954,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
23955,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
23956,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
23957,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
23958,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
23959,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
23960,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
23961,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
23962,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
23963,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
23964,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
23965,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
23966,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
23967,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
23968,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
23969,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
23970,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
23971,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
23972,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23973,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
23974,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
23975,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
23976,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
23977,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
23978,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
23979,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
23980,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
23981,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
23982,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
23983,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
23984,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
23985,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
23986,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
23987,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
23988,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
23989,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
23990,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
23991,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
23992,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
23993,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
23994,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
23995,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
23996,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
23997,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
23998,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
23999,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
24000,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
24001,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
24002,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
24003,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
24004,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
24005,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
24006,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
24007,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
24008,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
24009,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
24010,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
24011,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
24012,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
24013,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
24014,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
24015,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
24016,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
24017,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
24018,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
24019,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
24020,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
24021,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
24022,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
24023,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
24024,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
24025,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
24026,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
24027,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
24028,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
24029,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
24030,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
24031,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
24032,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
24033,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
24034,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
24035,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
24036,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
24037,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
24038,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
24039,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
24040,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
24041,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
24042,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
24043,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
24044,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
24045,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
24046,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
24047,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
24048,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
24049,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
24050,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
24051,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
24052,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
24053,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
24054,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
24055,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
24056,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
24057,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
24058,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
24059,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
24060,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
24061,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
24062,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
24063,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
24064,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
24065,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
24066,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
24067,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
24068,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
24069,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
24070,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
24071,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
24072,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
24073,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
24074,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
24075,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
24076,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
24077,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
24078,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
24079,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
24080,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
24081,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
24082,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
24083,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
24084,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
24085,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
24086,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
24087,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
24088,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
24089,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
24090,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
24091,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,NULL
24092,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
24093,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
24094,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
24095,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
24096,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
24097,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
24098,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
24099,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
24100,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
24101,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
24102,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
