Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KED_M_R
18676,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
18677,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
18678,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
18679,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
18680,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
18681,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
18682,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
18683,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
18684,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
18685,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
18686,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
18687,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
18688,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
18689,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
18690,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
18691,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
18692,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,NULL
18693,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
18694,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
18695,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
18696,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
18697,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18698,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
18699,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
18700,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
18701,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
18702,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
18703,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
18704,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
18705,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
18706,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
18707,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
18708,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
18709,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
18710,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18711,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
18712,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18713,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18714,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18715,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
18716,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
18717,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18718,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
18719,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
18720,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
18721,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
18722,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
18723,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,NULL
18724,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
18725,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
18726,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
18727,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
18728,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
18729,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
18730,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
18731,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
18732,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
18733,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
18734,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
18735,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
18736,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
18737,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
18738,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
18739,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18740,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
18741,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
18742,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
18743,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
18744,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
18745,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
18746,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
18747,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
18748,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
18749,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
18750,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
18751,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
18752,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
18753,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
18754,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
18755,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
18756,Forest,Water,Wetland,Water,Wetland,NULL,Water,Cropland
18757,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
18758,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
18759,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
18760,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
18761,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
18762,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
18763,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
18764,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
18765,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
18766,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
18767,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
18768,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
18769,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
18770,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
18771,Forest,Water,Wetland,Water,Wetland,Water,Water,Cropland
18772,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
18773,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
18774,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
18775,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
18776,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
18777,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
18778,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
18779,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
18780,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
18781,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
18782,Forest,Water,Wetland,Water,Wetland,Forest,Water,Cropland
18783,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
18784,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
18785,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
18786,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
18787,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
18788,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
18789,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
18790,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
18791,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
18792,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18793,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
18794,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
18795,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
18796,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
18797,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
18798,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
18799,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18800,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
18801,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
18802,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
18803,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18804,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
18805,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
18806,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
18807,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
18808,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
18809,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
18810,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
18811,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
18812,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
18813,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
18814,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
18815,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
18816,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
18817,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
18818,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
18819,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
18820,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
18821,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
18822,Forest,Water,Water,NULL,Water,NULL,NULL,Water
18823,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
18824,Forest,Water,Water,NULL,Water,NULL,Grassland,Grassland
18825,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
18826,Forest,Water,Water,NULL,Water,NULL,Wetland,Cropland
18827,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
18828,Forest,Water,Water,NULL,Water,NULL,Water,Water
18829,Forest,Water,Water,NULL,Water,NULL,Water,Forest
18830,Forest,Water,Water,NULL,Water,NULL,Forest,Water
18831,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
18832,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
18833,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
18834,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
18835,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
18836,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
18837,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
18838,Forest,Water,Water,NULL,Water,Grassland,Wetland,Wetland
18839,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
18840,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
18841,Forest,Water,Water,NULL,Water,Grassland,Water,Water
18842,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
18843,Forest,Water,Water,NULL,Water,Wetland,NULL,Grassland
18844,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
18845,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
18846,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
18847,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
18848,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
18849,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
18850,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
18851,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
18852,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
18853,Forest,Water,Water,NULL,Water,Wetland,Water,Water
18854,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
18855,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
18856,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
18857,Forest,Water,Water,NULL,Water,Bareland,NULL,Forest
18858,Forest,Water,Water,NULL,Water,Bareland,Wetland,Wetland
18859,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
18860,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
18861,Forest,Water,Water,NULL,Water,Bareland,Water,Wetland
18862,Forest,Water,Water,NULL,Water,Bareland,Water,Water
18863,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
18864,Forest,Water,Water,NULL,Water,Water,NULL,Water
18865,Forest,Water,Water,NULL,Water,Water,NULL,Forest
18866,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
18867,Forest,Water,Water,NULL,Water,Water,Wetland,Water
18868,Forest,Water,Water,NULL,Water,Water,Water,Grassland
18869,Forest,Water,Water,NULL,Water,Water,Water,Cropland
18870,Forest,Water,Water,NULL,Water,Water,Water,Wetland
18871,Forest,Water,Water,NULL,Water,Water,Water,Water
18872,Forest,Water,Water,NULL,Water,Water,Water,Forest
18873,Forest,Water,Water,NULL,Water,Water,Forest,Water
18874,Forest,Water,Water,NULL,Water,Water,Forest,Forest
18875,Forest,Water,Water,NULL,Water,Forest,NULL,Grassland
18876,Forest,Water,Water,NULL,Water,Forest,NULL,Water
18877,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
18878,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
18879,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
18880,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
18881,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
18882,Forest,Water,Water,NULL,Water,Forest,Water,Water
18883,Forest,Water,Water,NULL,Water,Forest,Water,Forest
18884,Forest,Water,Water,NULL,Water,Forest,Forest,Water
18885,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
18886,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
18887,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
18888,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
18889,Forest,Water,Water,Non_Water,Water,NULL,Water,Cropland
18890,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
18891,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
18892,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
18893,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
18894,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
18895,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
18896,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
18897,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
18898,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Grassland
18899,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
18900,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
18901,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
18902,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
18903,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
18904,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
18905,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
18906,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Water
18907,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
18908,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
18909,Forest,Water,Water,Non_Water,Water,Bareland,Water,Wetland
18910,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
18911,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Forest
18912,Forest,Water,Water,Non_Water,Water,Water,NULL,Wetland
18913,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
18914,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
18915,Forest,Water,Water,Non_Water,Water,Water,Wetland,Cropland
18916,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
18917,Forest,Water,Water,Non_Water,Water,Water,Water,Water
18918,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
18919,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
18920,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
18921,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
18922,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
18923,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
18924,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
18925,Forest,Water,Water,Non_Water,Water,Forest,Water,Grassland
18926,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
18927,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
18928,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
18929,Forest,Water,Water,Non_Water,Water,Forest,Forest,Grassland
18930,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
18931,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
18932,Forest,Water,Water,Water,Water,NULL,Wetland,Water
18933,Forest,Water,Water,Water,Water,NULL,Water,Water
18934,Forest,Water,Water,Water,Water,NULL,Water,Forest
18935,Forest,Water,Water,Water,Water,NULL,Forest,Forest
18936,Forest,Water,Water,Water,Water,Grassland,NULL,Water
18937,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
18938,Forest,Water,Water,Water,Water,Grassland,Shrubland,Water
18939,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
18940,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
18941,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
18942,Forest,Water,Water,Water,Water,Grassland,Water,Water
18943,Forest,Water,Water,Water,Water,Grassland,Water,Forest
18944,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
18945,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
18946,Forest,Water,Water,Water,Water,Wetland,Shrubland,Wetland
18947,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
18948,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
18949,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
18950,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
18951,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
18952,Forest,Water,Water,Water,Water,Wetland,Water,Water
18953,Forest,Water,Water,Water,Water,Wetland,Water,Forest
18954,Forest,Water,Water,Water,Water,Wetland,Forest,Water
18955,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
18956,Forest,Water,Water,Water,Water,Bareland,Water,Wetland
18957,Forest,Water,Water,Water,Water,Bareland,Water,Water
18958,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
18959,Forest,Water,Water,Water,Water,Water,NULL,Water
18960,Forest,Water,Water,Water,Water,Water,Wetland,Water
18961,Forest,Water,Water,Water,Water,Water,Water,Cropland
18962,Forest,Water,Water,Water,Water,Water,Water,Wetland
18963,Forest,Water,Water,Water,Water,Water,Water,Water
18964,Forest,Water,Water,Water,Water,Water,Water,Forest
18965,Forest,Water,Water,Water,Water,Water,Forest,Grassland
18966,Forest,Water,Water,Water,Water,Water,Forest,Wetland
18967,Forest,Water,Water,Water,Water,Water,Forest,Water
18968,Forest,Water,Water,Water,Water,Water,Forest,Forest
18969,Forest,Water,Water,Water,Water,Forest,NULL,Cropland
18970,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
18971,Forest,Water,Water,Water,Water,Forest,Water,Water
18972,Forest,Water,Water,Water,Water,Forest,Water,Forest
18973,Forest,Water,Water,Water,Water,Forest,Forest,Water
18974,Forest,Water,Water,Water,Water,Forest,Forest,Forest
18975,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
18976,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
18977,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
18978,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
18979,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
18980,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
18981,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
18982,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
18983,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
18984,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
18985,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
18986,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
18987,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
18988,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
18989,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
18990,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
18991,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
18992,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
18993,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
18994,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
18995,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18996,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
18997,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
18998,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
18999,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
19000,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
19001,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
19002,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
19003,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19004,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
19005,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
19006,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
19007,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
19008,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
19009,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
19010,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
19011,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
19012,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
19013,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
19014,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
19015,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
19016,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
19017,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
19018,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
19019,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
19020,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
19021,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
19022,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
19023,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
19024,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
19025,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
19026,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
19027,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
19028,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
19029,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
19030,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
19031,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
19032,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
19033,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
19034,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
19035,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
19036,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
19037,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
19038,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
19039,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
19040,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
19041,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
19042,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
19043,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19044,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
19045,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19046,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19047,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
19048,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
19049,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19050,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
19051,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
19052,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
19053,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
19054,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19055,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
19056,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19057,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
