Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTK_M_R
16779,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16780,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
16781,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16782,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16783,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
16784,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
16785,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16786,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16787,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16788,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16789,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16790,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16791,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16792,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16793,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
16794,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16795,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
16796,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16797,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16798,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16799,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16800,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
16801,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
16802,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16803,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16804,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
16805,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
16806,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
16807,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
16808,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
16809,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16810,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16811,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16812,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16813,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16814,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16815,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16816,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16817,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16818,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
16819,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16820,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16821,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
16822,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16823,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16824,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
16825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16837,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
16839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
16841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
16842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
16844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
16845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
16857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
16859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
16860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
16861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16862,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
16863,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
16864,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
16865,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
16866,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16867,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16868,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16869,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16870,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16871,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16872,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16873,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16874,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
16875,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16876,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16877,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16878,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16879,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16880,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
16882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
16883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16884,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16886,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16887,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
16888,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16889,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16890,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16891,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
16892,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
16893,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16894,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
16895,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
16896,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16897,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16898,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16899,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
16900,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
16901,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16902,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16903,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16904,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16905,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
16906,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16907,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16908,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16909,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16910,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16911,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16912,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16913,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16914,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
16915,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
16916,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16917,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16918,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
16919,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
16920,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
16921,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16922,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
16923,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16924,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16925,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16926,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16927,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16928,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16929,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16930,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16931,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16932,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16933,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16934,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16935,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16936,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16937,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16938,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16939,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16940,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16941,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16942,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16943,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16944,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16945,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16946,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
16947,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16948,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16949,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16950,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16951,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16952,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16953,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16954,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16955,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16956,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16957,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16958,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16959,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16960,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16961,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16962,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16963,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16964,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16965,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16966,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16967,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16968,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16969,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16970,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16971,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
16972,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16973,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16974,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16975,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16976,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16977,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16978,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16979,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16980,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16981,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16982,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16983,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16984,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16985,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16986,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16987,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16988,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16989,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16990,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16991,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16992,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
16993,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16994,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16995,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16996,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16997,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16998,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16999,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17000,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17001,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
17002,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17003,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
17004,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
17005,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
17006,Forest,Built-up,Wetland,Water,Wetland,NULL,Grassland,Wetland
17007,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
17008,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Water
17009,Forest,Built-up,Wetland,Water,Wetland,Built-up,Grassland,Water
17010,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
17011,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17012,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17013,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
17014,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17015,Forest,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
17016,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
17017,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
17018,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
17019,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
17020,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
17021,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
17022,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
17023,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
17024,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
17025,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17026,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17027,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
17028,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
17029,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
17030,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
17031,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
17032,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17033,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
17034,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
17035,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
17036,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
17037,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
17038,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
17039,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
17040,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
17041,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
17042,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
17043,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17044,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
17045,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
17046,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
17047,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
17048,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
17049,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
17050,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
17051,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
17052,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
17053,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17054,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
17055,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
17056,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
17057,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17058,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
17059,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17060,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
17061,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
17062,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
17063,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
17064,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
17065,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
17066,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
17067,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
17068,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
17069,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
17070,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
17071,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
17072,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
17073,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17074,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
17075,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
17076,Forest,Built-up,Water,Water,Water,NULL,Grassland,Forest
17077,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
17078,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17079,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17080,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
17081,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
17082,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17083,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
17084,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17085,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
17086,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
17087,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
17088,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
17089,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17090,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
17091,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
17092,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
17093,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
