Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEU_M_R
5800,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
5801,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5802,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5803,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5804,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5805,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5806,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5807,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5808,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
5809,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
5810,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
5811,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5812,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
5813,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5814,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5815,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5816,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5817,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
5818,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5819,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5820,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5821,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
5822,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5823,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5824,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5825,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5826,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5827,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5828,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5829,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5830,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
5831,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5832,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5833,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5834,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5835,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5836,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5837,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5838,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5839,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5840,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5841,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5842,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
5843,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5844,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5845,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5846,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5847,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5848,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5849,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5850,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5851,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5852,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
5853,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5854,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5855,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5856,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
5857,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5858,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5859,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5860,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5861,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
5862,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5863,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5864,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5865,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5866,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5867,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5868,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5869,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5870,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5871,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5872,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5873,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5874,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5875,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5876,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5877,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5878,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5879,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
5880,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5881,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5882,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5883,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5884,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5885,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5886,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5887,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5888,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5889,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5890,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5891,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5892,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
5893,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5894,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
5895,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
5896,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Cropland
5897,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5898,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
5899,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
5900,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
5901,Wetland,NULL,Water,Water,Water,Water,NULL,Grassland
5902,Wetland,NULL,Water,Water,Water,Water,Water,Water
5903,Wetland,NULL,Water,Water,Water,Water,Forest,Water
5904,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5905,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5906,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5907,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5908,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5909,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
5910,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5911,Wetland,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
5912,Wetland,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
5913,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5914,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5915,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5916,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5917,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5918,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5919,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5920,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5921,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5922,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
5923,Wetland,Cropland,Water,NULL,Water,Water,Water,Grassland
5924,Wetland,Cropland,Water,NULL,Water,Water,Water,Water
5925,Wetland,Cropland,Water,NULL,Water,Water,Water,Forest
5926,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5927,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5928,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5929,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5930,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
5931,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5932,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5933,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5934,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5935,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
5936,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5937,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5938,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5939,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5940,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5941,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
5942,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5943,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
5944,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5945,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
5946,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
5947,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5948,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5949,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5950,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Cropland
5951,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
5952,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Forest
5953,Wetland,Water,Wetland,Water,Wetland,Water,Water,Cropland
5954,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5955,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
5956,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
5957,Wetland,Water,Water,Non_Water,Water,Water,NULL,Cropland
5958,Wetland,Water,Water,Non_Water,Water,Water,NULL,Forest
5959,Wetland,Water,Water,Non_Water,Water,Water,Water,Cropland
5960,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5961,Wetland,Water,Water,Non_Water,Water,Water,Forest,Water
5962,Wetland,Water,Water,Water,Water,Water,Water,Grassland
5963,Wetland,Water,Water,Water,Water,Water,Water,Water
5964,Wetland,Water,Water,Water,Water,Water,Forest,Grassland
5965,Wetland,Water,Water,Water,Water,Water,Forest,Water
5966,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5967,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
5968,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5969,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
5970,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5971,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
5972,Wetland,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
5973,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5974,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5975,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5976,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5977,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
5978,Wetland,Forest,Water,Non_Water,Water,Water,NULL,Cropland
5979,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5980,Wetland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5981,Wetland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5982,Wetland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
5983,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
5984,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5985,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5986,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5987,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5988,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5989,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5990,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5991,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5992,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5993,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5994,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5995,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5996,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5997,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5998,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
5999,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6000,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6001,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6002,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6003,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6004,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6005,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6006,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6007,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6008,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6009,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6010,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6011,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6012,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6013,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6014,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6015,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6016,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6017,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6018,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6019,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6020,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6021,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6022,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6023,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6024,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6025,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6026,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6027,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6028,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
6029,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6030,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6031,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6032,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6033,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6034,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
6035,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6036,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
6037,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6038,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
6039,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6040,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6041,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6042,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6043,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6044,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
6045,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6046,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6047,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6048,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6049,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6050,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6051,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
6052,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6053,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6054,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6055,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6056,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6057,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6058,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6059,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6060,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6061,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6062,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
6063,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6064,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6065,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6066,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6067,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6068,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
6069,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
6070,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
6071,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6072,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6073,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6074,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
6075,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
6076,Bareland,NULL,Water,NULL,Water,Water,Water,Grassland
6077,Bareland,NULL,Water,NULL,Water,Forest,Forest,Bareland
6078,Bareland,NULL,Water,Water,Water,Water,Water,Water
6079,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6080,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6081,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6082,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
6083,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6084,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6085,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6086,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6087,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6088,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6089,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6090,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6091,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6092,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
6093,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6094,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6095,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6096,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6097,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6098,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6099,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6100,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6101,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6102,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6103,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6104,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6105,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6106,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6107,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6108,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
6109,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6110,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6111,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6112,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6113,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6114,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6115,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6116,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6117,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6118,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6119,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6120,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6121,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6122,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6123,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6124,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6125,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6126,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6127,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6128,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6129,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6130,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6131,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6132,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
