Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLK_M_R
720,Water,Forest,Water,NULL,Water,Water,Forest,Forest
721,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
722,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
723,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
724,Water,Forest,Water,Water,Water,NULL,NULL,Water
725,Water,Forest,Water,Water,Water,NULL,Water,Forest
726,Water,Forest,Water,Water,Water,NULL,Forest,Forest
727,Water,Forest,Water,Water,Water,Water,Wetland,Forest
728,Water,Forest,Water,Water,Water,Water,Water,Forest
729,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
730,Water,Forest,Water,Water,Water,Forest,Water,Forest
731,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
732,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
733,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
734,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
735,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
736,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
737,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
738,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
739,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
740,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
741,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
742,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
743,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
744,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
745,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
746,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
747,Water,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
748,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
749,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
750,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
751,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
752,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
753,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
754,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
755,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
756,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
757,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
758,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
759,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
760,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
761,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
762,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
763,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
765,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
766,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
767,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
768,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
769,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
770,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
773,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
775,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
776,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
777,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
778,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
779,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
780,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
781,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
782,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
783,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
784,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
785,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
786,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
787,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
788,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
789,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
791,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
792,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
794,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
795,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
796,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
797,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
798,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
799,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
800,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
802,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
803,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
804,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
805,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
806,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
807,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
808,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
809,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
810,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
811,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
812,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
813,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
814,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
815,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
816,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
817,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
818,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
819,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
821,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
823,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
824,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
826,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
827,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
828,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
829,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
830,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
831,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
832,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
833,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
835,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
836,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
837,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
838,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
839,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
840,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
841,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
844,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
845,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
846,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
847,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
848,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
849,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
850,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
852,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
853,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
854,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
855,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
856,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
857,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
858,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
859,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
860,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
861,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
862,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
863,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
864,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
865,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
866,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
867,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
868,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
869,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
870,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
871,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
872,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
873,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
874,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
875,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
876,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
877,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
878,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
879,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
880,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
884,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
885,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
886,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
887,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
888,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
889,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
890,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
891,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
892,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
893,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
894,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
895,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
896,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
897,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
898,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
902,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
903,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
904,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
905,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
906,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
907,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
908,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
909,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
910,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
911,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
912,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
913,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
914,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
915,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
916,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
917,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
918,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
919,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
921,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
923,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
924,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
925,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
926,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
927,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
928,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
930,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
931,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
932,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
933,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
934,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
935,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
936,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
937,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
938,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
939,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
940,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
941,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
942,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
943,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
944,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
945,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
946,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
947,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
948,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
949,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
950,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
951,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
952,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
953,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
954,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
956,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
957,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
958,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
959,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
960,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
961,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
963,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
964,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
965,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
966,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
967,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
968,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
969,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
970,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
971,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
972,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
973,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
974,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
975,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
976,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
977,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
978,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
979,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
980,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
981,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
982,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
983,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
984,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
985,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
986,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
987,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
988,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
989,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Bareland
990,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
991,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
992,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
993,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
994,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
995,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
996,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
997,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
998,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
999,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1000,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1001,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1002,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1003,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1004,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1005,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1006,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1007,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1008,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1009,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1010,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1011,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1012,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1013,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1014,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1015,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1016,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1017,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1018,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1019,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1020,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1021,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1022,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1023,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1024,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1025,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1026,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1027,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1028,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1029,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1030,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1031,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
1032,Forest,Water,Water,NULL,Water,NULL,Water,Bareland
1033,Forest,Water,Water,NULL,Water,NULL,Water,Water
1034,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1035,Forest,Water,Water,NULL,Water,NULL,Forest,Bareland
1036,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1037,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1038,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1039,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1040,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1041,Forest,Water,Water,NULL,Water,Water,Water,Water
1042,Forest,Water,Water,NULL,Water,Water,Water,Forest
1043,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1044,Forest,Water,Water,NULL,Water,Water,Forest,Bareland
1045,Forest,Water,Water,NULL,Water,Water,Forest,Water
1046,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1047,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1048,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1049,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1050,Forest,Water,Water,NULL,Water,Forest,Water,Bareland
1051,Forest,Water,Water,NULL,Water,Forest,Water,Water
1052,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1053,Forest,Water,Water,NULL,Water,Forest,Forest,Grassland
1054,Forest,Water,Water,NULL,Water,Forest,Forest,Bareland
1055,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1056,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1057,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1058,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1059,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1060,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1061,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1062,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1063,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1064,Forest,Water,Water,Non_Water,Water,NULL,Forest,Bareland
1065,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1066,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1067,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1068,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1069,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1070,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1071,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1072,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
1073,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1074,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1075,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1076,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1077,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
