Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R
4475,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4476,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4477,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4478,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4479,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4480,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4481,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4482,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4483,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4484,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4485,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4486,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4487,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
4488,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4489,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4490,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4491,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4492,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
4493,Water,Cropland,Water,Water,Water,Water,Water,Water
4494,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4495,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4496,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4497,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4498,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4499,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4500,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4501,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
4502,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4503,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4504,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4505,Water,Wetland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4506,Water,Wetland,NULL,NULL,Non_Wetland,Built-up,NULL,Water
4507,Water,Wetland,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
4508,Water,Wetland,NULL,NULL,Non_Wetland,Built-up,Water,Forest
4509,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4510,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4511,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4512,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4513,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4514,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4515,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4516,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4517,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4518,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
4519,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
4520,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4521,Water,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
4522,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4523,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4524,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4525,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Water
4526,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4527,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4528,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4529,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4530,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4531,Water,Wetland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4532,Water,Wetland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4533,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4534,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
4535,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
4536,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4537,Water,Wetland,Wetland,NULL,Wetland,Built-up,Water,Wetland
4538,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4539,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4540,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4541,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
4542,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
4543,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4544,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4545,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
4546,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
4547,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Bareland
4548,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4549,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4550,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4551,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
4552,Water,Wetland,Bareland,NULL,Non_Wetland,Built-up,Water,Wetland
4553,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Water
4554,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4555,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
4556,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
4557,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
4558,Water,Wetland,Water,NULL,Water,NULL,Water,Grassland
4559,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
4560,Water,Wetland,Water,Water,NULL,NULL,NULL,Water
4561,Water,Wetland,Water,Water,NULL,Wetland,Water,Wetland
4562,Water,Wetland,Water,Water,NULL,Water,Water,Water
4563,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
4564,Water,Wetland,Water,Water,Water,NULL,Water,Water
4565,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4566,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4567,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4568,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4569,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
4570,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
4571,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4572,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4573,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4574,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4575,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4576,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
4577,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4578,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4579,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4580,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4581,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4582,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4583,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4584,Water,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
4585,Water,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Forest
4586,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4587,Water,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
4588,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
4589,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
4590,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
4591,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4592,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4593,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4594,Water,Bareland,Wetland,Water,NULL,NULL,Water,Water
4595,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
4596,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Bareland
4597,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Water
4598,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4599,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
4600,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4601,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4602,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4603,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
4604,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4605,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
4606,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
4607,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
4608,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Water
4609,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4610,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4611,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4612,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
4613,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4614,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4615,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Built-up,Water
4616,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
4617,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4618,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4619,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
4620,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
4621,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4622,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4623,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
4624,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4625,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
4626,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
4627,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
4628,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
4629,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
4630,Water,Bareland,Water,Non_Water,NULL,Water,Bareland,Water
4631,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4632,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4633,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4634,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4635,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
4636,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4637,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4638,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4639,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4640,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4641,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4642,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4643,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
4644,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
4645,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
4646,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4647,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Wetland
4648,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
4649,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
4650,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Water
4651,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4652,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4653,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
4654,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4655,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4656,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4657,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4658,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4659,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
4660,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Water
4661,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4662,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
4663,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
4664,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
4665,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
4666,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Water
4667,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4668,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
4669,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
4670,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
4671,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
4672,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
4673,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
4674,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Water
4675,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4676,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
4677,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
4678,Water,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
4679,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4680,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4681,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4682,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
4683,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Water
4684,Water,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
4685,Water,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
4686,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
4687,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
4688,Water,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Water
4689,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
4690,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Grassland
4691,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
4692,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4693,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4694,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4695,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4696,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4697,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4698,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
4699,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4700,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4701,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4702,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4703,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4704,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
4705,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4706,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4707,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4708,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
4709,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
4710,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4711,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Wetland
4712,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
4713,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4714,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
4715,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4716,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
4717,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
4718,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
4719,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
4720,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
4721,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4722,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4723,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4724,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4725,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
4726,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
4727,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4728,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4729,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
4730,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4731,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4732,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4733,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4734,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4735,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4736,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4737,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4738,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4739,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4740,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4741,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
4742,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4743,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
4744,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
4745,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Water
4746,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
4747,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Water
4748,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4749,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
4750,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
4751,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland,Water
4752,Water,Built-up,Wetland,NULL,NULL,NULL,Built-up,Water
4753,Water,Built-up,Wetland,NULL,NULL,Water,Water,Water
4754,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4755,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
4756,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
4757,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
4758,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
4759,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4760,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
4761,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
4762,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
4763,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
4764,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
4765,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Built-up
4766,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
4767,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
4768,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Water
4769,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
4770,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
4771,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4772,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
4773,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
4774,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
4775,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4776,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
4777,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
4778,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
4779,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
4780,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
4781,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
4782,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
4783,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
4784,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
4785,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
4786,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
4787,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
4788,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
4789,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Built-up
4790,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
4791,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
4792,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
4793,Water,Built-up,Wetland,Non_Water,NULL,NULL,NULL,Forest
4794,Water,Built-up,Wetland,Non_Water,NULL,Bareland,Built-up,Bareland
4795,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4796,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
4797,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Water
4798,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
4799,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4800,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4801,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Water
4802,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4803,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Built-up
4804,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
4805,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
4806,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Forest
4807,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
4808,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
4809,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
4810,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Water
4811,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Water
4812,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Bareland
4813,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
4814,Water,Built-up,Wetland,Water,NULL,NULL,Built-up,Grassland
4815,Water,Built-up,Wetland,Water,NULL,Bareland,Built-up,Water
4816,Water,Built-up,Wetland,Water,NULL,Bareland,Water,Grassland
4817,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
4818,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
4819,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
4820,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
4821,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
