Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R
2864,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2865,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2866,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2867,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2868,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2869,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2870,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2871,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2872,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2873,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2874,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2875,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2876,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2877,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2878,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2879,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2880,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2881,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2882,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2883,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2884,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2885,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2886,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2887,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2888,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2889,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2890,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2891,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2892,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2893,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2894,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2895,Water,Forest,Water,NULL,Water,NULL,NULL,Built-up
2896,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2897,Water,Forest,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2898,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2899,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2900,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2901,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2902,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2903,Water,Forest,Water,Water,Water,NULL,NULL,Water
2904,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2905,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2906,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2907,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2908,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2909,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2910,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2911,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2912,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2913,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2914,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2915,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2916,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2917,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2918,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2919,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2920,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2921,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2922,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2923,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2924,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2925,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2926,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2927,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2928,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2929,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2930,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2931,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2932,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2933,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2934,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2935,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2936,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2937,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2938,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2939,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2940,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2941,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2942,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2943,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2944,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2945,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2946,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2947,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2948,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2949,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2950,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2951,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2952,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2953,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2954,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2955,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2956,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2957,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2958,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2959,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2960,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2961,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2962,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2963,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2964,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2965,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2966,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2967,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2968,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2969,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2970,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2971,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2972,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2973,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2974,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2975,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2976,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2977,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2978,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2979,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2980,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2981,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2982,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2983,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2984,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2985,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2986,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2987,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2988,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2989,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2990,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2991,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2992,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2993,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2994,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2995,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2996,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2997,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2998,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2999,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3000,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3001,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3002,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3003,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3004,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3005,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3006,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3007,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3008,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3009,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3010,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3011,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
3012,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
3013,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3014,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3015,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3016,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3017,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3018,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3019,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3020,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3021,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3022,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3023,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3024,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3025,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3026,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3027,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3028,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3029,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3030,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3031,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3032,Permanent_ice_and_snow,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3033,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3034,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3035,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
3036,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3037,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3038,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
3039,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3040,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3041,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3042,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3043,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3044,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3045,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3046,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3047,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3048,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3049,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
3050,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
3051,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
3052,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
3053,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
3054,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
3055,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
3056,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
3057,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
3058,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
3059,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
3060,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
3061,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3062,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Bareland
3063,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3064,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3065,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3066,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3067,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3068,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3069,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3070,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3071,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3072,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3073,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3074,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3075,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3076,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3077,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3078,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3079,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3080,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3081,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3082,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3083,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3084,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3085,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3086,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3087,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3088,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3089,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3090,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3091,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3092,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3093,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3094,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3095,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3096,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3097,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3098,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3099,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3100,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3101,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3102,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3103,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3104,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
3105,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3106,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
3107,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3108,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3109,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3110,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3111,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3112,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3114,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
3115,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
3116,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
3117,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
3118,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
3119,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
3120,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
3121,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
3122,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3123,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3124,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3125,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3126,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3127,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3128,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3129,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3130,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3131,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3132,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3133,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
3134,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
3135,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
3136,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3137,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3138,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
3139,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
3140,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
3141,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
3142,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Forest
3143,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
3144,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
3145,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
