Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWH_M_R
3909,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3910,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3911,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3912,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3913,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
3914,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3915,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3916,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3917,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3918,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3919,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3920,Wetland,Water,Water,NULL,Water,NULL,Grassland,Forest
3921,Wetland,Water,Water,NULL,Water,Grassland,NULL,Grassland
3922,Wetland,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3923,Wetland,Water,Water,NULL,Water,Grassland,Wetland,Wetland
3924,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3925,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3926,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Water
3927,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
3928,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
3929,Wetland,Water,Water,NULL,Water,Water,Grassland,Wetland
3930,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
3931,Wetland,Water,Water,NULL,Water,Water,Water,Water
3932,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
3933,Wetland,Water,Water,Water,Water,Wetland,NULL,Water
3934,Wetland,Water,Water,Water,Water,Wetland,Water,Water
3935,Wetland,Water,Water,Water,Water,Water,Wetland,Water
3936,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3937,Wetland,Water,Water,Water,Water,Water,Water,Water
3938,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3939,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3940,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3941,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3942,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3943,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3944,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3945,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3946,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3947,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3948,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3949,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3950,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3951,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3952,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3953,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3954,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3955,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3956,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3957,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3958,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3959,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3960,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3961,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3962,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3963,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3964,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
3965,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3966,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3967,Wetland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3968,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3969,Wetland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
3970,Wetland,Forest,Water,NULL,Water,Grassland,NULL,Forest
3971,Wetland,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
3972,Wetland,Forest,Water,NULL,Water,Wetland,Grassland,Water
3973,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3974,Wetland,Forest,Water,NULL,Water,Water,Wetland,Water
3975,Wetland,Forest,Water,Water,Water,Water,Wetland,Forest
3976,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3977,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3978,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3979,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3980,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3981,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3982,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3983,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3984,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3985,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3986,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3987,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3988,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3989,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3990,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3991,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3992,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3993,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3994,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3995,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3996,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3997,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3998,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3999,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4000,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4001,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4002,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4003,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4004,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4005,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4006,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4012,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4015,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4016,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4017,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4018,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4019,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4020,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4021,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4031,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4032,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4033,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4034,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4035,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4036,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4038,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4042,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4046,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4047,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4048,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4049,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4050,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4051,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4052,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4053,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4054,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4055,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4056,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4057,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4058,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4059,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4060,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4061,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4062,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4063,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4064,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4065,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4066,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4067,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4068,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4069,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4070,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4071,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4072,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4073,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4074,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4075,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4076,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4077,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4078,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4079,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4080,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4081,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4082,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4083,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4084,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4085,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4086,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4087,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4088,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4089,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4090,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4091,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4092,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4093,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4094,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4095,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4096,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4097,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4098,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4099,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4100,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4101,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4102,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4103,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
4104,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
4105,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4106,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
4107,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
4108,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4109,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4110,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4111,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4112,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4113,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4114,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4115,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4116,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4117,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4118,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4119,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Forest
4120,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4121,Bareland,NULL,Water,NULL,Water,Cropland,NULL,Forest
4122,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4123,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4124,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4125,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4126,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4127,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4128,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4129,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4130,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4131,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4132,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4133,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
4134,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4135,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4136,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4137,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4138,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4139,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4140,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4141,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4142,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4143,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4144,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4145,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4146,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4147,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4148,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4149,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4150,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4151,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4152,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4153,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4154,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4155,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4156,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
4157,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4158,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4159,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4160,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4161,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4162,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4163,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4164,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4165,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4166,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4167,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4168,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4169,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4170,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
4171,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4172,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4173,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4174,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4175,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4176,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4177,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4178,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4179,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4180,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4181,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4182,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4183,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4184,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4185,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4186,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4187,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4188,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4189,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4190,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4191,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4192,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4193,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4194,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4195,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4196,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4197,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4198,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4199,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4200,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4201,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4202,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4203,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4204,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4206,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4207,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4208,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4209,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4213,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4214,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4215,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4216,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4217,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4220,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4221,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4222,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4223,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4224,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4225,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4226,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4227,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4228,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4229,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4230,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4231,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4232,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4233,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
