Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKU_M_R
21223,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
21224,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
21225,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
21226,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
21227,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21228,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
21229,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
21230,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
21231,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
21232,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
21233,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
21234,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
21235,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
21236,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
21237,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
21238,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
21239,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
21240,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
21241,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
21242,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
21243,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
21244,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
21245,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
21246,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
21247,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
21248,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
21249,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
21250,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
21251,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
21252,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
21253,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
21254,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
21255,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
21256,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
21257,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
21258,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21259,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
21260,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
21261,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
21262,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
21263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21265,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
21266,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
21267,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21268,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
21269,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21270,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
21271,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
21272,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
21273,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
21274,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
21275,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
21276,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
21277,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
21278,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
21279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
21280,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
21281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
21282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
21284,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
21285,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
21286,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
21287,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
21288,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
21289,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
21290,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
21291,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21292,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
21295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
21296,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21297,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
21299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
21300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
21301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
21303,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
21304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
21305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
21306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
21307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
21308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
21309,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
21310,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
21311,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
21312,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
21313,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
21314,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
21315,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
21316,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
21317,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
21318,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21319,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
21320,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
21321,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
21322,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
21323,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
21324,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
21325,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
21326,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
21327,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
21328,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
21329,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
21330,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
21331,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
21332,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
21333,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
21334,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
21335,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
21336,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21337,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21338,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
21339,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
21340,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21341,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
21342,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
21343,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
21344,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
21345,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
21346,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
21347,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
21348,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
21349,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
21350,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
21351,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
21352,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
21353,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
21354,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
21355,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
21356,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
21357,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
21358,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
21359,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
21360,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
21361,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
21362,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
21363,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
21364,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
21365,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
21366,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
21367,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21368,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
21369,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
21370,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
21371,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
21372,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
21373,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
21374,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
21375,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
21376,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
21377,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
21378,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
21379,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21380,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
21381,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
21382,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
21383,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
21384,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
21385,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
21386,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
21387,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
21388,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
21389,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
21390,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
21391,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
21392,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
21393,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
21394,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
21395,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
21396,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
21397,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
21398,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
21399,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21400,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
21401,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
21402,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
21403,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
21404,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
21405,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21406,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
21407,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21408,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21409,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
21410,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21411,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
21412,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
21413,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
21414,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
21415,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
21416,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
21417,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
21418,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21419,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
21420,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
21421,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
21422,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
21423,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
21424,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
21425,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
21426,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
21427,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
21428,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
21429,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
21430,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
21431,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
21432,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21433,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
21434,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
21435,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
21436,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
21437,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
21438,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
21439,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
21440,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
21441,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
21442,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
21443,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21444,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
21445,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
21446,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
21447,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
21448,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
21449,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
21450,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
21451,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
21452,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
21453,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
21454,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
21455,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
21456,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
21457,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
21458,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
21459,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
21460,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
21461,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
21462,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
21463,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
21464,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
21465,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
21466,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
21467,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
21468,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
21469,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
21470,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
21471,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
21472,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
21473,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
21474,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
21475,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21476,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
21477,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
21478,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
21479,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21480,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21481,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
21482,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21483,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
21484,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
21485,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
21486,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
21487,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
21488,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
21489,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
21490,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
21491,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
21492,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
21493,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21494,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
21495,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
21496,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
21497,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
21498,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21499,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
21500,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
21501,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
21502,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21503,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21504,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
21505,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
21506,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
21507,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21508,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21509,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
21510,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
21511,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
21512,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21513,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
21514,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
21515,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21516,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
21517,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
21518,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
21519,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
21520,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21521,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
21522,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
21523,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
21524,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
21525,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
21526,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
21527,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
21528,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
21529,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
21530,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
21531,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21532,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
