Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXP_M_R
28175,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
28176,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
28177,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
28178,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
28179,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
28180,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
28181,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
28182,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
28183,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
28184,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
28185,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
28186,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
28187,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
28188,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
28189,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
28190,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
28191,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
28192,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
28193,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
28194,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
28195,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
28196,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
28197,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
28198,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
28199,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
28200,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
28201,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
28202,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
28203,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
28204,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
28205,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28206,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28207,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28208,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
28209,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28210,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
28211,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28212,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28213,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
28214,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
28215,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
28216,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
28217,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
28218,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
28219,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
28220,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
28221,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
28222,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
28223,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
28224,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
28225,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
28226,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
28227,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28228,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28229,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
28230,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
28231,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
28232,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
28233,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
28234,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
28235,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
28236,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
28237,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
28238,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
28239,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
28240,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
28241,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
28242,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
28243,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
28244,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
28245,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
28246,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
28247,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
28248,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
28249,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
28250,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
28251,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
28252,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
28253,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
28254,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
28255,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
28256,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
28257,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
28258,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28259,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
28260,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Wetland
28261,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
28262,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
28263,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
28264,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
28265,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
28266,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
28267,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
28268,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
28269,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
28270,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
28271,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
28272,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
28273,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
28274,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
28275,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
28276,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
28277,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
28278,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
28279,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
28280,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
28281,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
28282,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
28283,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
28284,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
28285,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
28286,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
28287,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
28288,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
28289,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
28290,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
28291,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
28292,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
28293,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,NULL
28294,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
28295,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
28296,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
28297,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
28298,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
28299,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
28300,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
28301,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
28302,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
28303,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
28304,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
28305,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
28306,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
28307,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
28308,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
28309,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
28310,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
28311,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
28312,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
28313,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
28314,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
28315,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
28316,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
28317,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
28318,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
28319,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
28320,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
28321,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
28322,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
28323,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
28324,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
28325,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
28326,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
28327,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
28328,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
28329,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
28330,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
28331,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
28332,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
28333,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
28334,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
28335,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
28336,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
28337,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
28338,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
28339,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28340,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
28341,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
28342,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
28343,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
28344,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
28345,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
28346,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
28347,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
28348,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
28349,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
28350,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
28351,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
28352,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
28353,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
28354,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
28355,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
28356,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
28357,Forest,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
28358,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
28359,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
28360,Forest,Cropland,NULL,Water,Non_Wetland,Water,Water,Bareland
28361,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
28362,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
28363,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
28364,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
28365,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
28366,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
28367,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
28368,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
28369,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
28370,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
28371,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
28372,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
28373,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
28374,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
28375,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
28376,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
28377,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
28378,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
28379,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
28380,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
28381,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
28382,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
28383,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
28384,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
28385,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
28386,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
28387,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
28388,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
28389,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
28390,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
28391,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
28392,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
28393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
28394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
28395,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
28396,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
28397,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28398,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28399,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28400,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
28401,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
28402,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28403,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
28404,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28405,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28406,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
28407,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
28408,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
28409,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
28410,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
28411,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
28412,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
28413,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
28414,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
28415,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
28416,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
28417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
28418,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
28419,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
28420,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28421,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28422,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
28423,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
28424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
28425,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
28426,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
28427,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
28428,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
28429,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
28430,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
28431,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
28432,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
28433,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
28434,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
28435,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
28436,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
28437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
28438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
28439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
28440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
28441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
28442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
28443,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
28444,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
28445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
28446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
28447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
28448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
28449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
28450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
28451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
28453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
28454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
28455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
28456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
28457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
28458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
28459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
28460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
28461,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
28462,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
28463,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
28464,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
28465,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
28466,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
28467,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
28468,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
28469,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
28470,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
28471,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
28472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
28473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
28474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
28475,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
28476,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
28477,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
28478,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
28479,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
28480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
28481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
28482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
28483,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
28484,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
28485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
28486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
28487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
28488,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
28489,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
28490,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
28491,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
