Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHQ_M_R
695,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
696,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
697,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
698,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
699,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
700,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
701,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
702,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
703,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
704,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
705,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
706,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
707,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
708,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
709,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
710,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
711,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
712,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
713,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
714,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
715,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
716,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
717,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
718,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
719,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
720,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
721,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
722,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
723,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
724,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
725,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
726,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
727,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
728,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
729,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
730,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
731,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
732,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
733,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
734,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
735,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
736,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
737,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
738,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
739,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
740,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
741,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
742,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
743,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
744,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
745,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
746,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
747,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
748,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
749,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
750,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
751,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
752,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
753,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
754,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
755,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
756,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
757,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
758,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
759,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
760,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
761,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
762,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
763,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
764,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
765,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
766,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
767,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
768,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
769,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
770,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
771,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
772,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
773,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
774,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
775,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
776,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
777,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
778,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
779,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
780,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
781,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
782,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
783,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
784,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
785,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
786,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
787,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
788,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
789,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
790,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
791,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
792,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
793,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
794,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
795,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
796,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
797,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
798,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
799,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
800,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
801,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
802,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
803,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
804,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
805,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
806,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
807,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
808,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
809,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
810,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
811,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
812,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
813,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
814,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
815,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
816,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
817,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
818,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
819,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
820,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
821,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
822,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
823,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
824,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
825,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
826,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
827,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
828,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
829,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
830,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
831,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
832,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
833,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
834,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
835,Forest,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
836,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
837,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
838,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Water
839,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
840,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
841,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
842,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
843,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
844,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
845,Forest,Water,Water,NULL,Water,NULL,Water,Water
846,Forest,Water,Water,NULL,Water,NULL,Water,Forest
847,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
848,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
849,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
850,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
851,Forest,Water,Water,NULL,Water,Wetland,Water,Water
852,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
853,Forest,Water,Water,NULL,Water,Bareland,Water,Water
854,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
855,Forest,Water,Water,NULL,Water,Water,Wetland,Water
856,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
857,Forest,Water,Water,NULL,Water,Water,Water,Water
858,Forest,Water,Water,NULL,Water,Water,Water,Forest
859,Forest,Water,Water,NULL,Water,Water,Forest,Water
860,Forest,Water,Water,NULL,Water,Water,Forest,Forest
861,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
862,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
863,Forest,Water,Water,NULL,Water,Forest,Water,Forest
864,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
865,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
866,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
867,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
868,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
869,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
870,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
871,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
872,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
873,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
874,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
875,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
876,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
877,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
878,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
879,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
880,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
881,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
882,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
883,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
884,Forest,Water,Water,Non_Water,Water,Water,Water,Water
885,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
886,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
887,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
888,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
889,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
890,Forest,Water,Water,Water,Water,NULL,Wetland,Water
891,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
892,Forest,Water,Water,Water,Water,NULL,Water,Water
893,Forest,Water,Water,Water,Water,NULL,Water,Forest
894,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
895,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
896,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
897,Forest,Water,Water,Water,Water,Grassland,Water,Water
898,Forest,Water,Water,Water,Water,Grassland,Water,Forest
899,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
900,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
901,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
902,Forest,Water,Water,Water,Water,Wetland,Water,Water
903,Forest,Water,Water,Water,Water,Wetland,Water,Forest
904,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
905,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
906,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
907,Forest,Water,Water,Water,Water,Bareland,Water,Water
908,Forest,Water,Water,Water,Water,Bareland,Water,Forest
909,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
910,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
911,Forest,Water,Water,Water,Water,Water,Wetland,Water
912,Forest,Water,Water,Water,Water,Water,Wetland,Forest
913,Forest,Water,Water,Water,Water,Water,Water,Grassland
914,Forest,Water,Water,Water,Water,Water,Water,Water
915,Forest,Water,Water,Water,Water,Water,Water,Forest
916,Forest,Water,Water,Water,Water,Water,Forest,Water
917,Forest,Water,Water,Water,Water,Water,Forest,Forest
918,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
919,Forest,Water,Water,Water,Water,Forest,Water,Water
920,Forest,Water,Water,Water,Water,Forest,Water,Forest
921,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
922,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
923,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
924,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
925,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
926,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
927,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
928,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
929,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
930,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
931,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
932,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
933,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
934,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
935,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
936,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
937,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
938,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
939,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
940,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
941,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
942,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
943,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
944,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
945,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
946,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
947,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
948,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
949,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
950,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
951,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
952,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
953,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
954,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
955,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
956,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
957,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
958,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
959,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
960,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
961,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
962,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
963,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
964,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
965,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
966,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
967,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
968,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
969,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
970,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
971,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
972,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
973,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
974,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
975,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
976,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
977,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
978,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
979,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
980,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
981,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
982,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
983,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
984,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
985,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
986,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
987,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
988,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
989,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
990,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
991,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
992,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
993,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
994,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
995,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
996,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
997,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
998,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
999,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1000,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1001,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1003,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1004,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1005,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1006,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1007,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1008,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1009,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1010,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1011,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1014,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1015,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1016,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1017,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1018,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1019,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1020,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1021,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1022,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1023,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1024,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1025,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1026,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1027,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1028,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1029,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1030,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1031,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
1032,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1033,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1034,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1035,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1036,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1037,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1038,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1039,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1040,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1041,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1042,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1043,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1044,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1045,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1046,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1047,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1048,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1049,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1050,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1051,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1052,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1053,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1054,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1055,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1056,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1057,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1058,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1059,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1060,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1061,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1062,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1063,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1065,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1066,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1067,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1068,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1069,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1070,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
