Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNC_M_R
1038,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1039,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1040,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1042,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1043,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1044,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1052,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1053,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1054,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1055,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1056,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1057,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1058,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1059,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1060,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1061,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1062,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1064,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1065,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1066,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1067,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1068,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1069,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1071,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1073,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1074,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1075,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1076,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1077,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1080,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1081,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1082,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1085,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1087,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1091,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1093,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1095,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1096,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1097,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1098,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1101,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1103,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1104,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1105,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1106,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1107,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1109,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1110,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1113,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1116,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1117,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1118,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1120,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1121,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1123,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1125,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1126,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1127,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1128,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1129,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1130,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1131,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1132,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1133,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1134,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1135,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1136,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1137,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1139,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1141,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1142,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1144,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1145,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1146,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1147,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1148,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1149,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1150,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1151,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1153,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1154,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1155,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1156,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1157,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1158,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1160,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1161,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1162,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1163,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1164,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1165,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1166,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1167,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1168,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1170,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1172,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1173,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1174,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1175,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1177,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1178,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1179,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1180,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
