Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R
773,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland
774,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
775,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
776,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
777,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
778,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
779,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
780,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
781,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
782,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
783,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
784,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
785,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
786,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
787,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
788,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
789,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
790,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
791,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
792,Cropland,Wetland,Water,Non_Water,Water,NULL,Bareland
793,Cropland,Wetland,Water,Non_Water,Water,NULL,Water
794,Cropland,Wetland,Water,Water,Water,NULL,Wetland
795,Cropland,Wetland,Water,Water,Water,NULL,Bareland
796,Cropland,Wetland,Water,Water,Water,NULL,Water
797,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
798,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
799,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
800,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
801,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
802,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
803,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
804,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
805,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
806,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
807,Cropland,Bareland,Wetland,NULL,Wetland,NULL,Forest
808,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
809,Cropland,Bareland,Water,NULL,Water,NULL,Forest
810,Cropland,Bareland,Water,Water,Water,NULL,Forest
811,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
812,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
813,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
814,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
817,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
818,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
819,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
820,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
821,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
822,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
823,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,Water
824,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
825,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
826,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
827,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
828,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
829,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
830,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Water
831,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Forest
832,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest
833,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
834,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
835,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
836,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
837,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
838,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
839,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
840,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
841,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Water
842,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
843,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
844,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
845,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
846,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Water
847,Cropland,Water,Cropland,Water,Non_Wetland,NULL,Forest
848,Cropland,Water,Wetland,NULL,Wetland,NULL,Grassland
849,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
850,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
851,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Water
852,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
853,Cropland,Water,Wetland,Water,Wetland,NULL,Water
854,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
855,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,Forest
856,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
857,Cropland,Water,Water,NULL,Water,NULL,Grassland
858,Cropland,Water,Water,NULL,Water,NULL,Wetland
859,Cropland,Water,Water,NULL,Water,NULL,Bareland
860,Cropland,Water,Water,NULL,Water,NULL,Water
861,Cropland,Water,Water,NULL,Water,NULL,Forest
862,Cropland,Water,Water,Non_Water,Water,NULL,Grassland
863,Cropland,Water,Water,Non_Water,Water,NULL,Wetland
864,Cropland,Water,Water,Non_Water,Water,NULL,Water
865,Cropland,Water,Water,Non_Water,Water,NULL,Forest
866,Cropland,Water,Water,Water,Water,NULL,Water
867,Cropland,Water,Water,Water,Water,NULL,Forest
868,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
869,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
870,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
871,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
872,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
873,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
874,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
875,Cropland,Water,Forest,Water,Non_Wetland,NULL,Grassland
876,Cropland,Water,Forest,Water,Non_Wetland,NULL,Bareland
877,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
878,Cropland,Water,Forest,Water,Non_Wetland,NULL,Forest
879,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
880,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
881,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
882,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
883,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
884,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
885,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
886,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
887,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
888,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
889,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
890,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
891,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
892,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
893,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
894,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
895,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
896,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
897,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland
898,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water
899,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
900,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
901,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
902,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
903,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
904,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
905,Cropland,Forest,Water,NULL,Water,NULL,Forest
906,Cropland,Forest,Water,Non_Water,Water,NULL,Forest
907,Cropland,Forest,Water,Water,Water,NULL,Grassland
908,Cropland,Forest,Water,Water,Water,NULL,Water
909,Cropland,Forest,Water,Water,Water,NULL,Forest
910,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
911,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
912,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
913,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water
914,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
915,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
916,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
917,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Water
918,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Forest
919,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
920,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
921,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
922,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
923,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
924,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
925,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
926,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
927,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
928,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
929,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
930,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
931,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
932,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
933,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
934,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
935,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
936,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
937,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
938,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
939,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
940,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
941,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
942,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
943,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
944,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
945,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
946,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
947,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
948,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
949,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
950,Wetland,NULL,Water,NULL,Water,NULL,Grassland
951,Wetland,NULL,Water,NULL,Water,NULL,Bareland
952,Wetland,NULL,Water,NULL,Water,NULL,Water
953,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
954,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
955,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
956,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
957,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
958,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
959,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
960,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
961,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
962,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
963,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
964,Wetland,Cropland,Water,NULL,Water,NULL,Wetland
965,Wetland,Cropland,Water,Water,Water,NULL,Water
966,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
967,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
968,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
969,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
970,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
971,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
972,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
973,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
974,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
975,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
976,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
977,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water
978,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
979,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
980,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
981,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
982,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
983,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
984,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
985,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
986,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
987,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
988,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
989,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
990,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
991,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
992,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
993,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
994,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
995,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
996,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
997,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
998,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
999,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1000,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1001,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1002,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1003,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1004,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1005,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1006,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL
1007,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1008,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1009,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1010,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1011,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1012,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1013,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1014,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1015,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1016,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1017,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1018,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1019,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1020,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1021,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1022,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1023,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1024,Wetland,Wetland,Water,NULL,Water,NULL,Bareland
1025,Wetland,Wetland,Water,NULL,Water,NULL,Water
1026,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1027,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1028,Wetland,Wetland,Water,Non_Water,Water,NULL,Bareland
1029,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1030,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1031,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1032,Wetland,Wetland,Water,Water,Water,NULL,Bareland
1033,Wetland,Wetland,Water,Water,Water,NULL,Water
1034,Wetland,Wetland,Water,Water,Water,NULL,Forest
1035,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1036,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1037,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1038,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1039,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1040,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1041,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1042,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1043,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1044,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1045,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1046,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1047,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1048,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1049,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1050,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1051,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1052,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1053,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1054,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1055,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1056,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1057,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1058,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1059,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1060,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1061,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1062,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water
1063,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1064,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water
1065,Wetland,Water,NULL,Water,Non_Wetland,NULL,Grassland
1066,Wetland,Water,NULL,Water,Non_Wetland,NULL,Bareland
1067,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water
1068,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
1069,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1070,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1071,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1072,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1073,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1074,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1075,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1076,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1077,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1078,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1079,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1080,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1081,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1082,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1083,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water
1084,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1085,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1086,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1087,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1088,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1089,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1090,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1091,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1092,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1093,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1094,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water
1095,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1096,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
1097,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1098,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland
1099,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1100,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1101,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1102,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1103,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1104,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1105,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1106,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1107,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1108,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water
1109,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1110,Wetland,Water,Water,NULL,Water,NULL,Grassland
1111,Wetland,Water,Water,NULL,Water,NULL,Wetland
1112,Wetland,Water,Water,NULL,Water,NULL,Bareland
1113,Wetland,Water,Water,NULL,Water,NULL,Water
1114,Wetland,Water,Water,NULL,Water,NULL,Forest
1115,Wetland,Water,Water,Non_Water,Water,NULL,Grassland
1116,Wetland,Water,Water,Non_Water,Water,NULL,Bareland
1117,Wetland,Water,Water,Non_Water,Water,NULL,Water
1118,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1119,Wetland,Water,Water,Water,Water,NULL,Grassland
1120,Wetland,Water,Water,Water,Water,NULL,Bareland
1121,Wetland,Water,Water,Water,Water,NULL,Water
1122,Wetland,Water,Water,Water,Water,NULL,Forest
1123,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1124,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1125,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1126,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
1127,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1128,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1129,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1130,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1131,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1132,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1133,Wetland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1134,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
1135,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
1136,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1137,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1138,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1139,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1140,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1141,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1142,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1143,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1144,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1145,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1146,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1147,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1148,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1149,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1150,Wetland,Forest,Water,NULL,Water,NULL,Grassland
1151,Wetland,Forest,Water,NULL,Water,NULL,Forest
1152,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1153,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1154,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1155,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1156,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1157,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water
1158,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
