Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCK_M_R
4036,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4037,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4038,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
4039,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4040,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
4041,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4042,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4043,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4044,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4045,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
4046,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4047,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
4048,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
4049,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4050,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
4051,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
4052,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
4053,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Bareland
4054,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4055,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4056,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4057,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
4058,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Water
4059,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
4060,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4061,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4063,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4064,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4065,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4066,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4067,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4068,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4069,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4070,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
4071,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
4072,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4073,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4074,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4075,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4076,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Water
4077,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4078,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4079,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4080,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4081,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4082,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4083,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
4084,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4085,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4086,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
4087,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4088,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4089,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
4090,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4091,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
4092,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
4093,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
4094,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4095,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
4096,Forest,Bareland,Wetland,NULL,Wetland,Water,Forest,Bareland
4097,Forest,Bareland,Wetland,NULL,Wetland,Water,Forest,Forest
4098,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4099,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4100,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
4101,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
4102,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
4103,Forest,Bareland,Wetland,Water,Wetland,Water,Forest,Bareland
4104,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
4105,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Forest,Grassland
4106,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Bareland
4107,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
4108,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
4109,Forest,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
4110,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4111,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4112,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4113,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
4114,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4115,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
4116,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4117,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4118,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
4119,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
4120,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
4121,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Bareland
4122,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4123,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4124,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
4125,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4126,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
4127,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
4128,Forest,Bareland,Water,NULL,Water,Grassland,Grassland,Water
4129,Forest,Bareland,Water,NULL,Water,Water,Water,Grassland
4130,Forest,Bareland,Water,NULL,Water,Water,Water,Water
4131,Forest,Bareland,Water,NULL,Water,Water,Forest,Water
4132,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
4133,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
4134,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
4135,Forest,Bareland,Water,Non_Water,Water,Grassland,Wetland,Water
4136,Forest,Bareland,Water,Non_Water,Water,Bareland,Wetland,Grassland
4137,Forest,Bareland,Water,Non_Water,Water,Water,NULL,Water
4138,Forest,Bareland,Water,Non_Water,Water,Water,Grassland,Water
4139,Forest,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
4140,Forest,Bareland,Water,Non_Water,Water,Water,Wetland,Water
4141,Forest,Bareland,Water,Non_Water,Water,Water,Water,Bareland
4142,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
4143,Forest,Bareland,Water,Non_Water,Water,Water,Forest,Water
4144,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
4145,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
4146,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
4147,Forest,Bareland,Water,Water,Water,Grassland,Water,Water
4148,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Water
4149,Forest,Bareland,Water,Water,Water,Bareland,Water,Bareland
4150,Forest,Bareland,Water,Water,Water,Bareland,Water,Water
4151,Forest,Bareland,Water,Water,Water,Water,NULL,Water
4152,Forest,Bareland,Water,Water,Water,Water,Wetland,Bareland
4153,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
4154,Forest,Bareland,Water,Water,Water,Water,Water,Grassland
4155,Forest,Bareland,Water,Water,Water,Water,Water,Bareland
4156,Forest,Bareland,Water,Water,Water,Water,Water,Water
4157,Forest,Bareland,Water,Water,Water,Water,Water,Forest
4158,Forest,Bareland,Water,Water,Water,Water,Forest,Bareland
4159,Forest,Bareland,Water,Water,Water,Water,Forest,Water
4160,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4161,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4162,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
4163,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
4164,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
4165,Forest,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4166,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
4167,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
4168,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4169,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4170,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4171,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4172,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4173,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4174,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4175,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4176,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4177,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4178,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4179,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4180,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4181,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4182,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Forest
4183,Forest,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
4184,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4185,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4189,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4190,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4191,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4192,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4193,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4194,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4195,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4196,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4197,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4198,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4199,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4200,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4201,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4202,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4203,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4204,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
4205,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
4206,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4207,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
4208,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4209,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4210,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4211,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4212,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4213,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4214,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4215,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4216,Forest,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up,Built-up,Grassland
4217,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4218,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4219,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4220,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4221,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4222,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4223,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4224,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4225,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4226,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4227,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4228,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4229,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4230,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4231,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4232,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
4233,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4234,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4235,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
4236,Forest,Built-up,Water,Water,Water,Built-up,Grassland,Grassland
4237,Forest,Built-up,Water,Water,Water,Built-up,Built-up,Water
4238,Forest,Built-up,Water,Water,Water,Built-up,Water,Water
4239,Forest,Built-up,Water,Water,Water,Water,Water,Water
4240,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4241,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4242,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4243,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4244,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4245,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4246,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4247,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4248,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4249,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4250,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4251,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4252,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4253,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4254,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4255,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4256,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4257,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4258,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4259,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4260,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4261,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4262,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4263,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4264,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4265,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4266,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Forest
4267,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Forest
4268,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
4269,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
4270,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4271,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4272,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4273,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4274,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4275,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
4276,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4277,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4278,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4279,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4280,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4281,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4282,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4283,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4284,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4285,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4286,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4287,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
4288,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4289,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4290,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4291,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4292,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4293,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4294,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
4295,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
4296,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4297,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4298,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4299,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4300,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4301,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4302,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4303,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4304,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4305,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4306,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4307,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4308,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
4309,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4310,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4311,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4312,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4313,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4314,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4315,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
4316,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4317,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4318,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4319,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4320,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4321,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4322,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4323,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4324,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
4325,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4326,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4327,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4328,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4329,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
4330,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4331,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4332,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
4333,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4334,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4335,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4336,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
4337,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4338,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4339,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4340,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4341,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4342,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4343,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4344,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4345,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
4346,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4347,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4348,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
4349,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4350,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4351,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
4352,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
4353,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4354,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
4355,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
4356,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4357,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4358,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
4359,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
4360,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4361,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4362,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
4363,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
4364,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4365,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4366,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4367,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
4368,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4369,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
4370,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4371,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4372,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
4373,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
4374,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
4375,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4376,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4377,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4378,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4379,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
