Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNV_M_R
2426,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2427,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2428,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2429,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2430,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2431,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2432,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2433,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2434,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2435,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2436,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2437,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2438,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2439,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2440,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2441,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2442,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2443,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2444,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2445,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2446,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2447,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2448,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2449,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2450,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2451,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2452,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2453,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2454,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2455,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2456,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2457,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2458,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2459,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2460,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2461,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2462,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2463,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2464,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2465,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
2466,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
2467,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
2468,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2469,Water,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2470,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2471,Water,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
2472,Water,Forest,Water,NULL,Water,Wetland,Wetland,Water
2473,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2474,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
2475,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
2476,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
2477,Water,Forest,Water,NULL,Water,Water,Water,Water
2478,Water,Forest,Water,NULL,Water,Water,Water,Forest
2479,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
2480,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2481,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2482,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2483,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
2484,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2485,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
2486,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
2487,Water,Forest,Water,Non_Water,Water,Water,Water,Water
2488,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
2489,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2490,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
2491,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
2492,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
2493,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
2494,Water,Forest,Water,Water,Water,Wetland,Water,Water
2495,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2496,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2497,Water,Forest,Water,Water,Water,Water,Wetland,Water
2498,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2499,Water,Forest,Water,Water,Water,Water,Water,Grassland
2500,Water,Forest,Water,Water,Water,Water,Water,Wetland
2501,Water,Forest,Water,Water,Water,Water,Water,Water
2502,Water,Forest,Water,Water,Water,Water,Water,Forest
2503,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2504,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2505,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2506,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2507,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2508,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2509,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2510,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2511,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2512,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2513,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2514,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
2515,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2516,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2517,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2518,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2519,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
2520,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2521,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2522,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2523,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2524,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2525,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2526,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2527,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2528,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2529,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2530,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2531,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2532,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2533,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2534,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2535,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2536,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2537,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2538,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2539,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2540,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2541,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2542,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2543,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2544,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Wetland
2545,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Water
2546,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2547,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2548,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2549,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2550,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2551,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2552,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2553,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2554,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2555,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2556,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2557,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2558,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2559,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2560,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2561,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2562,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2563,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2564,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2565,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2566,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2567,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2568,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2569,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2570,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Built-up
2571,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2572,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2573,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2574,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2575,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
2576,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2577,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2578,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2579,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2580,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2581,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2582,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2583,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2584,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2585,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2586,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2587,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2588,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2589,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2590,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2591,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
2592,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2593,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2594,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2595,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2596,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2597,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2598,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2599,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2600,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2601,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2602,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2603,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2604,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2605,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2606,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2607,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2608,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2609,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2610,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2611,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2612,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2613,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2614,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2615,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2616,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2617,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2618,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2619,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2620,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2622,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2628,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2629,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2630,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2631,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2632,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2633,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2634,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2635,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2636,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2637,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2638,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2639,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2640,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2641,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2642,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2643,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2644,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2645,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2646,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2647,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2648,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2649,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2650,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
2651,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2652,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2653,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2654,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2655,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2656,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2657,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2658,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2659,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2660,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2661,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2662,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
2663,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2664,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2665,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2666,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2667,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2668,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2669,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2670,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2671,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2672,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2673,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2674,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Built-up
2675,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
2676,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2677,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2678,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2679,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2680,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2681,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2682,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2683,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2684,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2685,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2686,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2687,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2688,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2689,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2690,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2691,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2692,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2693,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2694,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2695,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2696,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2697,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2698,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2699,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2700,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2701,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2702,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
2703,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2704,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2705,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2706,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2707,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2708,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2709,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2710,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2711,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2712,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2713,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2714,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2715,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2716,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2717,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2718,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2719,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2720,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2721,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2722,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2723,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2724,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2725,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2726,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2727,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2728,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2729,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2730,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2731,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2732,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2733,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2734,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2735,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2736,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2737,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2738,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2739,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2740,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2741,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2742,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2743,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2744,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2745,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2746,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2747,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2748,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2749,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2750,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2751,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2752,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2753,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2754,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
2755,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2756,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2757,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2758,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2759,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2760,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2761,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2762,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2763,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2764,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2765,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2766,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
2767,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
2768,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2769,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2770,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2771,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2772,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
