Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPB_M_R
6053,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6054,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6055,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6056,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6057,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6058,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6059,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6060,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6061,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6062,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6063,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6064,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6065,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6066,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6067,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6068,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6069,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
6070,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6071,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6072,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6073,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6074,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6075,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6076,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
6077,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6078,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6079,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6080,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
6081,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6082,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
6083,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
6084,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6085,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6086,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6087,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6088,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6089,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6090,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
6091,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
6092,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
6093,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6094,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6095,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6096,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6097,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6098,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6099,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6100,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6101,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6102,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6103,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
6104,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6105,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6106,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6107,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6108,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6109,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6110,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6111,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
6112,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
6113,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6114,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6115,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6116,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6117,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6118,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6119,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6120,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
6121,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
6122,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6123,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6124,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6125,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6126,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6127,Forest,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
6128,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6129,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6130,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6131,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6132,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6133,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6134,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
6135,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6136,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
6137,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
6138,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6139,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6140,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6141,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
6142,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6143,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6144,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
6145,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
6146,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
6147,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6148,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6149,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
6150,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
6151,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
6152,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6153,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6154,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6155,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6156,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6157,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6158,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6159,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6160,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
6161,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6162,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6163,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6164,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6165,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6166,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
6167,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
6168,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6169,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6170,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
6171,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
6172,Forest,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
6173,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6174,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6175,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6176,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6177,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6178,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6179,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6180,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6181,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6182,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6183,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
6184,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
6185,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
6186,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
6187,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
6188,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
6189,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
6190,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
6191,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
6192,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
6193,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6194,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6195,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6196,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6197,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
6198,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6199,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6200,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6201,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6202,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6203,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6204,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6205,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
6206,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6207,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
6208,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6209,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6210,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6211,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6212,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6213,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6214,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6215,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6216,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
6217,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6218,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6219,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6220,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
6221,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6222,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6223,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6224,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6225,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6226,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6227,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
6228,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
6229,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6230,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6231,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6232,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6233,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6234,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6235,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6236,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6237,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6238,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
6239,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6240,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6241,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
6242,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6243,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
6244,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6245,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6246,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6247,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6248,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6249,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6250,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6251,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6252,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6253,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6254,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6255,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6256,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6257,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6258,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6259,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6260,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6261,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6262,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6263,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6264,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6265,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6266,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6267,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6268,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
6269,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6270,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
6271,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
6272,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6273,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
6274,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6275,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
6276,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
6277,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
6278,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
6279,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6280,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
6281,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
6282,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
6283,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
6284,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6285,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6286,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6287,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
6288,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Wetland
6289,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6290,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6291,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6292,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
6293,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
6294,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
6295,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
6296,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6297,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
6298,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
6299,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6300,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6301,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
6302,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6303,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
6304,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6305,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6306,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
6307,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
6308,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Wetland
6309,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6310,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6311,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6312,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6313,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6314,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6315,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6316,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6317,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6318,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6319,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6320,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6321,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6322,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
6323,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6324,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
6325,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
6326,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
6327,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
6328,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
6329,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6330,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
6331,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
6332,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6333,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6334,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
6335,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
6336,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6337,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6338,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6339,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6340,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6341,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6342,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6343,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6344,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
6345,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
6346,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
6347,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
6348,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
6349,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
6350,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
6351,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
6352,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
6353,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
6354,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
6355,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
6356,Forest,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
6357,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
6358,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
6359,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
6360,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
6361,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
6362,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6363,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6364,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6365,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
6366,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
6367,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
6368,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
6369,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
6370,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
6371,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
6372,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
6373,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
6374,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
6375,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
6376,Forest,NULL,Water,NULL,Water,Water,Water,Water
6377,Forest,NULL,Water,NULL,Water,Water,Water,Forest
6378,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
6379,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
6380,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
6381,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6382,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6383,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
6384,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
6385,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6386,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6387,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
6388,Forest,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
6389,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
6390,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
6391,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
6392,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
6393,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
6394,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
6395,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
6396,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
6397,Forest,NULL,Water,Water,Water,NULL,Water,Water
6398,Forest,NULL,Water,Water,Water,NULL,Water,Forest
