Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGE_M_R
2401,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2402,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2403,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2404,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
2405,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2406,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2407,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2408,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2409,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2410,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2411,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2412,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2413,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2414,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2415,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2416,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2417,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2418,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2419,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2420,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2421,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2422,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2423,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2424,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Wetland
2425,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Water
2426,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2427,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2428,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2429,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2430,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2431,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2432,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2433,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2434,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2435,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2436,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2437,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2438,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2439,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2440,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2441,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2442,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2443,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2444,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2445,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2446,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2447,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2448,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2449,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2450,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2451,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2452,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2453,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2454,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2455,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2456,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2457,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2458,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2459,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2460,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2461,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2462,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2463,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
2464,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2465,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2466,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2467,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2468,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2469,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2470,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2471,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2472,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2473,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2474,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2475,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2476,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2477,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2478,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2479,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2480,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2481,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2482,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2483,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2484,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2485,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2486,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2487,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2488,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2489,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2490,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2491,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
2492,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2493,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2494,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2495,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2496,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2497,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2498,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2499,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2500,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2501,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2502,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2503,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2504,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2505,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2506,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2507,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2508,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2509,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2510,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2511,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2512,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2513,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2514,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2515,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2516,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2517,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2518,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2519,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2520,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2521,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2522,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2523,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2524,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2525,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2526,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2527,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2530,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2531,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2532,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2533,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2534,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2535,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2536,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2537,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2538,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2539,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2540,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2541,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2542,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2543,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2544,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2545,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2546,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2547,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2548,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2549,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2550,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2551,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2552,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2553,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2554,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2555,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2556,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2557,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2558,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2559,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2560,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2561,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2562,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2563,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2564,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2565,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2566,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2567,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2568,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2569,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2571,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2572,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2573,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2574,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2575,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2576,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2577,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2578,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2579,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2580,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2581,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2582,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2583,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2584,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2585,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2586,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2587,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2588,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2589,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2590,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2591,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2592,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2593,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2594,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2595,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2596,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2597,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2598,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2599,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2600,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2601,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2602,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2603,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2604,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2605,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2606,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2607,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2608,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2609,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2610,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2611,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2612,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2613,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2614,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2615,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2616,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2617,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2618,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2619,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2620,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2621,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2622,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2623,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2624,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2625,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2626,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2627,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2628,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2629,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2630,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2631,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2632,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2633,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2634,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2635,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2636,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2637,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2638,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2639,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2640,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2641,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2642,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2643,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2644,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2645,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2646,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2647,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2648,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2649,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2650,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2651,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2652,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2653,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2654,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2655,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2656,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2657,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2658,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2659,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2660,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2661,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2662,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2663,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2664,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2665,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2666,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2667,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2668,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2669,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2670,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2671,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2672,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2673,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2674,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2675,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2676,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2677,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2678,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2679,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2680,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2681,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2682,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2683,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2684,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2685,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2686,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2687,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2688,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2689,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2690,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2691,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2692,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2693,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2694,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2695,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2697,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2698,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2699,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2700,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2701,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2702,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2703,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2704,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2705,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2706,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2707,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2708,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
2709,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2710,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
2711,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2712,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2713,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2714,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2715,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2716,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2717,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2718,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2719,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2720,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2721,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2722,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2723,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2724,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
