Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R
6099,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6100,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6101,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6102,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6103,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6104,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6105,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6106,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6107,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6108,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
6109,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6110,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6111,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6112,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6113,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6114,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6115,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6116,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6117,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6118,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6119,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6120,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6121,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6122,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6123,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6124,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6125,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6126,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6127,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6128,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6129,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6130,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6131,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6132,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6133,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6134,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6135,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6136,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6137,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6138,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6139,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6140,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6141,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6142,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6143,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6144,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6145,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6146,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6147,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6148,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
6149,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6150,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6151,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
6152,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6153,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Water
6154,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6155,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6156,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6157,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6158,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
6159,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6160,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6161,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6162,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6163,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
6164,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6165,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6166,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6167,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6168,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6169,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6170,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6171,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6172,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6173,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6174,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6175,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6176,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6177,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6178,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6179,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6180,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6181,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6182,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6183,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6184,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6185,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6186,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6187,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6188,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6189,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6190,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6191,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6192,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6193,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
6194,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6195,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6196,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6197,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6198,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6199,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6200,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6201,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6202,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6203,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6204,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6205,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6206,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6207,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6208,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6209,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6210,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6211,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6212,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6213,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6214,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6215,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6216,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6217,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6218,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6219,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6220,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6221,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6222,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6223,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6224,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6225,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6226,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6227,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6228,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6229,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6230,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6231,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6232,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6233,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6234,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
6235,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6236,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6237,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6238,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6239,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6240,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6241,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
6242,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6243,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
6244,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
6245,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
6246,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
6247,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6248,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6249,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6250,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6251,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6252,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6253,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6254,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
6255,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6256,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6257,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
6258,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6259,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6260,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6261,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
6262,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
6263,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
6264,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6265,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6266,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6267,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
6268,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6269,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
6270,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6271,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
6272,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
6273,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
6274,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
6275,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6276,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
6277,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Shrubland,Forest
6278,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6279,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6280,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6281,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6282,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6283,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6284,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
6285,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6286,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6287,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6288,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6289,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6290,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6291,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6292,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6293,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,NULL
6294,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6295,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
6296,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6297,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6298,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6299,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
6300,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6301,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6302,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6303,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6304,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6305,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6306,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6307,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6308,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6309,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6310,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6311,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6312,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6313,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
6314,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6315,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6316,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6317,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6318,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6319,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6320,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6321,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6322,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6323,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
6324,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6325,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6326,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6327,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6328,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6329,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
6330,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
6331,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6332,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
6333,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6334,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
6335,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6336,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
6337,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
6338,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
6339,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
6340,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
6341,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
6342,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
6343,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
6344,Forest,NULL,Water,NULL,Water,Shrubland,Water,Bareland
6345,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
6346,Forest,NULL,Water,NULL,Water,Shrubland,Forest,NULL
6347,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
6348,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
6349,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
6350,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
6351,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
6352,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
6353,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6354,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6355,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
6356,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
6357,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
6358,Forest,NULL,Water,NULL,Water,Wetland,Forest,NULL
6359,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
6360,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
6361,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
6362,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
6363,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
6364,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
6365,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
6366,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
6367,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
6368,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
6369,Forest,NULL,Water,NULL,Water,Water,Shrubland,NULL
6370,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
6371,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
6372,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
6373,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
6374,Forest,NULL,Water,NULL,Water,Forest,Shrubland,NULL
6375,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
6376,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
6377,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
6378,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
6379,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
6380,Forest,NULL,Water,NULL,Water,Forest,Forest,NULL
6381,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
6382,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
6383,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Bareland
6384,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
6385,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
6386,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Bareland
6387,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
6388,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
6389,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Forest
6390,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
6391,Forest,NULL,Water,Non_Water,Water,Forest,Forest,NULL
6392,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
6393,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
6394,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
6395,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
6396,Forest,NULL,Water,Water,Water,Shrubland,Water,NULL
6397,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
6398,Forest,NULL,Water,Water,Water,Shrubland,Forest,NULL
6399,Forest,NULL,Water,Water,Water,Bareland,Forest,Forest
6400,Forest,NULL,Water,Water,Water,Water,Water,Grassland
6401,Forest,NULL,Water,Water,Water,Water,Water,Water
6402,Forest,NULL,Water,Water,Water,Forest,Shrubland,NULL
6403,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
6404,Forest,NULL,Water,Water,Water,Forest,Forest,NULL
6405,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
6406,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6407,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6408,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6409,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6410,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6411,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6412,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6413,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6414,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6415,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6416,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6417,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6418,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6419,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
6420,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6421,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6422,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6423,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6424,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6425,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6426,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6427,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6428,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6429,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6430,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6431,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6432,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6433,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6434,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6435,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6436,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6437,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
