Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R
16424,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16425,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16426,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16427,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16428,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16429,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16430,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16431,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16432,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16433,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16434,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16435,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16436,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16437,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16438,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16439,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16440,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16441,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16442,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
16443,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
16444,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
16445,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
16446,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16447,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16448,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
16449,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16450,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16451,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16452,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16453,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16454,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16455,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16456,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16457,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16458,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16459,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16460,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16461,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16462,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16463,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16464,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16465,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16466,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16467,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16468,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16469,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16470,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16471,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16472,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16473,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16474,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16475,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16476,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16477,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16478,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16479,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
16480,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16481,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16482,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16483,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16484,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16485,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16486,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16487,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
16488,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
16489,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16490,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16491,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16492,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16493,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16494,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
16495,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16496,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16497,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16498,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16499,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16500,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16501,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16502,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16503,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16504,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
16505,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
16506,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16507,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16508,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16509,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16510,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16511,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16512,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16513,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16514,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
16515,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16516,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16517,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16518,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16519,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
16520,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16521,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
16522,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
16523,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Water
16524,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
16525,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
16526,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
16527,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
16528,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16529,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
16530,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
16531,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16532,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16533,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
16534,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
16535,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
16536,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16537,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16538,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16539,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
16540,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16541,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16542,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16543,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
16544,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16545,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
16546,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16547,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16548,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
16549,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
16550,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
16551,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16552,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16553,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16554,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16555,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16556,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
16557,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
16558,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16559,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16560,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16561,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
16562,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16563,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
16564,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16565,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16566,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
16567,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16568,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16569,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
16570,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
16571,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
16572,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
16573,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16574,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
16575,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
16576,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
16577,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
16578,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
16579,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
16580,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
16581,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
16582,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
16583,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
16584,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
16585,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16586,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
16587,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16588,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
16589,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
16590,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
16591,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
16592,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
16593,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
16594,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16595,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16596,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
16597,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16598,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16599,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
16600,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16601,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
16602,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
16603,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16604,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16605,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
16606,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16607,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16608,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16609,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
16610,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
16611,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16612,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16613,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16614,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16615,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16616,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
16617,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
16618,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
16619,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
16620,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16621,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
16622,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
16623,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16624,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16625,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16626,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16627,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
16628,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
16629,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
16630,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
16631,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
16632,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16633,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16634,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
16635,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16636,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
16637,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16638,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
16639,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
16640,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
16641,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Water
16642,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
16643,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
16644,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
16645,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
16646,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
16647,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
16648,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16649,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
16650,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
16651,Forest,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Water
16652,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
16653,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
16654,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
16655,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
16656,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
16657,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
16658,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
16659,Forest,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
16660,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
16661,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
16662,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16663,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
16664,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
16665,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
16666,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
16667,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
16668,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
16669,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
16670,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
16671,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
16672,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
16673,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
16674,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
16675,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
16676,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
16677,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Forest
16678,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16679,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16680,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
16681,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
16682,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
16683,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16684,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16685,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
16686,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
16687,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
16688,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
16689,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
16690,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
16691,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16692,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16693,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16694,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16695,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
16696,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16697,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16698,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16699,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16700,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16701,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16702,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16703,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16704,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
16705,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
16706,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
16707,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16708,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
16709,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
16710,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16711,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16712,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
16713,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
16714,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
16715,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
16716,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16717,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16718,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16719,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16720,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16721,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16722,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16723,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
16724,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
16725,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16726,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
16727,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16728,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16729,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16730,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
16731,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
16732,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
16733,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
16734,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
16735,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16736,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16737,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
16738,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16739,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16740,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16741,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16742,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16743,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16744,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16745,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16746,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16747,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Water
16748,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16749,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16750,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
16751,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16752,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16753,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Bareland,Water
16754,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
16755,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,NULL
16756,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
