Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTD_M_R
11504,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
11505,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
11506,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
11507,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
11508,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
11509,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
11510,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
11511,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
11512,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
11513,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11514,Forest,Wetland,Water,Water,Water,Water,Water,Water
11515,Forest,Wetland,Water,Water,Water,Water,Water,Forest
11516,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11517,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11518,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11519,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11520,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11521,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11522,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11523,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11524,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11525,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11526,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11527,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11528,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11529,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11530,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11531,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
11532,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
11533,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11534,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
11535,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
11536,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11537,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11538,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11539,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
11540,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11541,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11542,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11543,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11544,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11545,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11546,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11547,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
11548,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11549,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11550,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
11551,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
11552,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
11553,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
11554,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11555,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11556,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
11557,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
11558,Forest,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
11559,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
11560,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
11561,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
11562,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11563,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11564,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11565,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11566,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11567,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11568,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11569,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11570,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11571,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11572,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11573,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11574,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11575,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11576,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11577,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11578,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11579,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11580,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11581,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11582,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11583,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11584,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11585,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11586,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11587,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11588,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11589,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11590,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11591,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11592,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11593,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11594,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11595,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11596,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11597,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11598,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11625,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11626,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11627,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11628,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11629,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11630,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11631,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11632,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11633,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11634,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11635,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11636,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11637,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11638,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11639,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
11640,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
11641,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11642,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11643,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11644,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11645,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11646,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11647,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11648,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11649,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11650,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11651,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11652,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11653,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11654,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11655,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11656,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11657,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11658,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11659,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11660,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11661,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11662,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11663,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11664,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11665,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11666,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11667,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11668,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11669,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11670,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11671,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11672,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11673,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11674,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
11675,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11676,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11677,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11678,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
11679,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11680,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11681,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11682,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11683,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11684,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11685,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11686,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11687,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11688,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11689,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11690,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11691,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11692,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11693,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11694,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
11695,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
11696,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11697,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11698,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11699,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11700,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11701,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11702,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11703,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11704,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11705,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11706,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
11707,Forest,Built-up,Wetland,NULL,Wetland,Cropland,Bareland,Forest
11708,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
11709,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11710,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11711,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11712,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
11713,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
11714,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
11715,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11716,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11717,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11718,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11719,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11720,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11721,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11722,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11723,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11724,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
11725,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11726,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11727,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11728,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11729,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11730,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
11731,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
11732,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
11733,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
11734,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11735,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11736,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11737,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11738,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11739,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11740,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11741,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11742,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11743,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11744,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11745,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11746,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11747,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
11748,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11749,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11750,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11751,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11752,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11753,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11754,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
11755,Forest,Built-up,Water,NULL,Water,Grassland,Shrubland,Forest
11756,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
11757,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
11758,Forest,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
11759,Forest,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
11760,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
11761,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
11762,Forest,Built-up,Water,NULL,Water,Water,Grassland,Forest
11763,Forest,Built-up,Water,NULL,Water,Forest,Grassland,Forest
11764,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Forest
11765,Forest,Built-up,Water,Water,Water,Built-up,Built-up,Water
11766,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11767,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11768,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11769,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11770,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11771,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11772,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11773,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11774,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11775,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11776,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11777,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11778,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11779,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11780,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11781,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11782,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11783,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11784,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
11785,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11786,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11787,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11788,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11789,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
11790,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
11791,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
11792,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11793,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11794,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11795,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11796,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11797,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
11798,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11799,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
11800,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11801,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11802,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11803,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
11804,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11805,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11806,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
11807,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
11808,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
11809,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11810,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11811,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
11812,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11813,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
11814,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11815,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11816,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11817,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
11818,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11819,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11820,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11821,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11822,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11823,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
11824,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11825,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11826,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11827,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11828,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11829,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
