Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYS_M_R
13128,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13129,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13130,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13131,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13132,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13133,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
13134,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13135,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13136,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13137,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13138,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13139,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
13140,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13141,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13142,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
13143,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13144,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13145,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13146,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13147,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
13148,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13149,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13150,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13151,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13152,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13153,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13154,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13155,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
13156,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13157,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13158,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13159,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13160,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13161,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13162,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13163,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13164,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13165,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13166,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13167,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
13168,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13169,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13170,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13171,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
13172,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13173,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13174,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13175,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13176,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13177,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
13178,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13179,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13180,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13181,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
13182,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13183,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13184,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13185,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13186,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13187,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13188,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13189,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
13190,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
13191,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
13192,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13193,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13194,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13195,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13196,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
13197,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13198,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13199,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
13200,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13201,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
13202,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13203,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13204,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
13205,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
13206,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
13207,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13208,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
13209,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13210,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13211,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
13212,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
13213,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13214,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
13215,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
13216,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13217,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13218,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13219,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
13220,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13221,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13222,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13223,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13224,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13225,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13226,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13227,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13228,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13229,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13230,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13231,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13232,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13233,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
13234,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13235,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
13236,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13237,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
13238,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13239,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13240,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13241,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
13242,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13243,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13244,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13245,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13246,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13247,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13248,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13249,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13250,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13251,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13252,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13253,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13254,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13255,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
13256,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13257,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13258,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13259,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13260,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
13261,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13262,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13263,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13264,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13265,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13266,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13267,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
13268,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13269,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13270,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13271,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13272,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13273,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13274,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13275,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13276,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
13277,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13278,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13279,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13280,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
13281,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13282,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
13283,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13284,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13285,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13286,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13287,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13288,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
13289,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13290,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13291,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13292,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
13293,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13294,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
13295,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
13296,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
13297,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13298,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13299,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13300,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
13301,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13302,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13303,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13304,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
13305,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13306,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
13307,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
13308,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13309,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13310,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
13311,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13312,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13313,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
13314,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13315,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13316,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
13317,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13318,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13319,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
13320,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
13321,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,NULL
13322,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
13323,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
13324,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
13325,Forest,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Water
13326,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
13327,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
13328,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
13329,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13330,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
13331,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13332,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
13333,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
13334,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13335,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13336,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
13337,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
13338,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
13339,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13340,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13341,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13342,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13343,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13344,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
13345,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
13346,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
13347,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13348,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13349,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13350,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13351,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13352,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13353,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13354,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
13355,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
13356,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
13357,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
13358,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13359,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
13360,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
13361,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
13362,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13363,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
13364,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13365,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13366,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
13367,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
13368,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
13369,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13370,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
13371,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13372,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
13373,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
13374,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13375,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13376,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13377,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13378,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13379,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
13380,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13381,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
13382,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13383,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13384,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
13385,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13386,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13387,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13388,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
13389,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
13390,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
13391,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13392,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
13393,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13394,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13395,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13396,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13397,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13398,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13399,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13400,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13401,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
13402,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
13403,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13404,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13405,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13406,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
13407,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
13408,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
13409,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
13410,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
13411,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13412,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
13413,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
13414,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
13415,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
13416,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
13417,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
13418,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13419,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
13420,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13421,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13422,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13423,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
13424,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13425,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13426,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13427,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
13428,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
13429,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
13430,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
13431,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13432,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13433,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13434,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13435,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13436,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13437,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
13438,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
13439,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13440,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
13441,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
13442,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
13443,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
13444,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13445,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13446,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13447,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13448,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
13449,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
13450,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
13451,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
13452,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
13453,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
13454,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
13455,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
13456,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
13457,Forest,NULL,Water,NULL,Water,Grassland,Water,Wetland
13458,Forest,NULL,Water,NULL,Water,Cropland,NULL,Grassland
