Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLQ_M_R
11807,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11808,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11809,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11810,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11811,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11812,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11813,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11814,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11815,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11816,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11817,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11818,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11819,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11820,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11821,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11822,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
11823,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11824,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11825,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11826,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11827,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11828,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11829,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11830,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11831,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11832,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11833,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11834,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
11835,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
11836,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
11837,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11838,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11839,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11840,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11841,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11842,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11843,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11844,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11845,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11846,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11847,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11848,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11849,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11850,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11851,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
11852,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11853,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11854,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11855,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11856,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11857,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11858,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11859,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
11860,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11861,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11862,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11863,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11864,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11865,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11866,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11867,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11868,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11869,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11870,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11871,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11872,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11873,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
11874,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11875,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11876,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11877,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11878,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11879,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11880,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11881,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11882,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11883,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11884,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11885,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11886,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11887,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11888,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11889,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11890,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11891,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11892,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
11893,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11894,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
11895,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11896,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11897,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11898,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11899,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11900,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11901,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11902,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11903,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
11904,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
11905,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11906,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11907,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11908,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11909,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11910,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11911,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
11912,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
11913,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11914,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11915,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
11916,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11917,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11918,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11919,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11920,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11921,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
11922,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11923,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11924,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11925,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11926,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
11927,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11928,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11929,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11930,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
11931,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
11932,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11933,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
11934,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11935,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11936,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11937,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11938,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
11939,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11940,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11941,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11942,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
11943,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
11944,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11945,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11946,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
11947,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
11948,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11949,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11950,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11951,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
11952,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11953,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11954,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
11955,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
11956,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
11957,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
11958,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11959,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11960,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11961,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11962,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11963,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11964,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11965,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11966,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11967,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
11968,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11969,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
11970,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11971,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11972,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11973,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
11974,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11975,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11976,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
11977,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
11978,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11979,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11980,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11981,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
11982,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11983,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
11984,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11985,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
11986,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11987,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
11988,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
11989,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
11990,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11991,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
11992,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11993,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
11994,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
11995,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
11996,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
11997,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11998,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11999,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
12000,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12001,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12002,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12003,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12004,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
12005,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
12006,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12007,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
12008,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
12009,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12010,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12011,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12012,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Water
12013,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
12014,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12015,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
12016,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12017,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12018,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12019,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12020,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
12021,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
12022,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
12023,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
12024,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12025,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
12026,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
12027,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
12028,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12029,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12030,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Cropland
12031,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12032,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12033,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
12034,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
12035,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
12036,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
12037,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
12038,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12039,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
12040,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
12041,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
12042,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
12043,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
12044,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
12045,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
12046,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
12047,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
12048,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12049,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12050,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12051,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12052,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12053,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12054,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12055,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12056,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12057,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12058,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12059,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12060,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12061,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12062,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
12063,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
12064,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12065,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12066,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
12067,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12068,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12069,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12070,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12071,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
12072,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12073,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12074,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
12075,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
12076,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
12077,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12078,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12079,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12080,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
12081,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12082,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
12083,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12084,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12085,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12086,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12087,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12088,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12089,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12090,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12091,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12092,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12093,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
12094,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
12095,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
12096,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12097,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12098,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12099,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12100,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12101,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
12102,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12103,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12104,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
12105,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12106,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12107,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
12108,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
12109,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12110,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12111,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12112,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
12113,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12114,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12115,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12116,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
12117,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
12118,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12119,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
12120,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12121,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12122,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12123,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12124,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12125,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12126,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
12127,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12128,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12129,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
12130,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
12131,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
12132,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12133,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12134,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12135,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12136,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
12137,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
12138,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12139,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
