Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
16793,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
16794,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16795,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
16796,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16797,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
16798,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16799,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16800,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16801,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
16802,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16803,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
16804,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
16805,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,NULL
16806,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
16807,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
16808,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
16809,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
16810,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
16811,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
16812,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Forest,Water
16813,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,NULL
16814,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
16815,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
16816,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
16817,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
16818,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
16819,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
16820,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
16821,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
16822,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
16823,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,Forest,Forest
16824,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
16825,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
16826,Forest,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Forest
16827,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
16828,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Forest
16829,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
16830,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16831,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16832,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16833,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
16834,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16835,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16836,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
16837,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16838,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16839,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
16840,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
16841,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16842,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
16843,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Water
16844,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16845,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16846,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16847,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
16848,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
16849,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16850,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
16851,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
16852,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
16853,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
16854,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Water
16855,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16856,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
16857,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
16858,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
16859,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
16860,Forest,Wetland,NULL,Water,Non_Wetland,Water,Forest,Grassland
16861,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Water,Water
16862,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
16863,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16864,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
16865,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16866,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16867,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16868,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16869,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
16870,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
16871,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16872,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
16873,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
16874,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16875,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
16876,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16877,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
16878,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
16879,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16880,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
16881,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
16882,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16883,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16884,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16885,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16886,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16887,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16888,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16889,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
16890,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
16891,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
16892,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16893,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
16894,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16895,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
16896,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
16897,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16898,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Water
16899,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16900,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
16901,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
16902,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
16903,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16904,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16905,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16906,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
16907,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16908,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16909,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
16910,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16911,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16912,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
16913,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16914,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
16915,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
16916,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16917,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
16918,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Water
16919,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
16920,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
16921,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
16922,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Water
16923,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
16924,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
16925,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
16926,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
16927,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
16928,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16929,Forest,Wetland,Water,NULL,Water,NULL,Forest,Water
16930,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Water
16931,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
16932,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
16933,Forest,Wetland,Water,NULL,Water,Water,Water,Water
16934,Forest,Wetland,Water,NULL,Water,Water,Forest,Grassland
16935,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
16936,Forest,Wetland,Water,Non_Water,Water,NULL,Forest,Forest
16937,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Grassland
16938,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Water
16939,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
16940,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
16941,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Water
16942,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Grassland
16943,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
16944,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Grassland
16945,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Water
16946,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
16947,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
16948,Forest,Wetland,Water,Water,Water,NULL,Water,Water
16949,Forest,Wetland,Water,Water,Water,NULL,Forest,Water
16950,Forest,Wetland,Water,Water,Water,Shrubland,NULL,Water
16951,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
16952,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Water
16953,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
16954,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
16955,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
16956,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
16957,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
16958,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
16959,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
16960,Forest,Wetland,Water,Water,Water,Water,Water,Water
16961,Forest,Wetland,Water,Water,Water,Water,Water,Forest
16962,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
16963,Forest,Wetland,Water,Water,Water,Water,Forest,Water
16964,Forest,Wetland,Water,Water,Water,Forest,NULL,Water
16965,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
16966,Forest,Wetland,Water,Water,Water,Forest,Water,Water
16967,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
16968,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
16969,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
16970,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16971,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16972,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16973,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16974,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16975,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16976,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16977,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Water
16978,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16979,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16980,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16981,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
16982,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16983,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
16984,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16985,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16986,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16987,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
16988,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16989,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
16990,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16991,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16992,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
16993,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
16994,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16995,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
16996,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
16997,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
16998,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
16999,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
17000,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
17001,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
17002,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17003,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
17004,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
17005,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17006,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
17007,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
17008,Forest,Wetland,Forest,Water,Non_Wetland,Water,NULL,Forest
17009,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
17010,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
17011,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Grassland
17012,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
17013,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
17014,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
17015,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17016,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
17017,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
17018,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
17019,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17020,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
17021,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17022,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
17023,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17024,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
17025,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
17026,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
17027,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
17028,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
17029,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
17030,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
17031,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
17032,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17033,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
17034,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
17035,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
17036,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
17037,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17038,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
17039,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17040,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
17041,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17042,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
17043,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17044,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
17045,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
17046,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17047,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
17048,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
17049,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
17050,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
17051,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
17052,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
17053,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
17054,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
17055,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
17056,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
17057,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
17058,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
17059,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
17060,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
17061,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
17062,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Water
17063,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17064,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
17065,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
17066,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
17067,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
17068,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
17069,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17070,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
17071,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
17072,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17073,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
17074,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
17075,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
17076,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
17077,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
17078,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
17079,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17080,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
17081,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17082,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
17083,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
17084,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
17085,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
17086,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17087,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17088,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
17089,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
17090,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,NULL,Forest
17091,Forest,Built-up,NULL,Water,Non_Wetland,Forest,NULL,Forest
17092,Forest,Built-up,NULL,Water,Non_Wetland,Forest,Forest,Forest
17093,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
17094,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17095,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
17096,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
17097,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17098,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17099,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
17100,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17101,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
17102,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
17103,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17104,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
17105,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
17106,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
17107,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
17108,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
17109,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
17110,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
17111,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
17112,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
17113,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
17114,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
17115,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
17116,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
17117,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
17118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17119,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
17120,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17124,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17125,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
17127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
17128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
17130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
