Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZR_M_R
19003,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
19004,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Cropland
19005,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
19006,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
19007,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
19008,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Cropland
19009,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Bareland
19010,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Bareland
19011,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
19012,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
19013,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
19014,Water,Water,Built-up,Water,Non_Wetland,Cropland,Water,Grassland
19015,Water,Water,Built-up,Water,Non_Wetland,Built-up,NULL,Bareland
19016,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
19017,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
19018,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
19019,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
19020,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
19021,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
19022,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
19023,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
19024,Water,Water,Water,NULL,Water,NULL,NULL,Water
19025,Water,Water,Water,NULL,Water,NULL,NULL,Forest
19026,Water,Water,Water,NULL,Water,NULL,Shrubland,Grassland
19027,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
19028,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
19029,Water,Water,Water,NULL,Water,NULL,Grassland,Cropland
19030,Water,Water,Water,NULL,Water,NULL,Grassland,Wetland
19031,Water,Water,Water,NULL,Water,NULL,Grassland,Bareland
19032,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
19033,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
19034,Water,Water,Water,NULL,Water,NULL,Built-up,Grassland
19035,Water,Water,Water,NULL,Water,NULL,Water,Grassland
19036,Water,Water,Water,NULL,Water,NULL,Water,Cropland
19037,Water,Water,Water,NULL,Water,NULL,Water,Wetland
19038,Water,Water,Water,NULL,Water,NULL,Water,Bareland
19039,Water,Water,Water,NULL,Water,NULL,Water,Water
19040,Water,Water,Water,NULL,Water,NULL,Water,Forest
19041,Water,Water,Water,NULL,Water,NULL,Forest,Grassland
19042,Water,Water,Water,NULL,Water,NULL,Forest,Water
19043,Water,Water,Water,NULL,Water,NULL,Forest,Forest
19044,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
19045,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
19046,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
19047,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
19048,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
19049,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
19050,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
19051,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
19052,Water,Water,Water,NULL,Water,Cropland,NULL,Grassland
19053,Water,Water,Water,NULL,Water,Cropland,NULL,Water
19054,Water,Water,Water,NULL,Water,Cropland,NULL,Forest
19055,Water,Water,Water,NULL,Water,Cropland,Water,Grassland
19056,Water,Water,Water,NULL,Water,Cropland,Water,Water
19057,Water,Water,Water,NULL,Water,Cropland,Water,Forest
19058,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
19059,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
19060,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
19061,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
19062,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
19063,Water,Water,Water,NULL,Water,Bareland,Water,Water
19064,Water,Water,Water,NULL,Water,Built-up,NULL,Grassland
19065,Water,Water,Water,NULL,Water,Built-up,NULL,Water
19066,Water,Water,Water,NULL,Water,Built-up,NULL,Forest
19067,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
19068,Water,Water,Water,NULL,Water,Built-up,Water,Bareland
19069,Water,Water,Water,NULL,Water,Built-up,Water,Water
19070,Water,Water,Water,NULL,Water,Water,NULL,Grassland
19071,Water,Water,Water,NULL,Water,Water,NULL,Cropland
19072,Water,Water,Water,NULL,Water,Water,NULL,Wetland
19073,Water,Water,Water,NULL,Water,Water,NULL,Bareland
19074,Water,Water,Water,NULL,Water,Water,NULL,Water
19075,Water,Water,Water,NULL,Water,Water,NULL,Forest
19076,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
19077,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
19078,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
19079,Water,Water,Water,NULL,Water,Water,Shrubland,Water
19080,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
19081,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
19082,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
19083,Water,Water,Water,NULL,Water,Water,Grassland,Water
19084,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
19085,Water,Water,Water,NULL,Water,Water,Wetland,Water
19086,Water,Water,Water,NULL,Water,Water,Built-up,Forest
19087,Water,Water,Water,NULL,Water,Water,Water,Grassland
19088,Water,Water,Water,NULL,Water,Water,Water,Cropland
19089,Water,Water,Water,NULL,Water,Water,Water,Wetland
19090,Water,Water,Water,NULL,Water,Water,Water,Bareland
19091,Water,Water,Water,NULL,Water,Water,Water,Water
19092,Water,Water,Water,NULL,Water,Water,Water,Forest
19093,Water,Water,Water,NULL,Water,Water,Forest,Wetland
19094,Water,Water,Water,NULL,Water,Water,Forest,Water
19095,Water,Water,Water,NULL,Water,Water,Forest,Forest
19096,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
19097,Water,Water,Water,NULL,Water,Forest,NULL,Cropland
19098,Water,Water,Water,NULL,Water,Forest,NULL,Water
19099,Water,Water,Water,NULL,Water,Forest,NULL,Forest
19100,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
19101,Water,Water,Water,NULL,Water,Forest,Water,Wetland
19102,Water,Water,Water,NULL,Water,Forest,Water,Water
19103,Water,Water,Water,NULL,Water,Forest,Water,Forest
19104,Water,Water,Water,NULL,Water,Forest,Forest,Forest
19105,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
19106,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
19107,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
19108,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
19109,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
19110,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Wetland
19111,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
19112,Water,Water,Water,Non_Water,Water,NULL,Grassland,Cropland
19113,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
19114,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
19115,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
19116,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
19117,Water,Water,Water,Non_Water,Water,NULL,Water,Water
19118,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
19119,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
19120,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Water
19121,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
19122,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
19123,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Grassland
19124,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
19125,Water,Water,Water,Non_Water,Water,Cropland,NULL,Grassland
19126,Water,Water,Water,Non_Water,Water,Cropland,Water,Grassland
19127,Water,Water,Water,Non_Water,Water,Cropland,Water,Forest
19128,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
19129,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
19130,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
19131,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
19132,Water,Water,Water,Non_Water,Water,Built-up,NULL,Grassland
19133,Water,Water,Water,Non_Water,Water,Built-up,Water,Bareland
19134,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
19135,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
19136,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
19137,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
19138,Water,Water,Water,Non_Water,Water,Water,NULL,Bareland
19139,Water,Water,Water,Non_Water,Water,Water,NULL,Water
19140,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
19141,Water,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
19142,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
19143,Water,Water,Water,Non_Water,Water,Water,Wetland,Cropland
19144,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
19145,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
19146,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
19147,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
19148,Water,Water,Water,Non_Water,Water,Water,Water,Water
19149,Water,Water,Water,Non_Water,Water,Water,Water,Forest
19150,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
19151,Water,Water,Water,Non_Water,Water,Water,Forest,Water
19152,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
19153,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
19154,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
19155,Water,Water,Water,Non_Water,Water,Forest,Forest,Cropland
19156,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
19157,Water,Water,Water,Water,Water,NULL,NULL,Grassland
19158,Water,Water,Water,Water,Water,NULL,NULL,Cropland
19159,Water,Water,Water,Water,Water,NULL,NULL,Wetland
19160,Water,Water,Water,Water,Water,NULL,NULL,Bareland
19161,Water,Water,Water,Water,Water,NULL,NULL,Water
19162,Water,Water,Water,Water,Water,NULL,NULL,Forest
19163,Water,Water,Water,Water,Water,NULL,Shrubland,Grassland
19164,Water,Water,Water,Water,Water,NULL,Shrubland,Wetland
19165,Water,Water,Water,Water,Water,NULL,Shrubland,Forest
19166,Water,Water,Water,Water,Water,NULL,Grassland,Grassland
19167,Water,Water,Water,Water,Water,NULL,Grassland,Bareland
19168,Water,Water,Water,Water,Water,NULL,Grassland,Water
19169,Water,Water,Water,Water,Water,NULL,Grassland,Forest
19170,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
19171,Water,Water,Water,Water,Water,NULL,Wetland,Forest
19172,Water,Water,Water,Water,Water,NULL,Water,Grassland
19173,Water,Water,Water,Water,Water,NULL,Water,Cropland
19174,Water,Water,Water,Water,Water,NULL,Water,Wetland
19175,Water,Water,Water,Water,Water,NULL,Water,Bareland
19176,Water,Water,Water,Water,Water,NULL,Water,Water
19177,Water,Water,Water,Water,Water,NULL,Water,Forest
19178,Water,Water,Water,Water,Water,NULL,Forest,Grassland
19179,Water,Water,Water,Water,Water,NULL,Forest,Wetland
19180,Water,Water,Water,Water,Water,NULL,Forest,Water
19181,Water,Water,Water,Water,Water,NULL,Forest,Forest
19182,Water,Water,Water,Water,Water,Shrubland,NULL,Grassland
19183,Water,Water,Water,Water,Water,Shrubland,NULL,Wetland
19184,Water,Water,Water,Water,Water,Shrubland,NULL,Water
19185,Water,Water,Water,Water,Water,Shrubland,NULL,Forest
19186,Water,Water,Water,Water,Water,Shrubland,Shrubland,Bareland
19187,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
19188,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
19189,Water,Water,Water,Water,Water,Shrubland,Water,Cropland
19190,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
19191,Water,Water,Water,Water,Water,Shrubland,Water,Water
19192,Water,Water,Water,Water,Water,Shrubland,Water,Forest
19193,Water,Water,Water,Water,Water,Shrubland,Forest,Grassland
19194,Water,Water,Water,Water,Water,Shrubland,Forest,Water
19195,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
19196,Water,Water,Water,Water,Water,Cropland,NULL,Grassland
19197,Water,Water,Water,Water,Water,Cropland,NULL,Wetland
19198,Water,Water,Water,Water,Water,Cropland,NULL,Bareland
19199,Water,Water,Water,Water,Water,Cropland,NULL,Water
19200,Water,Water,Water,Water,Water,Cropland,NULL,Forest
19201,Water,Water,Water,Water,Water,Cropland,Shrubland,Water
19202,Water,Water,Water,Water,Water,Cropland,Water,Grassland
19203,Water,Water,Water,Water,Water,Cropland,Water,Bareland
19204,Water,Water,Water,Water,Water,Cropland,Water,Water
19205,Water,Water,Water,Water,Water,Cropland,Water,Forest
19206,Water,Water,Water,Water,Water,Wetland,Water,Water
19207,Water,Water,Water,Water,Water,Wetland,Water,Forest
19208,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
19209,Water,Water,Water,Water,Water,Bareland,NULL,Bareland
19210,Water,Water,Water,Water,Water,Bareland,NULL,Water
19211,Water,Water,Water,Water,Water,Bareland,Shrubland,Grassland
19212,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
19213,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
19214,Water,Water,Water,Water,Water,Bareland,Water,Grassland
19215,Water,Water,Water,Water,Water,Bareland,Water,Bareland
19216,Water,Water,Water,Water,Water,Bareland,Water,Water
19217,Water,Water,Water,Water,Water,Built-up,NULL,Grassland
19218,Water,Water,Water,Water,Water,Built-up,NULL,Water
19219,Water,Water,Water,Water,Water,Built-up,NULL,Forest
19220,Water,Water,Water,Water,Water,Built-up,Built-up,Grassland
19221,Water,Water,Water,Water,Water,Built-up,Water,Grassland
19222,Water,Water,Water,Water,Water,Built-up,Water,Bareland
19223,Water,Water,Water,Water,Water,Built-up,Water,Water
19224,Water,Water,Water,Water,Water,Built-up,Water,Forest
19225,Water,Water,Water,Water,Water,Water,NULL,Grassland
19226,Water,Water,Water,Water,Water,Water,NULL,Cropland
19227,Water,Water,Water,Water,Water,Water,NULL,Wetland
19228,Water,Water,Water,Water,Water,Water,NULL,Bareland
19229,Water,Water,Water,Water,Water,Water,NULL,Water
19230,Water,Water,Water,Water,Water,Water,NULL,Forest
19231,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
19232,Water,Water,Water,Water,Water,Water,Shrubland,Bareland
19233,Water,Water,Water,Water,Water,Water,Shrubland,Water
19234,Water,Water,Water,Water,Water,Water,Grassland,Grassland
19235,Water,Water,Water,Water,Water,Water,Grassland,Bareland
19236,Water,Water,Water,Water,Water,Water,Grassland,Water
19237,Water,Water,Water,Water,Water,Water,Grassland,Forest
19238,Water,Water,Water,Water,Water,Water,Wetland,Grassland
19239,Water,Water,Water,Water,Water,Water,Wetland,Wetland
19240,Water,Water,Water,Water,Water,Water,Wetland,Water
19241,Water,Water,Water,Water,Water,Water,Wetland,Forest
19242,Water,Water,Water,Water,Water,Water,Built-up,Forest
19243,Water,Water,Water,Water,Water,Water,Water,NULL
19244,Water,Water,Water,Water,Water,Water,Water,Grassland
19245,Water,Water,Water,Water,Water,Water,Water,Cropland
19246,Water,Water,Water,Water,Water,Water,Water,Wetland
19247,Water,Water,Water,Water,Water,Water,Water,Bareland
19248,Water,Water,Water,Water,Water,Water,Water,Water
19249,Water,Water,Water,Water,Water,Water,Water,Forest
19250,Water,Water,Water,Water,Water,Water,Forest,Grassland
19251,Water,Water,Water,Water,Water,Water,Forest,Wetland
19252,Water,Water,Water,Water,Water,Water,Forest,Water
19253,Water,Water,Water,Water,Water,Water,Forest,Forest
19254,Water,Water,Water,Water,Water,Forest,NULL,Cropland
19255,Water,Water,Water,Water,Water,Forest,NULL,Wetland
19256,Water,Water,Water,Water,Water,Forest,NULL,Water
19257,Water,Water,Water,Water,Water,Forest,NULL,Forest
19258,Water,Water,Water,Water,Water,Forest,Water,Grassland
19259,Water,Water,Water,Water,Water,Forest,Water,Cropland
19260,Water,Water,Water,Water,Water,Forest,Water,Wetland
19261,Water,Water,Water,Water,Water,Forest,Water,Water
19262,Water,Water,Water,Water,Water,Forest,Water,Forest
19263,Water,Water,Water,Water,Water,Forest,Forest,Cropland
19264,Water,Water,Water,Water,Water,Forest,Forest,Wetland
19265,Water,Water,Water,Water,Water,Forest,Forest,Water
19266,Water,Water,Water,Water,Water,Forest,Forest,Forest
19267,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19268,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19269,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19270,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
19271,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
19272,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
19273,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
19274,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19275,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19276,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19277,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19278,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
19279,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19280,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19281,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19282,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
19283,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
19284,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
19285,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19286,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
19287,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
19288,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
19289,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
19290,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
19291,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
19292,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
19293,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
19294,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
19295,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
19296,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
19297,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
19298,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
19299,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19300,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
19301,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
19302,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
19303,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19304,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19305,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19306,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
19307,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19308,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19309,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19310,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19311,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19312,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19313,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19314,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
19315,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
19316,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
19317,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
19318,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
19319,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
19320,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19321,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19322,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19323,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19324,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19325,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19326,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19327,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
19328,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
19329,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
19330,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19331,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
19332,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
19333,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
19334,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
19335,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
19336,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
19337,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
19338,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
19339,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
19340,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
19341,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Forest
19342,Water,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
19343,Water,Water,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
19344,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
19345,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
19346,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
19347,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
19348,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
19349,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
19350,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
19351,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
19352,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19353,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19354,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
19355,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
19356,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
19357,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
19358,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
19359,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
19360,Water,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
19361,Water,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
19362,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
19363,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
19364,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
19365,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
19366,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
19367,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
19368,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
19369,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
19370,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
19371,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
19372,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
19373,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
19374,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
19375,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
19376,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
19377,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
19378,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
19379,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Cropland
19380,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
19381,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
19382,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
19383,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
19384,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
19385,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
19386,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
19387,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
19388,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
19389,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
19390,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
19391,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
19392,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
19393,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
19394,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Cropland
19395,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
19396,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
19397,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
19398,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
19399,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19400,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19401,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
19402,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19403,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
19404,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
