Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFT_M_R
663,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
665,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
666,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
667,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
668,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
669,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
670,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
671,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
672,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
673,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
674,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
675,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
677,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
678,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
679,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
680,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
681,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
682,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
683,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
684,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Water,Water,NULL,NULL,Bareland
685,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
686,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
687,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
688,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
689,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
690,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
691,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
692,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
695,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
696,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
697,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
698,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
699,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
700,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
