Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLR_M_R
9624,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
9625,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9626,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9627,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
9628,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9629,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9630,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9631,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
9632,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9633,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9634,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
9635,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
9636,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9637,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
9638,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
9639,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9640,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
9641,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9642,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
9643,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9644,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9645,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
9646,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9647,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9648,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
9649,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
9650,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
9651,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
9652,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
9653,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
9654,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
9655,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
9656,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
9657,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
9658,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
9659,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
9660,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
9661,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
9662,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Water
9663,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
9664,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,NULL
9665,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
9666,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Water
9667,Water,Wetland,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
9668,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
9669,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
9670,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
9671,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9672,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9673,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9674,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9675,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9676,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
9677,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9678,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
9679,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Water
9680,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9681,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
9682,Water,Wetland,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
9683,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9684,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
9685,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Water
9686,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9687,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
9688,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
9689,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,NULL
9690,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
9691,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9692,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
9693,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
9694,Water,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
9695,Water,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Water
9696,Water,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Forest
9697,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Water
9698,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
9699,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
9700,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
9701,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
9702,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
9703,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
9704,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9705,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9706,Water,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9707,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
9708,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9709,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
9710,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
9711,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9712,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Water
9713,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
9714,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
9715,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9716,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
9717,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9718,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
9719,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
9720,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9721,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9722,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Grassland,NULL
9723,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
9724,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
9725,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
9726,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
9727,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9728,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
9729,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
9730,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
9731,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
9732,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Water
9733,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Forest
9734,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Forest,Wetland
9735,Water,Wetland,Built-up,Water,Non_Wetland,Grassland,Forest,Water
9736,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
9737,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
9738,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
9739,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
9740,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
9741,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9742,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
9743,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Water
9744,Water,Wetland,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
9745,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
9746,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
9747,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
9748,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Forest
9749,Water,Wetland,Built-up,Water,Non_Wetland,Water,Forest,Water
9750,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
9751,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
9752,Water,Wetland,Water,NULL,Water,Grassland,Water,Grassland
9753,Water,Wetland,Water,NULL,Water,Grassland,Water,Water
9754,Water,Wetland,Water,NULL,Water,Grassland,Water,Forest
9755,Water,Wetland,Water,NULL,Water,Grassland,Forest,Grassland
9756,Water,Wetland,Water,NULL,Water,Grassland,Forest,Water
9757,Water,Wetland,Water,NULL,Water,Grassland,Forest,Forest
9758,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
9759,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Water
9760,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
9761,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9762,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9763,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9764,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
9765,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
9766,Water,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
9767,Water,Wetland,Water,NULL,Water,Wetland,Forest,Water
9768,Water,Wetland,Water,NULL,Water,Wetland,Forest,Forest
9769,Water,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
9770,Water,Wetland,Water,NULL,Water,Built-up,Water,Grassland
9771,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
9772,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
9773,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
9774,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
9775,Water,Wetland,Water,NULL,Water,Water,Water,Water
9776,Water,Wetland,Water,NULL,Water,Water,Water,Forest
9777,Water,Wetland,Water,NULL,Water,Water,Forest,Grassland
9778,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
9779,Water,Wetland,Water,NULL,Water,Forest,Water,Water
9780,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
9781,Water,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
9782,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
9783,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
9784,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
9785,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Water
9786,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
9787,Water,Wetland,Water,Non_Water,Water,Grassland,Forest,Grassland
9788,Water,Wetland,Water,Non_Water,Water,Grassland,Forest,Water
9789,Water,Wetland,Water,Non_Water,Water,Grassland,Forest,Forest
9790,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
9791,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9792,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9793,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9794,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9795,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9796,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Grassland
9797,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
9798,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
9799,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
9800,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Bareland
9801,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Water
9802,Water,Wetland,Water,Non_Water,Water,Bareland,Forest,Grassland
9803,Water,Wetland,Water,Non_Water,Water,Bareland,Forest,Water
9804,Water,Wetland,Water,Non_Water,Water,Bareland,Forest,Forest
9805,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
9806,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9807,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9808,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
9809,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9810,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
9811,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
9812,Water,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
9813,Water,Wetland,Water,Non_Water,Water,Water,Forest,Water
9814,Water,Wetland,Water,Water,Water,NULL,Water,Grassland
9815,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
9816,Water,Wetland,Water,Water,Water,NULL,Water,Water
9817,Water,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
9818,Water,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
9819,Water,Wetland,Water,Water,Water,Grassland,Grassland,Water
9820,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
9821,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
9822,Water,Wetland,Water,Water,Water,Grassland,Wetland,Forest
9823,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
9824,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
9825,Water,Wetland,Water,Water,Water,Grassland,Water,Water
9826,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
9827,Water,Wetland,Water,Water,Water,Grassland,Forest,Grassland
9828,Water,Wetland,Water,Water,Water,Grassland,Forest,Wetland
9829,Water,Wetland,Water,Water,Water,Grassland,Forest,Water
9830,Water,Wetland,Water,Water,Water,Grassland,Forest,Forest
9831,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
9832,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
9833,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9834,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
9835,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9836,Water,Wetland,Water,Water,Water,Wetland,Water,NULL
9837,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
9838,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
9839,Water,Wetland,Water,Water,Water,Wetland,Water,Water
9840,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
9841,Water,Wetland,Water,Water,Water,Wetland,Forest,Grassland
9842,Water,Wetland,Water,Water,Water,Wetland,Forest,Water
9843,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
9844,Water,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
9845,Water,Wetland,Water,Water,Water,Bareland,Wetland,Water
9846,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
9847,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
9848,Water,Wetland,Water,Water,Water,Bareland,Water,Bareland
9849,Water,Wetland,Water,Water,Water,Bareland,Water,Water
9850,Water,Wetland,Water,Water,Water,Bareland,Water,Forest
9851,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
9852,Water,Wetland,Water,Water,Water,Water,Grassland,Water
9853,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
9854,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
9855,Water,Wetland,Water,Water,Water,Water,Wetland,Water
9856,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
9857,Water,Wetland,Water,Water,Water,Water,Water,Grassland
9858,Water,Wetland,Water,Water,Water,Water,Water,Wetland
9859,Water,Wetland,Water,Water,Water,Water,Water,Bareland
9860,Water,Wetland,Water,Water,Water,Water,Water,Water
9861,Water,Wetland,Water,Water,Water,Water,Water,Forest
9862,Water,Wetland,Water,Water,Water,Water,Forest,Grassland
9863,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
9864,Water,Wetland,Water,Water,Water,Water,Forest,Water
9865,Water,Wetland,Water,Water,Water,Water,Forest,Forest
9866,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
9867,Water,Wetland,Water,Water,Water,Forest,Water,Water
9868,Water,Wetland,Water,Water,Water,Forest,Water,Forest
9869,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9870,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
9871,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9872,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9873,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9874,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9875,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9876,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
9877,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9878,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9879,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
9880,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9881,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9882,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9883,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9884,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Water
9885,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9886,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9887,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9888,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9889,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9890,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9891,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9892,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9893,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9894,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
9895,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9896,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
9897,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9898,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9899,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9900,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9901,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9902,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
9903,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9904,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9905,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9906,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9907,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
9908,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9909,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
9910,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
9911,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9912,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9913,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
9914,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9915,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
9916,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9917,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9918,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9919,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9920,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9921,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9922,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9923,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
9924,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9925,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
9926,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
9927,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9928,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
9929,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9930,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
9931,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9932,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9933,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
9934,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9935,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9936,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9937,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9938,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9939,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9940,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
9941,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9942,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9943,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9944,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
9945,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
9946,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
9947,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
9948,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9949,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9950,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
9951,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9952,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
9953,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9954,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
9955,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
9956,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9957,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
9958,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9959,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
9960,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Water
9961,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9962,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9963,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
9964,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Water
9965,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
9966,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
9967,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Water
9968,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
9969,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9970,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9971,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9972,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
9973,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
9974,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
9975,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
9976,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
9977,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
9978,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
9979,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
9980,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
9981,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
9982,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
9983,Water,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
