Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXT_M_R
23879,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
23880,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
23881,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
23882,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
23883,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
23884,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
23885,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Water
23886,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
23887,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
23888,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
23889,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
23890,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
23891,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
23892,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
23893,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
23894,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
23895,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
23896,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
23897,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
23898,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
23899,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
23900,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23901,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
23902,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
23903,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
23904,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
23905,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
23906,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
23907,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
23908,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
23909,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
23910,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
23911,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
23912,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
23913,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
23914,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
23915,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
23916,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
23917,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
23918,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
23919,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
23920,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
23921,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
23922,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
23923,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
23924,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
23925,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
23926,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
23927,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
23928,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
23929,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
23930,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
23931,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
23932,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
23933,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
23934,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
23935,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
23936,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
23937,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
23938,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
23939,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
23940,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
23941,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
23942,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
23943,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
23944,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
23945,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
23946,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
23947,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
23948,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
23949,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
23950,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
23951,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
23952,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
23953,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,NULL
23954,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
23955,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
23956,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
23957,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
23958,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
23959,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
23960,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
23961,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
23962,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
23963,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
23964,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
23965,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
23966,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
23967,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
23968,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
23969,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
23970,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
23971,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
23972,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
23973,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
23974,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
23975,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
23976,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
23977,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Wetland
23978,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
23979,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
23980,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
23981,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
23982,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
23983,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
23984,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
23985,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
23986,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
23987,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
23988,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
23989,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
23990,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
23991,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
23992,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
23993,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
23994,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
23995,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
23996,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
23997,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
23998,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
23999,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
24000,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
24001,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
24002,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
24003,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
24004,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
24005,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
24006,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
24007,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Wetland
24008,Forest,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
24009,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
24010,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,NULL
24011,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
24012,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
24013,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
24014,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
24015,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
24016,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
24017,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
24018,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
24019,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
24020,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
24021,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
24022,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
24023,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
24024,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Built-up
24025,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
24026,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
24027,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
24028,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
24029,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
24030,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
24031,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
24032,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
24033,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
24034,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
24035,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
24036,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
24037,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
24038,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
24039,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
24040,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
24041,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
24042,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
24043,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
24044,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
24045,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
24046,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
24047,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
24048,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
24049,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
24050,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
24051,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
24052,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
24053,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
24054,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
24055,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
24056,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
24057,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
24058,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
24059,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Water
24060,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
24061,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
24062,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
24063,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Cropland
24064,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
24065,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
24066,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
24067,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
24068,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
24069,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
24070,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
24071,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
24072,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
24073,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
24074,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
24075,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
24076,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
24077,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
24078,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
24079,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
24080,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
24081,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
24082,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
24083,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
24084,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
24085,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
24086,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
24087,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
24088,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
24089,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
24090,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
24091,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
24092,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
24093,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
24094,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
24095,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
24096,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
24097,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Cropland
24098,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
24099,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
24100,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
24101,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
24102,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
24103,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
24104,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
24105,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
24106,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
24107,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
24108,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
24109,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
24110,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
24111,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
24112,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
24113,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
24114,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
24115,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
24116,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
24117,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
24118,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
24119,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
24120,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
24121,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
24122,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
24123,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
24124,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
24125,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
24126,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
24127,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
24128,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
24129,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
24130,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
24131,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
24132,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
24133,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
24134,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
24135,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
24136,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
24137,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
24138,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
24139,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
24140,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
24141,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
24142,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
24143,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
24144,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
24145,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
24146,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
24147,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
24148,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
24149,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
24150,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
24151,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
24152,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
24153,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
24154,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
24155,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
24156,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
24157,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
24158,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
24159,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
24160,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
24161,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
24162,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
24163,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
24164,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
24165,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
24166,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
24167,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
24168,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
24169,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
24170,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
24171,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
24172,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
24173,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
24174,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
24175,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
24176,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
24177,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
24178,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
24179,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
24180,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
24181,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
24182,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
24183,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
24184,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
24185,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
24186,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
24187,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
24188,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
24189,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
24190,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
24191,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
24192,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
24193,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
24194,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
24195,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
24196,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
24197,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
24198,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
24199,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
24200,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
24201,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
24202,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
24203,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
24204,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
24205,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
24206,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
24207,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
24208,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
24209,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
24210,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
24211,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
24212,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
24213,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
24214,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
24215,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
24216,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
