Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGV_M_R
999,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1000,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1001,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1002,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1003,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1004,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1007,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1008,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1009,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1011,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1015,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1016,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1018,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1019,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1020,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1021,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1022,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1023,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1025,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1027,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1028,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1029,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1030,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1031,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1032,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1033,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1034,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1035,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1036,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1037,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1038,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1039,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1040,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1041,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1042,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1043,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1044,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1046,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1047,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1050,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1052,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1053,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1055,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1056,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1057,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1058,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1059,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1060,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1061,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1062,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1063,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1064,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1066,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1068,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1069,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1070,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1071,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1072,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1073,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1074,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1075,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1076,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1077,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1078,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1079,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1080,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1081,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1082,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1083,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1084,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1087,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1089,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1090,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1091,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1092,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1096,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1097,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1098,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1100,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1101,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1103,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1105,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1106,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1107,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1108,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1109,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1113,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1114,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1116,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1118,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1119,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1120,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1121,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1122,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1123,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1124,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1125,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1126,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1127,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1129,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1131,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1132,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1133,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1134,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1135,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1136,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1137,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1140,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1141,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1142,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1143,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1144,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1146,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1147,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1150,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1151,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1152,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1153,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1154,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1155,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1157,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1159,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1160,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1162,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1163,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1164,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1165,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1166,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1167,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1168,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1169,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1170,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1171,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1172,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1173,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1177,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1178,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1179,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1180,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1181,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1183,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1185,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1186,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1187,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1188,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1189,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1192,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1193,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1194,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1195,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1196,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1197,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1198,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1199,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1202,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1203,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1204,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1206,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1207,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1208,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1209,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1210,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1211,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1212,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1213,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1214,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1215,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1217,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1218,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1220,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1221,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1224,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1225,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1226,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1227,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1228,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1229,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1230,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1231,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1232,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1233,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1235,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1237,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1239,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1240,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1241,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1242,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1243,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1244,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1245,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1246,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1247,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1248,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1249,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1250,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1251,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1252,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1253,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1254,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1255,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1256,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1257,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1258,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1259,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1260,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1261,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1262,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1263,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1265,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1266,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1267,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1269,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1270,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1271,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1272,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1273,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1274,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1275,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1276,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1278,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1279,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1280,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1281,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1282,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1284,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1285,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1286,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1288,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1290,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1291,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1292,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1293,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1294,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1295,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1296,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1297,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1298,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1299,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1300,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1301,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1302,Water,NULL,Water,Water,Water,NULL,NULL,Water
1303,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1305,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1306,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1307,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1308,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1310,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1313,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1314,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1315,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1316,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1317,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1319,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1320,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1322,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1323,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1324,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1326,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1327,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1328,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1329,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1330,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1332,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1333,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1334,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1335,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1336,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
